evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
19 km al E de Tongoy,-30.194,-71.314,2022-06-09,19:39:43,2022-06-09,23:39:43,63,km,2.8,Ml
29 km al NO de Navidad,-33.717,-71.96,2022-06-09,16:28:59,2022-06-09,20:28:59,34,km,2.5,Ml
17 km al NE de CamiÃ±a,-19.18,-69.345,2022-06-09,16:17:12,2022-06-09,20:17:12,107,km,3.4,Ml
52 km al SO de OllagÃ¼e,-21.645,-68.472,2022-06-09,16:05:32,2022-06-09,20:05:32,126,km,3.0,Ml
33 km al S de Arica,-18.777,-70.32,2022-06-09,15:52:50,2022-06-09,19:52:50,44,km,2.8,Ml
65 km al N de Pica,-19.944,-69.111,2022-06-09,13:38:16,2022-06-09,17:38:16,97,km,2.6,Ml
46 km al NE de Mejillones,-22.721,-70.278,2022-06-09,06:01:06,2022-06-09,10:01:06,43,km,3.1,Ml
41 km al S de Calama,-22.828,-68.845,2022-06-09,05:24:40,2022-06-09,09:24:40,93,km,3.2,Ml
20 km al SO de Mina Collahuasi,-20.992,-68.737,2022-06-09,04:46:02,2022-06-09,08:46:02,92,km,2.5,Ml
69 km al O de Mina La Escondida.,-24.037,-69.691,2022-06-09,04:32:46,2022-06-09,08:32:46,68,km,4.8,Mw
70 km al NE de Calama,-21.898,-68.646,2022-06-09,04:12:04,2022-06-09,08:12:04,119,km,3.0,Ml
12 km al N de Los Vilos,-31.805,-71.492,2022-06-08,23:53:46,2022-06-09,03:53:46,37,km,3.1,Ml
