evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
74 km al N de Tocopilla,-21.469,-70.449,2022-06-02,19:33:20,2022-06-02,23:33:20,32,km,3.1,Ml
76 km al NE de Calama,-21.831,-68.655,2022-06-02,17:18:22,2022-06-02,21:18:22,124,km,3.6,Ml
30 km al O de Navidad,-33.906,-72.148,2022-06-02,17:07:21,2022-06-02,21:07:21,39,km,2.9,Ml
69 km al SO de OllagÃ¼e,-21.796,-68.512,2022-06-02,17:01:25,2022-06-02,21:01:25,121,km,3.0,Ml
19 km al NE de San JosÃ© de Maipo,-33.519,-70.207,2022-06-02,16:59:38,2022-06-02,20:59:38,115,km,2.7,Ml
17 km al N de Vallenar,-28.423,-70.766,2022-06-02,14:58:26,2022-06-02,18:58:26,68,km,3.5,Ml
12 km al E de Calama,-22.452,-68.81,2022-06-02,14:00:41,2022-06-02,18:00:41,129,km,2.8,Ml
41 km al NE de Tocopilla,-21.824,-69.925,2022-06-02,11:44:52,2022-06-02,15:44:52,58,km,4.4,Mw
27 km al NO de CamiÃ±a,-19.093,-69.525,2022-06-02,11:01:15,2022-06-02,15:01:15,93,km,3.1,Ml
89 km al NO de Quillagua,-21.228,-70.262,2022-06-02,10:26:34,2022-06-02,14:26:34,35,km,2.8,Ml
33 km al N de Mina La Escondida.,-23.986,-69.165,2022-06-02,08:11:47,2022-06-02,12:11:47,84,km,3.4,Ml
109 km al SE de Socaire,-24.264,-67.114,2022-06-02,07:56:10,2022-06-02,11:56:10,180,km,3.8,Ml
30 km al NO de Cuya,-18.96,-70.367,2022-06-02,06:46:34,2022-06-02,10:46:34,45,km,3.3,Ml
67 km al O de Arica,-18.563,-70.953,2022-06-02,06:13:50,2022-06-02,10:13:50,15,km,2.7,Ml
9 km al NE de CamiÃ±a,-19.267,-69.354,2022-06-02,04:52:39,2022-06-02,08:52:39,103,km,3.1,Ml
77 km al E de Socaire,-23.48,-67.14,2022-06-02,04:19:27,2022-06-02,08:19:27,234,km,3.7,Ml
16 km al O de Putre,-18.227,-69.709,2022-06-02,03:08:08,2022-06-02,07:08:08,97,km,3.3,Ml
34 km al E de Pica,-20.596,-69.025,2022-06-02,03:00:10,2022-06-02,07:00:10,93,km,2.7,Ml
113 km al NO de ConstituciÃ³n,-34.808,-73.473,2022-06-02,02:34:49,2022-06-02,06:34:49,27,km,3.3,Ml
73 km al N de Mina La Escondida.,-23.633,-68.893,2022-06-02,00:45:05,2022-06-02,04:45:05,110,km,4.3,Ml
30 km al SE de Tacna,-18.175,-70.021,2022-06-01,23:57:40,2022-06-02,03:57:40,100,km,2.7,Ml
49 km al SE de Mina Los Pelambres,-32.215,-70.346,2022-06-01,23:54:37,2022-06-02,03:54:37,127,km,3.3,Ml
44 km al E de Tacna,-17.88,-69.865,2022-06-01,23:24:01,2022-06-02,03:24:01,126,km,3.9,Ml
44 km al S de Tocopilla,-22.483,-70.272,2022-06-01,21:56:06,2022-06-02,01:56:06,41,km,2.7,Ml
31 km al O de OllagÃ¼e,-21.121,-68.528,2022-06-01,21:43:47,2022-06-02,01:43:47,134,km,2.8,Ml
