evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
27 km al S de CamiÃ±a,-19.55,-69.362,2022-06-21,19:25:57,2022-06-21,23:25:57,96,km,2.5,Ml
15 km al O de OllagÃ¼e,-21.24,-68.397,2022-06-21,19:19:27,2022-06-21,23:19:27,131,km,2.6,Ml
14 km al NE de Linares,-35.728,-71.534,2022-06-21,16:37:55,2022-06-21,20:37:55,113,km,2.9,Ml
43 km al SO de Los Vilos,-32.21,-71.801,2022-06-21,14:52:09,2022-06-21,18:52:09,20,km,2.5,Ml
17 km al N de Calama,-22.328,-68.988,2022-06-21,12:28:49,2022-06-21,16:28:49,112,km,3.1,Ml
62 km al SE de El Salvador,-26.734,-69.334,2022-06-21,12:19:00,2022-06-21,16:19:00,27,km,2.6,Ml
20 km al E de Cobquecura,-36.182,-72.581,2022-06-21,11:41:54,2022-06-21,15:41:54,65,km,3.1,Ml
81 km al NE de Socaire,-23.135,-67.274,2022-06-21,11:01:42,2022-06-21,15:01:42,278,km,3.2,Ml
38 km al SO de Mina Collahuasi,-20.979,-68.981,2022-06-21,10:19:44,2022-06-21,14:19:44,110,km,2.5,Ml
30 km al NO de MarÃ­a Elena,-22.125,-69.834,2022-06-21,08:48:10,2022-06-21,12:48:10,89,km,2.7,Ml
30 km al SO de MarÃ­a Elena,-22.458,-69.923,2022-06-21,07:58:13,2022-06-21,11:58:13,56,km,2.6,Ml
34 km al O de Mina Collahuasi,-20.867,-68.982,2022-06-21,07:31:45,2022-06-21,11:31:45,103,km,3.5,Ml
50 km al SO de OllagÃ¼e,-21.598,-68.522,2022-06-21,07:25:17,2022-06-21,11:25:17,108,km,2.5,Ml
49 km al S de Mina La Escondida.,-24.709,-69.072,2022-06-21,07:19:15,2022-06-21,11:19:15,104,km,3.0,Ml
44 km al O de Quillagua,-21.519,-69.935,2022-06-21,06:40:32,2022-06-21,10:40:32,60,km,3.9,Ml
37 km al O de OllagÃ¼e,-21.28,-68.606,2022-06-21,04:37:26,2022-06-21,08:37:26,111,km,2.9,Ml
135 km al SE de Tierra Amarilla,-28.169,-69.136,2022-06-21,04:09:56,2022-06-21,08:09:56,23,km,4.9,Mw
59 km al S de Puerto AysÃ©n,-45.93,-72.786,2022-06-21,04:05:25,2022-06-21,08:05:25,14,km,3.2,Ml
36 km al E de Pica,-20.429,-68.993,2022-06-21,00:46:52,2022-06-21,04:46:52,95,km,2.9,Ml
88 km al E de Socaire,-23.313,-67.077,2022-06-20,22:25:45,2022-06-21,02:25:45,239,km,3.2,Ml
46 km al S de Putre,-18.606,-69.483,2022-06-20,22:14:07,2022-06-21,02:14:07,118,km,3.4,Ml
64 km al SE de Baquedano,-23.765,-69.422,2022-06-20,22:04:38,2022-06-21,02:04:38,80,km,2.8,Ml
4 km al E de Valdivia,-39.831,-73.198,2022-06-20,22:04:14,2022-06-21,02:04:14,48,km,3.0,Ml
54 km al SO de San Pedro de Atacama,-23.224,-68.613,2022-06-20,21:46:07,2022-06-21,01:46:07,93,km,2.8,Ml
53 km al SO de OllagÃ¼e,-21.61,-68.554,2022-06-20,21:46:06,2022-06-21,01:46:06,132,km,2.6,Ml
