evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
66 km al O de Navidad,-33.834,-72.533,2022-06-11,19:00:12,2022-06-11,23:00:12,21,km,2.8,Ml
22 km al SO de Punitaqui,-30.991,-71.388,2022-06-11,18:14:03,2022-06-11,22:14:03,65,km,3.4,Ml
45 km al NE de CamiÃ±a,-19.025,-69.123,2022-06-11,17:56:49,2022-06-11,21:56:49,126,km,3.1,Ml
71 km al NE de San Pedro de Atacama,-22.446,-67.737,2022-06-11,16:58:23,2022-06-11,20:58:23,193,km,2.8,Ml
178 km al SO de TirÃºa,-39.154,-75.266,2022-06-11,16:43:55,2022-06-11,20:43:55,16,km,2.9,Ml
45 km al O de Punitaqui,-30.72,-71.716,2022-06-11,16:25:46,2022-06-11,20:25:46,35,km,3.1,Ml
45 km al O de Punitaqui,-30.72,-71.708,2022-06-11,16:25:07,2022-06-11,20:25:07,35,km,2.9,Ml
7 km al SO de Tongoy,-30.291,-71.553,2022-06-11,15:37:08,2022-06-11,19:37:08,39,km,3.0,Ml
44 km al SO de Los Vilos,-32.244,-71.76,2022-06-11,14:49:44,2022-06-11,18:49:44,24,km,2.6,Ml
48 km al SO de Pica,-20.756,-69.69,2022-06-11,13:57:21,2022-06-11,17:57:21,33,km,2.6,Ml
82 km al E de Tierra Amarilla,-27.318,-69.457,2022-06-11,13:40:59,2022-06-11,17:40:59,116,km,2.5,Ml
66 km al SO de Caldera,-27.604,-71.105,2022-06-11,12:35:17,2022-06-11,16:35:17,55,km,2.9,Ml
78 km al SE de Tierra Amarilla,-27.875,-69.606,2022-06-11,10:57:36,2022-06-11,14:57:36,110,km,2.5,Ml
60 km al NO de La Higuera,-29.014,-71.435,2022-06-11,10:33:32,2022-06-11,14:33:32,51,km,2.7,Ml
40 km al NE de Mina Los Pelambres,-31.498,-70.401,2022-06-11,09:34:01,2022-06-11,13:34:01,123,km,2.6,Ml
14 km al NO de Vallenar,-28.481,-70.862,2022-06-11,09:12:57,2022-06-11,13:12:57,59,km,2.7,Ml
16 km al NO de OllagÃ¼e,-21.135,-68.371,2022-06-11,08:27:15,2022-06-11,12:27:15,136,km,4.8,Mw
68 km al S de Mina La Escondida.,-24.873,-69.165,2022-06-11,07:48:51,2022-06-11,11:48:51,110,km,3.1,Ml
25 km al NE de La Higuera,-29.354,-71.023,2022-06-11,07:15:24,2022-06-11,11:15:24,46,km,3.2,Ml
30 km al SE de Los Andes.,-33.05,-70.411,2022-06-11,04:53:23,2022-06-11,08:53:23,109,km,3.3,Ml
14 km al N de Colina,-33.081,-70.657,2022-06-10,23:56:46,2022-06-11,03:56:46,97,km,2.8,Ml
36 km al NE de Pica,-20.223,-69.128,2022-06-10,23:50:18,2022-06-11,03:50:18,104,km,4.3,Ml
25 km al SO de Calama,-22.593,-69.129,2022-06-10,22:42:50,2022-06-11,02:42:50,82,km,2.8,Ml
58 km al N de Pica,-19.997,-69.152,2022-06-10,22:15:49,2022-06-11,02:15:49,95,km,2.6,Ml
40 km al NO de ValparaÃ­so,-32.706,-71.757,2022-06-10,20:53:57,2022-06-11,00:53:57,29,km,2.7,Ml
