evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
79 km al O de Canela Baja,-31.284,-72.276,2022-06-19,18:40:21,2022-06-19,22:40:21,26,km,3.0,Ml
39 km al SE de Baquedano,-23.551,-69.547,2022-06-19,18:19:24,2022-06-19,22:19:24,108,km,3.5,Ml
28 km al E de CuricÃ³,-34.882,-70.965,2022-06-19,18:19:18,2022-06-19,22:19:18,104,km,2.7,Ml
32 km al NE de Pica,-20.263,-69.146,2022-06-19,17:49:22,2022-06-19,21:49:22,92,km,3.0,Ml
47 km al NE de Calama,-22.147,-68.63,2022-06-19,17:06:13,2022-06-19,21:06:13,105,km,3.6,Ml
62 km al O de La Higuera,-29.583,-71.838,2022-06-19,16:38:20,2022-06-19,20:38:20,39,km,2.5,Ml
73 km al SE de Socaire,-23.91,-67.269,2022-06-19,16:08:40,2022-06-19,20:08:40,226,km,3.7,Ml
58 km al NE de Calama,-22.042,-68.615,2022-06-19,14:21:08,2022-06-19,18:21:08,122,km,2.5,Ml
72 km al O de Tongoy,-30.372,-72.232,2022-06-19,14:18:25,2022-06-19,18:18:25,36,km,3.3,Ml
54 km al NO de Huasco,-28.017,-71.44,2022-06-19,12:41:06,2022-06-19,16:41:06,30,km,2.5,Ml
53 km al NO de Taltal,-25.069,-70.85,2022-06-19,11:33:26,2022-06-19,15:33:26,34,km,2.9,Ml
31 km al O de Sierra Gorda.,-22.792,-69.592,2022-06-19,07:31:23,2022-06-19,11:31:23,70,km,2.7,Ml
25 km al NE de Calama,-22.374,-68.712,2022-06-19,06:31:43,2022-06-19,10:31:43,127,km,3.2,Ml
40 km al SO de Mina Collahuasi,-21.124,-68.88,2022-06-19,06:10:53,2022-06-19,10:10:53,122,km,3.5,Ml
38 km al SO de Linares,-36.143,-71.815,2022-06-19,02:43:48,2022-06-19,06:43:48,87,km,2.7,Ml
23 km al SO de Tongoy,-30.415,-71.655,2022-06-19,02:32:07,2022-06-19,06:32:07,34,km,2.5,Ml
46 km al N de CamiÃ±a,-18.918,-69.305,2022-06-19,02:03:30,2022-06-19,06:03:30,105,km,2.5,Ml
100 km al SE de Tierra Amarilla,-28.087,-69.509,2022-06-18,23:03:25,2022-06-19,03:03:25,103,km,2.8,Ml
76 km al SO de OllagÃ¼e,-21.816,-68.616,2022-06-18,22:54:06,2022-06-19,02:54:06,130,km,2.9,Ml
54 km al SO de OllagÃ¼e,-21.679,-68.444,2022-06-18,22:33:10,2022-06-19,02:33:10,128,km,2.7,Ml
15 km al NO de Mejillones,-22.976,-70.513,2022-06-18,21:17:36,2022-06-19,01:17:36,35,km,2.5,Ml
66 km al NE de Calama,-21.97,-68.579,2022-06-18,20:25:47,2022-06-19,00:25:47,129,km,3.0,Ml
79 km al NO de Quillagua,-21.06,-69.943,2022-06-18,20:02:40,2022-06-19,00:02:40,38,km,2.5,Ml
