evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
41 km al O de Mina Collahuasi,-20.883,-69.046,2022-06-16,19:03:09,2022-06-16,23:03:09,109,km,3.1,Ml
52 km al NO de Huasco,-28.079,-71.514,2022-06-16,13:50:33,2022-06-16,17:50:33,48,km,2.6,Ml
48 km al SO de Los Vilos,-32.283,-71.78,2022-06-16,13:42:41,2022-06-16,17:42:41,28,km,3.1,Ml
41 km al SO de Tierra Amarilla,-27.777,-70.51,2022-06-16,10:48:14,2022-06-16,14:48:14,82,km,3.2,Ml
32 km al O de OllagÃ¼e,-21.183,-68.559,2022-06-16,09:11:20,2022-06-16,13:11:20,131,km,3.0,Ml
96 km al O de TirÃºa,-38.409,-74.594,2022-06-16,07:23:11,2022-06-16,11:23:11,10,km,3.8,Ml
27 km al NE de VichuquÃ©n,-34.744,-71.75,2022-06-16,06:37:13,2022-06-16,10:37:13,44,km,2.6,Ml
31 km al SE de Petorca,-32.41,-70.659,2022-06-16,04:49:58,2022-06-16,08:49:58,100,km,2.5,Ml
69 km al SE de Putre,-18.59,-69.051,2022-06-16,01:46:35,2022-06-16,05:46:35,135,km,3.0,Ml
76 km al E de Socaire,-23.458,-67.157,2022-06-15,22:20:14,2022-06-16,02:20:14,238,km,3.3,Ml
