evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
28 km al NE de Canela Baja,-31.162,-71.348,2022-05-03,17:38:57,2022-05-03,21:38:57,87,km,2.9,Ml
35 km al SO de Cuya,-19.335,-70.457,2022-05-03,14:07:48,2022-05-03,18:07:48,56,km,4.0,Ml
45 km al NE de Calama,-22.152,-68.665,2022-05-03,13:27:44,2022-05-03,17:27:44,113,km,3.6,Ml
21 km al NO de Quillagua,-21.52,-69.67,2022-05-03,13:19:47,2022-05-03,17:19:47,18,km,3.1,Ml
44 km al NO de ValparaÃ­so,-32.678,-71.792,2022-05-03,12:58:54,2022-05-03,16:58:54,29,km,2.7,Ml
64 km al SO de Tierra Amarilla,-27.939,-70.662,2022-05-03,12:54:16,2022-05-03,16:54:16,71,km,2.9,Ml
53 km al NE de Socaire,-23.34,-67.451,2022-05-03,12:49:45,2022-05-03,16:49:45,262,km,2.7,Ml
55 km al NE de Socaire,-23.383,-67.395,2022-05-03,12:36:02,2022-05-03,16:36:02,246,km,3.0,Ml
47 km al SO de Mina Collahuasi,-21.146,-68.96,2022-05-03,11:02:54,2022-05-03,15:02:54,107,km,3.0,Ml
34 km al NO de Mina Collahuasi,-20.568,-68.828,2022-05-03,10:42:59,2022-05-03,14:42:59,103,km,2.5,Ml
114 km al E de Socaire,-23.851,-66.807,2022-05-03,09:20:41,2022-05-03,13:20:41,222,km,3.9,Ml
11 km al N de Colina,-33.111,-70.648,2022-05-03,09:18:40,2022-05-03,13:18:40,93,km,3.0,Ml
64 km al SO de Pica,-21.002,-69.621,2022-05-03,08:21:20,2022-05-03,12:21:20,52,km,3.1,Ml
7 km al NO de Punitaqui,-30.787,-71.311,2022-05-03,05:50:04,2022-05-03,09:50:04,56,km,4.2,Ml
46 km al NE de Calama,-22.212,-68.586,2022-05-03,04:31:35,2022-05-03,08:31:35,111,km,3.0,Ml
104 km al SO de Alto Hospicio,-21.071,-70.609,2022-05-03,02:54:02,2022-05-03,06:54:02,45,km,3.1,Ml
42 km al NE de Pica,-20.214,-69.056,2022-05-03,02:19:28,2022-05-03,06:19:28,97,km,3.0,Ml
69 km al SO de OllagÃ¼e,-21.798,-68.502,2022-05-03,01:08:00,2022-05-03,05:08:00,139,km,2.5,Ml
62 km al NO de Lebu,-37.203,-74.136,2022-05-03,00:56:03,2022-05-03,04:56:03,30,km,3.4,Ml
37 km al O de ValparaÃ­so,-32.994,-72.002,2022-05-03,00:31:47,2022-05-03,04:31:47,33,km,2.9,Ml
49 km al E de Calama,-22.331,-68.477,2022-05-03,00:02:50,2022-05-03,04:02:50,164,km,3.1,Ml
76 km al SE de Socaire,-24.109,-67.407,2022-05-02,23:57:35,2022-05-03,03:57:35,208,km,3.4,Ml
38 km al O de ValparaÃ­so,-32.983,-72.017,2022-05-02,23:55:15,2022-05-03,03:55:15,29,km,2.5,Ml
38 km al SO de OllagÃ¼e,-21.509,-68.456,2022-05-02,20:50:05,2022-05-03,00:50:05,116,km,3.2,Ml
