evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
75 km al O de Iquique,-20.219,-70.872,2022-05-27,19:57:52,2022-05-27,23:57:52,27,km,2.8,Ml
52 km al SE de Putre,-18.612,-69.33,2022-05-27,18:12:11,2022-05-27,22:12:11,112,km,2.7,Ml
14 km al SE de Pica,-20.591,-69.25,2022-05-27,17:36:20,2022-05-27,21:36:20,104,km,2.6,Ml
70 km al SO de Mina Collahuasi,-21.409,-68.903,2022-05-27,16:07:26,2022-05-27,20:07:26,114,km,3.1,Ml
49 km al S de Huasco,-28.903,-71.275,2022-05-27,12:54:02,2022-05-27,16:54:02,44,km,2.6,Ml
75 km al SE de Socaire,-23.982,-67.292,2022-05-27,11:12:21,2022-05-27,15:12:21,244,km,3.3,Ml
116 km al O de Pichilemu,-33.957,-73.161,2022-05-27,10:46:38,2022-05-27,14:46:38,16,km,2.5,Ml
18 km al N de Lonquimay,-38.295,-71.397,2022-05-27,10:23:16,2022-05-27,14:23:16,12,km,2.5,Ml
79 km al SE de Socaire,-23.998,-67.259,2022-05-27,09:54:26,2022-05-27,13:54:26,245,km,3.4,Ml
29 km al O de La Higuera,-29.617,-71.481,2022-05-27,09:23:28,2022-05-27,13:23:28,72,km,2.5,Ml
34 km al S de Mina Collahuasi,-21.132,-68.655,2022-05-27,09:21:19,2022-05-27,13:21:19,119,km,3.1,Ml
37 km al SE de Sierra Gorda.,-23.138,-69.066,2022-05-27,08:42:41,2022-05-27,12:42:41,114,km,2.9,Ml
74 km al SE de Socaire,-23.972,-67.298,2022-05-27,08:29:50,2022-05-27,12:29:50,252,km,3.0,Ml
37 km al SO de Mina Collahuasi,-21.099,-68.861,2022-05-27,04:47:16,2022-05-27,08:47:16,106,km,2.6,Ml
80 km al N de El Salvador,-25.56,-69.357,2022-05-27,02:58:21,2022-05-27,06:58:21,5,km,2.9,Ml
24 km al SE de Cha̱aral.,-26.442,-70.404,2022-05-27,01:37:18,2022-05-27,05:37:18,88,km,4.9,Mw
24 km al SO de San Fernando,-34.781,-71.093,2022-05-27,01:26:39,2022-05-27,05:26:39,102,km,2.7,Ml
36 km al NE de Calama,-22.317,-68.617,2022-05-27,00:45:59,2022-05-27,04:45:59,110,km,2.5,Ml
53 km al SO de Taltal,-25.798,-70.791,2022-05-26,22:32:24,2022-05-27,02:32:24,39,km,2.7,Ml
24 km al SE de Mina Collahuasi,-21.021,-68.55,2022-05-26,21:57:53,2022-05-27,01:57:53,136,km,3.0,Ml
45 km al N de Pica,-20.086,-69.292,2022-05-26,21:01:24,2022-05-27,01:01:24,98,km,3.8,Ml
