evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al S de Mina Collahuasi,-21.377,-68.852,2022-05-18,19:24:40,2022-05-18,23:24:40,102,km,2.7,Ml
76 km al NE de Calama,-21.913,-68.507,2022-05-18,19:20:19,2022-05-18,23:20:19,108,km,2.5,Ml
5 km al O de Mina Los Pelambres,-31.83,-70.641,2022-05-18,18:57:42,2022-05-18,22:57:42,115,km,2.9,Ml
72 km al SO de Tongoy,-30.686,-72.062,2022-05-18,17:05:04,2022-05-18,21:05:04,23,km,2.5,Ml
102 km al E de Socaire,-23.473,-66.894,2022-05-18,17:01:26,2022-05-18,21:01:26,199,km,3.4,Ml
50 km al N de Pica,-20.068,-69.167,2022-05-18,15:43:58,2022-05-18,19:43:58,94,km,3.0,Ml
61 km al O de La Higuera,-29.501,-71.83,2022-05-18,14:39:29,2022-05-18,18:39:29,13,km,2.9,Ml
56 km al E de Socaire,-23.475,-67.359,2022-05-18,14:30:28,2022-05-18,18:30:28,260,km,2.8,Ml
77 km al E de OllagÃ¼e,-21.265,-67.509,2022-05-18,14:19:27,2022-05-18,18:19:27,216,km,3.8,Ml
66 km al O de Valdivia,-39.582,-73.95,2022-05-18,13:46:48,2022-05-18,17:46:48,25,km,3.3,Ml
22 km al S de Canela Baja,-31.588,-71.535,2022-05-18,08:38:38,2022-05-18,12:38:38,16,km,2.8,Ml
13 km al SE de Melipilla,-33.771,-71.123,2022-05-18,07:52:36,2022-05-18,11:52:36,57,km,3.6,Ml
36 km al NO de Putre,-17.967,-69.794,2022-05-18,07:27:09,2022-05-18,11:27:09,129,km,4.6,Mw
44 km al NO de Canela Baja,-31.075,-71.717,2022-05-18,06:44:53,2022-05-18,10:44:53,41,km,3.6,Ml
68 km al NO de ValparaÃ­so,-32.516,-71.97,2022-05-18,04:59:12,2022-05-18,08:59:12,20,km,2.7,Ml
75 km al SO de OllagÃ¼e,-21.785,-68.65,2022-05-18,04:55:47,2022-05-18,08:55:47,125,km,3.0,Ml
48 km al SO de Los Vilos,-32.21,-71.881,2022-05-18,03:34:24,2022-05-18,07:34:24,27,km,2.9,Ml
62 km al SO de OllagÃ¼e,-21.732,-68.502,2022-05-18,03:18:08,2022-05-18,07:18:08,119,km,2.9,Ml
26 km al NO de Tongoy,-30.063,-71.65,2022-05-18,02:17:28,2022-05-18,06:17:28,32,km,3.1,Ml
16 km al SO de ChaÃ±aral.,-26.433,-70.757,2022-05-17,23:21:14,2022-05-18,03:21:14,25,km,2.7,Ml
68 km al E de Socaire,-23.448,-67.241,2022-05-17,22:22:50,2022-05-18,02:22:50,246,km,3.8,Ml
17 km al O de Punitaqui,-30.786,-71.432,2022-05-17,20:13:16,2022-05-18,00:13:16,50,km,2.9,Ml
