evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al E de Socaire,-23.382,-67.309,2022-05-10,19:06:29,2022-05-10,23:06:29,250,km,6.8,Mww
21 km al S de La Higuera,-29.699,-71.251,2022-05-10,18:11:17,2022-05-10,22:11:17,45,km,2.9,Ml
20 km al S de Punitaqui,-31.004,-71.293,2022-05-10,17:44:08,2022-05-10,21:44:08,72,km,3.1,Ml
36 km al NO de San FabiÃ¡n,-36.254,-71.684,2022-05-10,16:27:31,2022-05-10,20:27:31,84,km,2.5,Ml
23 km al O de Mina Collahuasi,-20.818,-68.875,2022-05-10,15:05:50,2022-05-10,19:05:50,104,km,3.1,Ml
61 km al N de Huasco,-27.921,-71.161,2022-05-10,11:25:45,2022-05-10,15:25:45,40,km,2.5,Ml
50 km al O de San Pedro de Atacama,-23.008,-68.68,2022-05-10,10:55:25,2022-05-10,14:55:25,139,km,2.6,Ml
34 km al E de CamiÃ±a,-19.26,-69.11,2022-05-10,09:59:44,2022-05-10,13:59:44,114,km,3.1,Ml
6 km al SO de Taltal,-25.462,-70.509,2022-05-10,07:26:33,2022-05-10,11:26:33,25,km,3.3,Ml
35 km al NO de Pichilemu,-34.22,-72.336,2022-05-10,01:31:29,2022-05-10,05:31:29,13,km,2.7,Ml
46 km al O de OllagÃ¼e,-21.31,-68.687,2022-05-10,01:28:24,2022-05-10,05:28:24,105,km,3.0,Ml
48 km al NO de Quillagua,-21.31,-69.81,2022-05-10,01:03:18,2022-05-10,05:03:18,63,km,3.1,Ml
10 km al O de Iquique,-20.237,-70.246,2022-05-10,00:06:13,2022-05-10,04:06:13,41,km,3.0,Ml
39 km al O de La Serena,-29.84,-71.645,2022-05-09,23:28:55,2022-05-10,03:28:55,31,km,3.4,Ml
50 km al NO de Tacna,-17.606,-70.425,2022-05-09,22:18:31,2022-05-10,02:18:31,105,km,4.6,Mw
49 km al N de Calama,-22.05,-68.78,2022-05-09,22:16:08,2022-05-10,02:16:08,71,km,3.3,Ml
