evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al SO de Quillagua,-21.882,-69.744,2022-05-25,18:51:44,2022-05-25,22:51:44,64,km,4.5,Mw
36 km al NE de Socaire,-23.392,-67.608,2022-05-25,18:17:51,2022-05-25,22:17:51,246,km,3.4,Ml
33 km al O de TirÃºa,-38.269,-73.857,2022-05-25,16:23:42,2022-05-25,20:23:42,41,km,3.1,Ml
47 km al E de Socaire,-23.532,-67.435,2022-05-25,14:48:02,2022-05-25,18:48:02,242,km,3.5,Ml
35 km al NE de Colchane.,-19.022,-68.436,2022-05-25,12:45:10,2022-05-25,16:45:10,220,km,3.8,Ml
101 km al E de Tierra Amarilla,-27.244,-69.278,2022-05-25,12:37:09,2022-05-25,16:37:09,110,km,3.2,Ml
77 km al O de Iquique,-20.239,-70.894,2022-05-25,12:13:46,2022-05-25,16:13:46,23,km,3.4,Ml
21 km al NE de CuricÃ³,-34.825,-71.122,2022-05-25,09:30:54,2022-05-25,13:30:54,102,km,2.7,Ml
79 km al E de OllagÃ¼e,-21.404,-67.516,2022-05-25,09:07:22,2022-05-25,13:07:22,220,km,4.5,Mw
65 km al NE de Calama,-21.943,-68.653,2022-05-25,06:03:11,2022-05-25,10:03:11,117,km,2.8,Ml
13 km al SO de Canela Baja,-31.501,-71.528,2022-05-25,05:15:15,2022-05-25,09:15:15,49,km,2.8,Ml
42 km al SO de CamiÃ±a,-19.504,-69.77,2022-05-25,01:15:48,2022-05-25,05:15:48,76,km,2.5,Ml
52 km al SO de San Pedro de Atacama,-23.12,-68.663,2022-05-25,00:40:18,2022-05-25,04:40:18,105,km,2.8,Ml
28 km al S de Melipilla,-33.927,-71.137,2022-05-24,20:12:42,2022-05-25,00:12:42,65,km,2.8,Ml
