evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
21 km al S de Linares,-36.032 ,-71.568,2022-03-06,20:50:51,2022-03-06,23:50:51,101,km,3.5,Ml
12 km al S de Visviri,-17.703 ,-69.490,2022-03-06,20:01:04,2022-03-06,23:01:04,152,km,3.6,Ml
107 km al SE de Socaire,-24.330 ,-67.224,2022-03-06,17:02:27,2022-03-06,20:02:27,203,km,3.9,Ml
27 km al S de Calama,-22.710 ,-68.932,2022-03-06,14:21:30,2022-03-06,17:21:30,107,km,3.6,Ml
124 km al NE de Socaire,-23.050 ,-66.832,2022-03-06,14:10:26,2022-03-06,17:10:26,217,km,3.8,Ml
37 km al N de Termas del Flaco,-34.634 ,-70.359,2022-03-06,13:50:52,2022-03-06,16:50:52,17,km,2.7,Ml
22 km al NO de Tocopilla,-21.948 ,-70.342,2022-03-06,13:37:05,2022-03-06,16:37:05,19,km,2.9,Ml
35 km al N de Termas del Flaco,-34.653 ,-70.362,2022-03-06,13:36:30,2022-03-06,16:36:30,23,km,2.8,Ml
25 km al S de Osorno,-40.794 ,-73.163,2022-03-06,13:34:40,2022-03-06,16:34:40,44,km,4.0,Ml
60 km al E de Quillagua,-21.686 ,-68.952,2022-03-06,13:24:25,2022-03-06,16:24:25,94,km,2.9,Ml
86 km al O de Arica,-18.598 ,-71.130,2022-03-06,08:49:43,2022-03-06,11:49:43,28,km,3.3,Ml
41 km al N de Quillagua,-21.315 ,-69.676,2022-03-06,08:44:53,2022-03-06,11:44:53,51,km,3.2,Ml
84 km al O de Arica,-18.638 ,-71.105,2022-03-06,07:12:49,2022-03-06,10:12:49,14,km,2.7,Ml
71 km al SO de OllagÃ¼e,-21.763 ,-68.620,2022-03-06,07:03:38,2022-03-06,10:03:38,125,km,3.3,Ml
141 km al E de Alto del Carmen,-28.511 ,-69.069,2022-03-06,06:35:08,2022-03-06,09:35:08,146,km,5.5,Mw
28 km al S de Mina Collahuasi,-21.072 ,-68.606,2022-03-06,04:27:55,2022-03-06,07:27:55,132,km,3.2,Ml
16 km al SO de Punitaqui,-30.961 ,-71.329,2022-03-06,03:12:31,2022-03-06,06:12:31,62,km,3.6,Ml
82 km al NO de Tongoy,-29.752 ,-72.115,2022-03-06,02:44:21,2022-03-06,05:44:21,20,km,2.9,Ml
26 km al SO de Mina Collahuasi,-20.938 ,-68.875,2022-03-06,01:33:09,2022-03-06,04:33:09,103,km,3.4,Ml
30 km al SO de Tongoy,-30.499 ,-71.628,2022-03-05,23:29:21,2022-03-06,02:29:21,37,km,2.5,Ml
65 km al NE de Quillagua,-21.405 ,-68.972,2022-03-05,23:25:53,2022-03-06,02:25:53,113,km,3.7,Ml
45 km al O de ValparaÃ­so,-33.045 ,-72.101,2022-03-05,21:50:16,2022-03-06,00:50:16,36,km,2.6,Ml
