evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
45 km al N de Pica,-20.103 ,-69.214,2022-03-24,20:25:34,2022-03-24,23:25:34,91,km,3.6,Ml
10 km al S de CamiÃ±a,-19.397 ,-69.392,2022-03-24,19:27:28,2022-03-24,22:27:28,99,km,2.6,Ml
66 km al SE de Socaire,-24.083 ,-67.522,2022-03-24,18:12:05,2022-03-24,21:12:05,204,km,3.0,Ml
16 km al NE de Santa Cruz,-34.566 ,-71.215,2022-03-24,18:06:11,2022-03-24,21:06:11,68,km,2.9,Ml
108 km al NE de Socaire,-23.052 ,-67.015,2022-03-24,16:42:40,2022-03-24,19:42:40,272,km,3.6,Ml
10 km al E de Colina,-33.182 ,-70.572,2022-03-24,13:38:57,2022-03-24,16:38:57,100,km,3.3,Ml
31 km al SO de Arica,-18.617 ,-70.578,2022-03-24,10:56:07,2022-03-24,13:56:07,46,km,2.5,Ml
123 km al O de Canela Baja,-31.193 ,-72.728,2022-03-24,10:39:21,2022-03-24,13:39:21,39,km,2.5,Ml
79 km al SE de Socaire,-24.228 ,-67.538,2022-03-24,09:40:32,2022-03-24,12:40:32,217,km,3.2,Ml
10 km al SE de Mina La Escondida.,-24.350 ,-69.013,2022-03-24,08:10:09,2022-03-24,11:10:09,89,km,2.6,Ml
72 km al SE de Socaire,-24.103 ,-67.451,2022-03-24,08:03:27,2022-03-24,11:03:27,254,km,2.9,Ml
48 km al SE de Socaire,-23.972 ,-67.681,2022-03-24,07:13:02,2022-03-24,10:13:02,185,km,2.6,Ml
47 km al O de Pisagua,-19.563 ,-70.665,2022-03-24,06:43:33,2022-03-24,09:43:33,41,km,3.1,Ml
72 km al SE de Socaire,-24.109 ,-67.474,2022-03-24,06:22:44,2022-03-24,09:22:44,214,km,3.5,Ml
42 km al S de OllagÃ¼e,-21.595 ,-68.309,2022-03-24,05:19:35,2022-03-24,08:19:35,140,km,2.8,Ml
24 km al NO de Quillota,-32.677 ,-71.340,2022-03-24,04:57:26,2022-03-24,07:57:26,50,km,3.0,Ml
62 km al S de Socaire,-24.122 ,-67.705,2022-03-24,04:27:10,2022-03-24,07:27:10,236,km,2.7,Ml
109 km al NO de Cobquecura,-35.600 ,-73.816,2022-03-24,03:11:37,2022-03-24,06:11:37,19,km,2.6,Ml
59 km al E de Mina Los Pelambres,-31.706 ,-69.975,2022-03-24,01:36:56,2022-03-24,04:36:56,143,km,2.8,Ml
64 km al SO de Mina Collahuasi,-21.242 ,-69.085,2022-03-24,01:20:15,2022-03-24,04:20:15,94,km,3.5,Ml
95 km al SE de Socaire,-24.104 ,-67.139,2022-03-24,00:43:33,2022-03-24,03:43:33,192,km,2.6,Ml
107 km al NE de Socaire,-23.123 ,-66.976,2022-03-23,21:48:25,2022-03-24,00:48:25,230,km,3.0,Ml
