evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
53 km al SE de Baquedano,-23.734 ,-69.554,2022-03-12,20:56:44,2022-03-12,23:56:44,73,km,2.9,Ml
28 km al S de CamiÃ±a,-19.560 ,-69.458,2022-03-12,20:12:00,2022-03-12,23:12:00,59,km,2.7,Ml
22 km al S de Mina Collahuasi,-21.023 ,-68.677,2022-03-12,19:18:20,2022-03-12,22:18:20,108,km,4.0,Ml
9 km al O de Punitaqui,-30.840 ,-71.350,2022-03-12,19:02:00,2022-03-12,22:02:00,48,km,3.3,Ml
46 km al S de OllagÃ¼e,-21.617 ,-68.397,2022-03-12,15:28:19,2022-03-12,18:28:19,129,km,3.2,Ml
61 km al N de Pica,-19.940 ,-69.308,2022-03-12,10:59:20,2022-03-12,13:59:20,106,km,2.8,Ml
60 km al SO de Caldera,-27.499 ,-71.191,2022-03-12,09:27:48,2022-03-12,12:27:48,36,km,4.8,Mw
38 km al SO de Taltal,-25.717 ,-70.658,2022-03-12,06:57:15,2022-03-12,09:57:15,34,km,3.3,Ml
32 km al O de La Ligua,-32.434 ,-71.570,2022-03-12,05:26:28,2022-03-12,08:26:28,34,km,2.6,Ml
72 km al NO de Lebu,-37.157 ,-74.235,2022-03-12,03:12:32,2022-03-12,06:12:32,25,km,3.9,Ml
73 km al NO de Lebu,-37.136 ,-74.225,2022-03-12,00:54:09,2022-03-12,03:54:09,30,km,3.9,Ml
