evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
45 km al SE de Mina Los Pelambres,-32.165 ,-70.329,2022-03-11,19:40:52,2022-03-11,22:40:52,122,km,3.1,Ml
41 km al SE de Pica,-20.834 ,-69.187,2022-03-11,17:01:17,2022-03-11,20:01:17,104,km,2.6,Ml
36 km al NO de Mina Collahuasi,-20.688 ,-68.971,2022-03-11,09:16:56,2022-03-11,12:16:56,110,km,3.6,Ml
59 km al N de Vallenar,-28.046 ,-70.789,2022-03-11,07:08:15,2022-03-11,10:08:15,56,km,2.8,Ml
86 km al SE de Socaire,-24.256 ,-67.454,2022-03-11,06:20:24,2022-03-11,09:20:24,192,km,3.9,Ml
41 km al SO de OllagÃ¼e,-21.511 ,-68.500,2022-03-11,03:56:13,2022-03-11,06:56:13,133,km,2.6,Ml
43 km al O de San Pedro de Atacama,-22.779 ,-68.593,2022-03-11,03:36:24,2022-03-11,06:36:24,106,km,3.3,Ml
123 km al NO de ConstituciÃ³n,-34.792 ,-73.597,2022-03-11,03:34:06,2022-03-11,06:34:06,25,km,3.7,Ml
6 km al NE de Pisagua,-19.550 ,-70.181,2022-03-11,03:25:26,2022-03-11,06:25:26,45,km,2.8,Ml
101 km al S de Termas del Flaco,-35.865 ,-70.541,2022-03-11,01:33:41,2022-03-11,04:33:41,175,km,2.5,Ml
62 km al N de CamiÃ±a,-18.761 ,-69.336,2022-03-11,01:03:40,2022-03-11,04:03:40,103,km,2.9,Ml
43 km al S de Mina Collahuasi,-21.214 ,-68.702,2022-03-10,23:44:19,2022-03-11,02:44:19,117,km,2.5,Ml
