evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
75 km al SO de OllagÃ¼e,-21.792 ,-68.646,2022-06-08,19:42:54,2022-06-08,23:42:54,144,km,3.4,Ml
20 km al E de Los Vilos,-31.913 ,-71.300,2022-06-08,19:21:44,2022-06-08,23:21:44,38,km,2.7,Ml
42 km al N de Pica,-20.130 ,-69.217,2022-06-08,13:38:05,2022-06-08,17:38:05,112,km,3.2,Ml
15 km al SO de Pozo Almonte,-20.320 ,-69.911,2022-06-08,11:13:41,2022-06-08,15:13:41,58,km,2.6,Ml
23 km al NO de San Pedro de Atacama,-22.756 ,-68.340,2022-06-08,10:21:16,2022-06-08,14:21:16,144,km,2.7,Ml
21 km al SO de Caldera,-27.200 ,-70.972,2022-06-08,08:45:02,2022-06-08,12:45:02,51,km,3.5,Ml
29 km al NO de OllagÃ¼e,-21.109 ,-68.508,2022-06-08,04:26:17,2022-06-08,08:26:17,126,km,2.9,Ml
27 km al SO de Los Vilos,-32.093 ,-71.703,2022-06-08,03:05:18,2022-06-08,07:05:18,30,km,3.2,Ml
30 km al SO de Los Vilos,-32.105 ,-71.738,2022-06-08,01:45:28,2022-06-08,05:45:28,24,km,3.7,Ml
47 km al NO de ChaÃ±aral.,-26.005 ,-70.906,2022-06-08,01:07:08,2022-06-08,05:07:08,44,km,3.3,Ml
14 km al O de Casablanca,-33.287 ,-71.556,2022-06-08,00:00:53,2022-06-08,04:00:53,39,km,2.6,Ml
49 km al SE de Tierra Amarilla,-27.892 ,-70.073,2022-06-07,23:42:07,2022-06-08,03:42:07,100,km,3.2,Ml
25 km al O de Diego de Almagro,-26.410 ,-70.297,2022-06-07,23:39:20,2022-06-08,03:39:20,74,km,3.2,Ml
34 km al S de Mina Collahuasi,-21.128 ,-68.733,2022-06-07,20:25:46,2022-06-08,00:25:46,122,km,3.0,Ml
45 km al S de Mina Collahuasi,-21.218 ,-68.764,2022-06-07,20:17:52,2022-06-08,00:17:52,121,km,3.8,Ml
