evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al SO de OllagÃ¼e,-21.374 ,-68.445,2022-06-23,18:36:20,2022-06-23,22:36:20,122,km,3.6,Ml
25 km al SE de Pica,-20.690 ,-69.216,2022-06-23,18:34:11,2022-06-23,22:34:11,84,km,3.3,Ml
43 km al O de OllagÃ¼e,-21.343 ,-68.650,2022-06-23,17:22:35,2022-06-23,21:22:35,119,km,3.4,Ml
46 km al O de OllagÃ¼e,-21.293 ,-68.695,2022-06-23,16:47:40,2022-06-23,20:47:40,126,km,3.0,Ml
104 km al S de Alto Hospicio,-21.156 ,-70.431,2022-06-23,16:08:10,2022-06-23,20:08:10,53,km,2.9,Ml
111 km al NO de ConstituciÃ³n,-34.670 ,-73.324,2022-06-23,15:17:21,2022-06-23,19:17:21,37,km,3.2,Ml
83 km al SE de Socaire,-23.989 ,-67.203,2022-06-23,15:00:38,2022-06-23,19:00:38,242,km,4.6,Mw
28 km al O de OllagÃ¼e,-21.306 ,-68.513,2022-06-23,14:41:35,2022-06-23,18:41:35,134,km,2.8,Ml
14 km al SE de Cuya,-19.265 ,-70.111,2022-06-23,13:56:27,2022-06-23,17:56:27,55,km,2.7,Ml
44 km al NE de OllagÃ¼e,-20.897 ,-68.011,2022-06-23,13:46:36,2022-06-23,17:46:36,210,km,3.8,Ml
31 km al O de Canela Baja,-31.423 ,-71.783,2022-06-23,12:09:22,2022-06-23,16:09:22,40,km,3.6,Ml
65 km al O de Arica,-18.589 ,-70.930,2022-06-23,11:05:59,2022-06-23,15:05:59,23,km,2.7,Ml
51 km al NE de Los Andes.,-32.587 ,-70.134,2022-06-23,10:52:54,2022-06-23,14:52:54,19,km,3.4,Ml
30 km al SO de Visviri,-17.743 ,-69.719,2022-06-23,10:29:48,2022-06-23,14:29:48,143,km,4.5,Mw
71 km al SO de OllagÃ¼e,-21.737 ,-68.660,2022-06-23,09:15:22,2022-06-23,13:15:22,115,km,3.0,Ml
64 km al SE de Alto del Carmen,-29.020 ,-69.896,2022-06-23,08:36:39,2022-06-23,12:36:39,114,km,2.6,Ml
32 km al O de Punitaqui,-30.905 ,-71.578,2022-06-23,07:17:04,2022-06-23,11:17:04,39,km,3.9,Ml
25 km al SE de Melipilla,-33.889 ,-71.111,2022-06-23,04:17:52,2022-06-23,08:17:52,73,km,2.6,Ml
142 km al O de Pichilemu,-33.969 ,-73.469,2022-06-23,04:09:00,2022-06-23,08:09:00,34,km,2.5,Ml
231 km al O de La Higuera,-29.194 ,-73.562,2022-06-23,02:52:44,2022-06-23,06:52:44,13,km,4.3,Mw
65 km al NO de Caldera,-26.716 ,-71.349,2022-06-23,02:01:05,2022-06-23,06:01:05,33,km,3.1,Ml
15 km al S de CamiÃ±a,-19.449 ,-69.396,2022-06-23,00:33:05,2022-06-23,04:33:05,96,km,3.4,Ml
31 km al S de OllagÃ¼e,-21.503 ,-68.258,2022-06-23,00:28:42,2022-06-23,04:28:42,155,km,2.9,Ml
32 km al SE de CamiÃ±a,-19.557 ,-69.265,2022-06-22,22:28:07,2022-06-23,02:28:07,100,km,3.2,Ml
41 km al O de Mina Collahuasi,-20.785 ,-69.050,2022-06-22,20:17:55,2022-06-23,00:17:55,100,km,3.2,Ml
