evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
4 km al O de ValparaÃ­so,-33.032 ,-71.658,2022-06-03,19:48:53,2022-06-03,23:48:53,63,km,2.5,Ml
94 km al O de Mina La Escondida.,-24.523 ,-69.939,2022-06-03,19:16:46,2022-06-03,23:16:46,93,km,4.0,Ml
20 km al SE de CuricÃ³,-35.146 ,-71.149,2022-06-03,18:34:54,2022-06-03,22:34:54,88,km,2.8,Ml
43 km al NO de Arica,-18.293 ,-70.677,2022-06-03,17:10:48,2022-06-03,21:10:48,86,km,3.4,Ml
52 km al O de La Ligua,-32.487 ,-71.787,2022-06-03,16:56:55,2022-06-03,20:56:55,18,km,2.8,Ml
41 km al NO de Mina Collahuasi,-20.509 ,-68.862,2022-06-03,15:13:04,2022-06-03,19:13:04,117,km,2.7,Ml
57 km al O de La Ligua,-32.486 ,-71.836,2022-06-03,12:07:41,2022-06-03,16:07:41,25,km,3.9,Ml
77 km al NO de Quillagua,-21.162 ,-70.057,2022-06-03,11:20:27,2022-06-03,15:20:27,77,km,4.4,Mw
38 km al SO de San Pedro de Atacama,-23.162 ,-68.460,2022-06-03,10:54:35,2022-06-03,14:54:35,118,km,5.2,Mww
24 km al SO de ValparaÃ­so,-33.163 ,-71.832,2022-06-03,09:22:12,2022-06-03,13:22:12,36,km,2.6,Ml
62 km al S de Socaire,-24.116 ,-67.678,2022-06-03,08:34:49,2022-06-03,12:34:49,247,km,3.4,Ml
26 km al S de Mina Collahuasi,-21.050 ,-68.600,2022-06-03,08:24:00,2022-06-03,12:24:00,124,km,3.0,Ml
84 km al S de Mina La Escondida.,-24.983 ,-69.337,2022-06-03,07:57:49,2022-06-03,11:57:49,123,km,2.6,Ml
20 km al NE de CamiÃ±a,-19.174 ,-69.313,2022-06-03,05:07:49,2022-06-03,09:07:49,107,km,4.2,Ml
82 km al E de Socaire,-23.380 ,-67.121,2022-06-03,04:42:25,2022-06-03,08:42:25,221,km,3.4,Ml
26 km al SE de Sierra Gorda.,-23.098 ,-69.183,2022-06-03,04:23:44,2022-06-03,08:23:44,94,km,2.8,Ml
43 km al NE de Tierra Amarilla,-27.295 ,-69.889,2022-06-03,02:02:00,2022-06-03,06:02:00,106,km,3.1,Ml
64 km al SO de OllagÃ¼e,-21.721 ,-68.562,2022-06-03,00:46:12,2022-06-03,04:46:12,125,km,3.1,Ml
