evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al SE de Sierra Gorda.,-23.080 ,-69.159,2022-06-24,17:32:19,2022-06-24,21:32:19,111,km,2.6,Ml
48 km al O de Navidad,-34.009 ,-72.343,2022-06-24,16:39:18,2022-06-24,20:39:18,26,km,2.5,Ml
29 km al O de OllagÃ¼e,-21.226 ,-68.532,2022-06-24,12:40:35,2022-06-24,16:40:35,126,km,2.8,Ml
23 km al S de Antofagasta,-23.841 ,-70.476,2022-06-24,12:11:25,2022-06-24,16:11:25,16,km,3.0,Ml
31 km al N de Tocopilla,-21.816 ,-70.196,2022-06-24,11:16:18,2022-06-24,15:16:18,70,km,2.5,Ml
19 km al NE de Tongoy,-30.180 ,-71.318,2022-06-24,10:15:33,2022-06-24,14:15:33,46,km,3.0,Ml
17 km al NE de OllagÃ¼e,-21.152 ,-68.104,2022-06-24,09:10:14,2022-06-24,13:10:14,168,km,3.0,Ml
48 km al SO de Taltal,-25.702 ,-70.832,2022-06-24,08:55:18,2022-06-24,12:55:18,37,km,2.8,Ml
44 km al S de Mina Collahuasi,-21.224 ,-68.682,2022-06-24,08:16:01,2022-06-24,12:16:01,108,km,2.4,Ml
49 km al N de Calama,-22.054 ,-68.785,2022-06-24,08:02:45,2022-06-24,12:02:45,124,km,3.2,Ml
39 km al O de Canela Baja,-31.464 ,-71.857,2022-06-24,05:43:00,2022-06-24,09:43:00,30,km,2.9,Ml
67 km al O de La Serena,-29.756 ,-71.930,2022-06-24,03:40:36,2022-06-24,07:40:36,42,km,2.8,Ml
21 km al SO de Arica,-18.583 ,-70.491,2022-06-24,03:01:58,2022-06-24,07:01:58,45,km,2.8,Ml
104 km al SO de Iquique,-20.645 ,-71.033,2022-06-24,01:29:05,2022-06-24,05:29:05,36,km,2.6,Ml
42 km al S de Mina Collahuasi,-21.207 ,-68.690,2022-06-23,21:54:43,2022-06-24,01:54:43,114,km,3.3,Ml
150 km al O de Lebu,-38.137 ,-75.228,2022-06-23,20:28:42,2022-06-24,00:28:42,32,km,3.7,Ml
71 km al SO de Tierra Amarilla,-27.816 ,-70.879,2022-06-23,20:08:51,2022-06-24,00:08:51,55,km,3.8,Ml
403 km al NE de Hanga Roa,-24.749,-106.415,2022-06-23,20:00:55,2022-06-24,00:00:55,15,km,5.5,Mb
