evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
16 km al O de Andacollo,-30.190 ,-71.247,2022-04-04,19:12:10,2022-04-04,23:12:10,57,km,4.2,Ml
67 km al SE de Socaire,-24.049 ,-67.471,2022-04-04,18:10:18,2022-04-04,22:10:18,219,km,3.6,Ml
22 km al NE de Pozo Almonte,-20.112 ,-69.637,2022-04-04,17:55:55,2022-04-04,21:55:55,72,km,2.7,Ml
13 km al N de Tongoy,-30.136 ,-71.484,2022-04-04,16:26:12,2022-04-04,20:26:12,23,km,2.9,Ml
82 km al S de Ilo,-18.385 ,-71.370,2022-04-04,12:22:19,2022-04-04,16:22:19,35,km,3.1,Ml
48 km al SO de Mina Collahuasi,-21.130 ,-68.983,2022-04-04,12:09:26,2022-04-04,16:09:26,107,km,2.9,Ml
19 km al SE de Calama,-22.618 ,-68.843,2022-04-04,10:19:00,2022-04-04,14:19:00,99,km,2.7,Ml
76 km al SE de Tierra Amarilla,-27.792 ,-69.577,2022-04-04,09:39:04,2022-04-04,13:39:04,116,km,3.1,Ml
75 km al SE de Socaire,-24.194 ,-67.556,2022-04-04,06:21:51,2022-04-04,10:21:51,211,km,2.9,Ml
50 km al S de CamiÃ±a,-19.744 ,-69.306,2022-04-04,05:44:07,2022-04-04,09:44:07,106,km,3.9,Ml
81 km al E de Socaire,-23.876 ,-67.162,2022-04-04,05:33:37,2022-04-04,09:33:37,233,km,4.2,Ml
36 km al O de Socaire,-23.717 ,-68.219,2022-04-04,05:13:33,2022-04-04,09:13:33,124,km,3.5,Ml
85 km al E de Socaire,-23.851 ,-67.102,2022-04-04,03:57:02,2022-04-04,07:57:02,230,km,2.5,Ml
33 km al SO de OllagÃ¼e,-21.454 ,-68.462,2022-04-04,03:33:54,2022-04-04,07:33:54,141,km,3.7,Ml
41 km al E de Pica,-20.524 ,-68.937,2022-04-04,03:06:51,2022-04-04,07:06:51,108,km,3.0,Ml
68 km al SO de Caldera,-27.616 ,-71.133,2022-04-04,02:32:55,2022-04-04,06:32:55,34,km,3.3,Ml
44 km al O de Caldera,-27.027 ,-71.264,2022-04-04,00:04:25,2022-04-04,04:04:25,18,km,2.7,Ml
15 km al O de Farellones,-33.407 ,-70.462,2022-04-03,23:18:46,2022-04-04,03:18:46,100,km,2.8,Ml
53 km al N de Pica,-20.042 ,-69.168,2022-04-03,22:58:33,2022-04-04,02:58:33,102,km,2.7,Ml
56 km al SE de Mina Los Pelambres,-32.217 ,-70.208,2022-04-03,20:19:02,2022-04-04,00:19:02,127,km,2.6,Ml
62 km al E de Rancagua,-34.282 ,-70.080,2022-04-03,20:01:34,2022-04-04,00:01:34,7,km,2.6,Ml
