evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
77 km al SE de Socaire,-24.045,-67.314,2022-03-23,20:49:26,2022-03-23,23:49:26,234,km,2.7,Ml
43 km al SE de CamiÃ±a,-19.66,-69.253,2022-03-23,20:18:36,2022-03-23,23:18:36,97,km,2.8,Ml
66 km al S de OllagÃ¼e,-21.794,-68.42,2022-03-23,16:24:54,2022-03-23,19:24:54,121,km,2.5,Ml
135 km al NE de Socaire,-22.879,-66.824,2022-03-23,14:39:12,2022-03-23,17:39:12,269,km,3.4,Ml
45 km al O de Mina La Escondida.,-24.377,-69.483,2022-03-23,13:36:05,2022-03-23,16:36:05,86,km,4.3,Ml
45 km al NO de Pichilemu,-34.068,-72.316,2022-03-23,13:29:08,2022-03-23,16:29:08,34,km,2.5,Ml
56 km al O de Arica,-18.523,-70.853,2022-03-23,13:09:18,2022-03-23,16:09:18,15,km,3.0,Ml
19 km al O de Navidad,-33.934,-72.038,2022-03-23,12:39:10,2022-03-23,15:39:10,15,km,3.0,Ml
17 km al SE de CamiÃ±a,-19.454,-69.367,2022-03-23,12:19:53,2022-03-23,15:19:53,97,km,4.3,Ml
63 km al O de Arica,-18.561,-70.91,2022-03-23,11:56:19,2022-03-23,14:56:19,37,km,3.4,Ml
57 km al N de ChaÃ±aral.,-25.864,-70.822,2022-03-23,11:45:02,2022-03-23,14:45:02,33,km,2.9,Ml
29 km al N de CamiÃ±a,-19.063,-69.359,2022-03-23,11:30:06,2022-03-23,14:30:06,103,km,2.5,Ml
51 km al NO de Pichilemu,-34.048,-72.383,2022-03-23,11:19:25,2022-03-23,14:19:25,34,km,3.4,Ml
25 km al N de Calama,-22.256,-68.848,2022-03-23,10:36:40,2022-03-23,13:36:40,118,km,2.5,Ml
26 km al NO de OllagÃ¼e,-21.098,-68.466,2022-03-23,09:19:09,2022-03-23,12:19:09,132,km,2.6,Ml
15 km al SE de Santa Cruz,-34.731,-71.24,2022-03-23,08:29:50,2022-03-23,11:29:50,75,km,2.5,Ml
42 km al S de Pica,-20.86,-69.24,2022-03-23,07:23:57,2022-03-23,10:23:57,90,km,3.1,Ml
83 km al E de Socaire,-23.607,-67.073,2022-03-23,05:26:46,2022-03-23,08:26:46,230,km,3.9,Ml
44 km al SE de Pica,-20.828,-69.11,2022-03-23,05:06:26,2022-03-23,08:06:26,109,km,3.3,Ml
17 km al N de Los Vilos,-31.763,-71.487,2022-03-23,01:22:26,2022-03-23,04:22:26,51,km,3.2,Ml
59 km al E de Linares,-35.983,-70.962,2022-03-23,00:44:30,2022-03-23,03:44:30,106,km,2.9,Ml
35 km al S de Taltal,-25.726,-70.475,2022-03-23,00:38:43,2022-03-23,03:38:43,59,km,3.5,Ml
37 km al N de Pica,-20.173,-69.219,2022-03-23,00:30:10,2022-03-23,03:30:10,86,km,4.1,Ml
