evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
58 km al NE de Quillagua,-21.404,-69.041,2022-03-25,19:21:29,2022-03-25,22:21:29,105,km,2.8,Ml
38 km al S de Huasco,-28.798,-71.317,2022-03-25,19:16:02,2022-03-25,22:16:02,47,km,3.4,Ml
15 km al SE de Alto Hospicio,-20.358,-69.999,2022-03-25,18:15:55,2022-03-25,21:15:55,51,km,2.5,Ml
20 km al SE de CuricÃ³,-35.132,-71.122,2022-03-25,17:37:58,2022-03-25,20:37:58,96,km,2.6,Ml
64 km al NE de Pica,-19.976,-69.054,2022-03-25,17:04:11,2022-03-25,20:04:11,95,km,2.7,Ml
70 km al SE de Socaire,-24.013,-67.381,2022-03-25,15:31:18,2022-03-25,18:31:18,229,km,2.9,Ml
16 km al SE de San Fernando,-34.717,-70.925,2022-03-25,13:32:06,2022-03-25,16:32:06,108,km,3.8,Ml
41 km al SE de Putre,-18.523,-69.387,2022-03-25,13:21:47,2022-03-25,16:21:47,108,km,3.3,Ml
76 km al SE de Socaire,-23.934,-67.247,2022-03-25,13:08:16,2022-03-25,16:08:16,248,km,3.0,Ml
68 km al SO de CopiapÃ³,-27.744,-70.874,2022-03-25,11:30:34,2022-03-25,14:30:34,53,km,2.6,Ml
48 km al S de Calama,-22.889,-68.835,2022-03-25,10:59:25,2022-03-25,13:59:25,102,km,2.7,Ml
41 km al E de Pica,-20.369,-68.957,2022-03-25,10:31:06,2022-03-25,13:31:06,104,km,3.3,Ml
48 km al SO de Mina Collahuasi,-21.072,-69.041,2022-03-25,10:18:06,2022-03-25,13:18:06,110,km,2.7,Ml
71 km al SE de Socaire,-24.011,-67.361,2022-03-25,07:51:27,2022-03-25,10:51:27,194,km,3.4,Ml
44 km al SO de Huasco,-28.824,-71.417,2022-03-25,07:03:05,2022-03-25,10:03:05,32,km,2.5,Ml
69 km al E de Socaire,-23.776,-67.247,2022-03-25,06:31:02,2022-03-25,09:31:02,253,km,3.1,Ml
57 km al SE de Socaire,-24.068,-67.685,2022-03-25,06:24:59,2022-03-25,09:24:59,247,km,2.6,Ml
46 km al E de Mina Los Pelambres,-31.876,-70.098,2022-03-25,05:07:30,2022-03-25,08:07:30,134,km,2.6,Ml
42 km al N de Pica,-20.132,-69.212,2022-03-25,01:09:17,2022-03-25,04:09:17,92,km,2.5,Ml
40 km al SO de San Pedro de Atacama,-23.257,-68.347,2022-03-25,00:42:32,2022-03-25,03:42:32,124,km,3.0,Ml
10 km al O de La Higuera,-29.476,-71.297,2022-03-24,22:23:59,2022-03-25,01:23:59,48,km,2.7,Ml
32 km al NE de Sierra Gorda.,-22.775,-69.04,2022-03-24,22:11:13,2022-03-25,01:11:13,89,km,2.6,Ml
68 km al NO de Arequipa,-16.036,-72.053,2022-03-24,21:56:24,2022-03-25,00:56:24,159,km,5.4,Mww
65 km al SE de Socaire,-24.002,-67.434,2022-03-24,21:05:09,2022-03-25,00:05:09,244,km,3.0,Ml
