evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
83 km al E de Socaire,-23.726,-67.09,2022-03-20,20:11:45,2022-03-20,23:11:45,224,km,3.2,Ml
70 km al O de Tongoy,-30.364,-72.212,2022-03-20,19:11:52,2022-03-20,22:11:52,38,km,2.7,Ml
28 km al SE de Mejillones,-23.274,-70.252,2022-03-20,19:03:57,2022-03-20,22:03:57,32,km,3.7,Ml
72 km al SE de Socaire,-24.025,-67.372,2022-03-20,18:07:59,2022-03-20,21:07:59,214,km,3.9,Ml
54 km al NO de Quillagua,-21.393,-69.973,2022-03-20,18:03:24,2022-03-20,21:03:24,63,km,3.5,Ml
46 km al N de El Salvador,-25.838,-69.716,2022-03-20,17:56:43,2022-03-20,20:56:43,42,km,3.6,Ml
45 km al SO de Los Vilos,-32.269,-71.733,2022-03-20,16:31:55,2022-03-20,19:31:55,30,km,2.9,Ml
79 km al E de Socaire,-23.872,-67.181,2022-03-20,16:01:31,2022-03-20,19:01:31,183,km,3.7,Ml
28 km al O de Huasco,-28.565,-71.485,2022-03-20,14:17:13,2022-03-20,17:17:13,26,km,3.0,Ml
85 km al SE de Socaire,-24.196,-67.38,2022-03-20,13:58:12,2022-03-20,16:58:12,222,km,4.6,Ml
50 km al SO de Taltal,-25.785,-70.765,2022-03-20,13:06:33,2022-03-20,16:06:33,55,km,2.9,Ml
60 km al O de Tongoy,-30.396,-72.096,2022-03-20,13:04:06,2022-03-20,16:04:06,36,km,2.7,Ml
15 km al SE de Santiago,-33.502,-70.507,2022-03-20,12:14:45,2022-03-20,15:14:45,88,km,2.7,Ml
22 km al NE de Putre,-18.068,-69.405,2022-03-20,11:05:10,2022-03-20,14:05:10,128,km,2.7,Ml
9 km al NO de Tongoy,-30.21,-71.576,2022-03-20,08:25:00,2022-03-20,11:25:00,49,km,3.0,Ml
55 km al N de Mina Collahuasi,-20.339,-68.73,2022-03-20,04:28:06,2022-03-20,07:28:06,112,km,3.2,Ml
16 km al NO de Mina Collahuasi,-20.72,-68.763,2022-03-20,03:45:41,2022-03-20,06:45:41,96,km,3.1,Ml
45 km al SE de Pica,-20.844,-69.127,2022-03-20,03:15:17,2022-03-20,06:15:17,105,km,2.8,Ml
69 km al S de OllagÃ¼e,-21.816,-68.451,2022-03-20,02:23:58,2022-03-20,05:23:58,131,km,3.2,Ml
43 km al NO de Taltal,-25.06,-70.677,2022-03-20,01:49:52,2022-03-20,04:49:52,47,km,2.8,Ml
14 km al E de Pica,-20.443,-69.201,2022-03-19,23:57:21,2022-03-20,02:57:21,103,km,3.4,Ml
74 km al O de Tongoy,-30.358,-72.26,2022-03-19,21:13:20,2022-03-20,00:13:20,24,km,3.2,Ml
