evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
57 km al SO de OllagÃ¼e,-21.632,-68.586,2022-03-16,18:57:57,2022-03-16,21:57:57,137,km,2.5,Ml
45 km al NE de Calama,-22.141,-68.68,2022-03-16,17:29:20,2022-03-16,20:29:20,124,km,2.9,Ml
26 km al SE de CuricÃ³,-35.178,-71.078,2022-03-16,16:41:42,2022-03-16,19:41:42,119,km,3.1,Ml
36 km al N de Sierra Gorda.,-22.585,-69.239,2022-03-16,15:33:55,2022-03-16,18:33:55,94,km,2.9,Ml
46 km al NO de ValparaÃ­so,-32.798,-72.005,2022-03-16,15:29:20,2022-03-16,18:29:20,33,km,2.7,Ml
25 km al E de VichuquÃ©n,-34.818,-71.736,2022-03-16,14:29:23,2022-03-16,17:29:23,44,km,2.8,Ml
77 km al O de Pisagua,-19.686,-70.942,2022-03-16,12:22:59,2022-03-16,15:22:59,37,km,2.5,Ml
83 km al O de Pisagua,-19.653,-71.002,2022-03-16,12:07:50,2022-03-16,15:07:50,29,km,4.0,Ml
42 km al N de Pica,-20.14,-69.187,2022-03-16,11:00:14,2022-03-16,14:00:14,97,km,4.2,Ml
59 km al SO de Huasco,-28.955,-71.452,2022-03-16,10:40:35,2022-03-16,13:40:35,37,km,2.7,Ml
93 km al S de OllagÃ¼e,-22.014,-67.969,2022-03-16,10:16:47,2022-03-16,13:16:47,226,km,2.7,Ml
47 km al E de Mina Los Pelambres,-31.744,-70.095,2022-03-16,08:22:34,2022-03-16,11:22:34,136,km,3.9,Ml
90 km al SE de El Salvador,-26.963,-69.197,2022-03-16,07:27:34,2022-03-16,10:27:34,112,km,2.9,Ml
12 km al O de Puerto Natales,-51.715,-72.673,2022-03-16,07:16:43,2022-03-16,10:16:43,11,km,2.8,Ml
65 km al NE de Calama,-21.94,-68.659,2022-03-16,06:38:10,2022-03-16,09:38:10,120,km,3.0,Ml
17 km al NE de Putre,-18.071,-69.468,2022-03-16,03:52:36,2022-03-16,06:52:36,120,km,3.4,Ml
35 km al S de Tongoy,-30.555,-71.595,2022-03-16,03:49:07,2022-03-16,06:49:07,31,km,2.6,Ml
42 km al O de Mina Collahuasi,-20.866,-69.055,2022-03-16,01:25:17,2022-03-16,04:25:17,108,km,2.7,Ml
38 km al E de San JosÃ© de Maipo,-33.604,-69.944,2022-03-16,00:36:55,2022-03-16,03:36:55,123,km,2.6,Ml
26 km al O de Canela Baja,-31.468,-71.72,2022-03-16,00:01:22,2022-03-16,03:01:22,34,km,3.0,Ml
25 km al O de Canela Baja,-31.471,-71.705,2022-03-15,23:59:26,2022-03-16,02:59:26,31,km,3.1,Ml
26 km al O de Canela Baja,-31.479,-71.719,2022-03-15,23:52:59,2022-03-16,02:52:59,42,km,3.7,Ml
13 km al NE de Cobquecura,-36.043,-72.703,2022-03-15,23:45:57,2022-03-16,02:45:57,47,km,2.6,Ml
77 km al SE de Socaire,-24.071,-67.351,2022-03-15,21:48:29,2022-03-16,00:48:29,224,km,3.2,Ml
34 km al S de Mina Collahuasi,-21.129,-68.617,2022-03-15,21:34:45,2022-03-16,00:34:45,130,km,3.0,Ml
