evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
63 km al SE de CamiÃ±a,-19.802,-69.132,2022-03-21,20:35:28,2022-03-21,23:35:28,97,km,3.1,Ml
80 km al NO de Cobquecura,-35.526,-73.282,2022-03-21,20:34:58,2022-03-21,23:34:58,29,km,3.7,Ml
99 km al NO de Cobquecura,-35.396,-73.407,2022-03-21,19:00:28,2022-03-21,22:00:28,21,km,2.6,Ml
50 km al NO de Quillagua,-21.33,-69.869,2022-03-21,18:43:11,2022-03-21,21:43:11,51,km,2.6,Ml
78 km al N de Calama,-21.794,-68.714,2022-03-21,17:45:18,2022-03-21,20:45:18,100,km,2.7,Ml
76 km al NO de Quillagua,-21.059,-69.877,2022-03-21,17:19:00,2022-03-21,20:19:00,41,km,4.4,Mw
59 km al NO de Quillagua,-21.239,-69.885,2022-03-21,17:14:27,2022-03-21,20:14:27,44,km,2.6,Ml
36 km al O de Punitaqui,-30.843,-71.639,2022-03-21,16:43:39,2022-03-21,19:43:39,37,km,3.7,Ml
42 km al NE de Calama,-22.182,-68.67,2022-03-21,16:20:18,2022-03-21,19:20:18,108,km,2.7,Ml
18 km al S de ChaÃ±aral.,-26.503,-70.652,2022-03-21,15:16:37,2022-03-21,18:16:37,39,km,3.1,Ml
66 km al S de Mina Collahuasi,-21.397,-68.828,2022-03-21,14:18:48,2022-03-21,17:18:48,122,km,3.1,Ml
86 km al NO de Cobquecura,-35.55,-73.427,2022-03-21,13:53:01,2022-03-21,16:53:01,14,km,3.6,Ml
78 km al NO de Cobquecura,-35.552,-73.275,2022-03-21,13:51:31,2022-03-21,16:51:31,22,km,3.5,Ml
67 km al N de Pica,-19.91,-69.173,2022-03-21,11:29:09,2022-03-21,14:29:09,99,km,3.0,Ml
44 km al NO de ValparaÃ­so,-32.68,-71.778,2022-03-21,10:30:18,2022-03-21,13:30:18,14,km,2.6,Ml
14 km al O de Ovalle,-30.602,-71.346,2022-03-21,09:32:24,2022-03-21,12:32:24,42,km,2.7,Ml
19 km al NE de La Ligua,-32.293,-71.139,2022-03-21,08:42:22,2022-03-21,11:42:22,87,km,2.9,Ml
94 km al NO de Cobquecura,-35.423,-73.364,2022-03-21,06:37:48,2022-03-21,09:37:48,36,km,3.1,Ml
129 km al NO de ConstituciÃ³n,-34.705,-73.606,2022-03-21,05:59:20,2022-03-21,08:59:20,20,km,2.8,Ml
35 km al S de Mina Collahuasi,-21.136,-68.615,2022-03-21,03:42:32,2022-03-21,06:42:32,117,km,4.4,Mw
2 km al E de La Higuera,-29.517,-71.182,2022-03-21,03:10:08,2022-03-21,06:10:08,42,km,3.7,Ml
100 km al NO de Cobquecura,-35.41,-73.449,2022-03-21,00:50:56,2022-03-21,03:50:56,25,km,2.8,Ml
85 km al NO de Cobquecura,-35.491,-73.311,2022-03-21,00:23:41,2022-03-21,03:23:41,33,km,2.6,Ml
57 km al O de ConstituciÃ³n,-35.542,-72.981,2022-03-21,00:17:51,2022-03-21,03:17:51,29,km,2.8,Ml
29 km al SO de Los Vilos,-32.081,-71.743,2022-03-20,21:26:11,2022-03-21,00:26:11,24,km,2.5,Ml
