evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
72 km al E de Mina Los Pelambres,-31.61,-69.864,2022-03-19,19:51:38,2022-03-19,22:51:38,135,km,3.0,Ml
63 km al SO de Tongoy,-30.624,-71.991,2022-03-19,19:29:02,2022-03-19,22:29:02,24,km,3.0,Ml
64 km al N de El Salvador,-25.665,-69.557,2022-03-19,18:50:14,2022-03-19,21:50:14,39,km,3.0,Ml
75 km al O de Tongoy,-30.348,-72.267,2022-03-19,18:05:08,2022-03-19,21:05:08,29,km,4.8,Mw
77 km al NO de Quillagua,-21.06,-69.9,2022-03-19,12:18:06,2022-03-19,15:18:06,40,km,3.3,Ml
11 km al O de Rancagua,-34.193,-70.848,2022-03-19,11:58:01,2022-03-19,14:58:01,85,km,3.5,Ml
29 km al S de Pica,-20.755,-69.319,2022-03-19,10:57:10,2022-03-19,13:57:10,90,km,2.7,Ml
75 km al NE de Calama,-21.885,-68.576,2022-03-19,10:38:39,2022-03-19,13:38:39,113,km,2.9,Ml
18 km al E de Linares,-35.847,-71.395,2022-03-19,10:31:16,2022-03-19,13:31:16,110,km,2.8,Ml
68 km al SE de Socaire,-24.012,-67.402,2022-03-19,10:00:00,2022-03-19,13:00:00,176,km,2.8,Ml
38 km al SO de Canela Baja,-31.578,-71.801,2022-03-19,07:08:13,2022-03-19,10:08:13,30,km,2.5,Ml
38 km al NE de La Higuera,-29.277,-70.921,2022-03-19,06:55:35,2022-03-19,09:55:35,78,km,3.2,Ml
39 km al E de Mina Los Pelambres,-31.776,-70.176,2022-03-19,04:43:15,2022-03-19,07:43:15,122,km,2.9,Ml
22 km al O de OllagÃ¼e,-21.173,-68.461,2022-03-19,04:31:35,2022-03-19,07:31:35,124,km,3.1,Ml
62 km al NO de Arauco,-36.959,-73.912,2022-03-19,03:27:06,2022-03-19,06:27:06,36,km,4.6,Mw
569 km al O de Melinka,-44.633,-80.822,2022-03-19,03:24:43,2022-03-19,06:24:43,10,km,4.6,Mb
46 km al SO de Mina Collahuasi,-21.198,-68.848,2022-03-19,02:16:55,2022-03-19,05:16:55,106,km,2.6,Ml
78 km al NE de San Pedro de Atacama,-22.391,-67.705,2022-03-19,01:51:24,2022-03-19,04:51:24,203,km,2.9,Ml
129 km al O de Cobquecura,-35.925,-74.207,2022-03-19,00:41:47,2022-03-19,03:41:47,26,km,2.8,Ml
40 km al SO de Canela Baja,-31.576,-71.82,2022-03-18,23:40:35,2022-03-19,02:40:35,38,km,3.6,Ml
129 km al NO de Tongoy,-29.646,-72.629,2022-03-18,23:10:02,2022-03-19,02:10:02,37,km,2.6,Ml
41 km al SO de Canela Baja,-31.577,-71.84,2022-03-18,22:51:43,2022-03-19,01:51:43,23,km,2.7,Ml
34 km al O de Canela Baja,-31.489,-71.797,2022-03-18,22:31:34,2022-03-19,01:31:34,53,km,2.5,Ml
42 km al SO de Canela Baja,-31.612,-71.819,2022-03-18,21:26:49,2022-03-19,00:26:49,26,km,3.3,Ml
64 km al SO de Pica,-21.007,-69.6,2022-03-18,21:21:33,2022-03-19,00:21:33,59,km,2.9,Ml
