evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al E de Talca,-35.551,-71.355,2022-03-26,19:14:37,2022-03-26,22:14:37,97,km,3.0,Ml
34 km al SO de Mina Collahuasi,-21.026,-68.906,2022-03-26,19:09:27,2022-03-26,22:09:27,109,km,2.6,Ml
75 km al SO de OllagÃ¼e,-21.835,-68.564,2022-03-26,18:18:59,2022-03-26,21:18:59,111,km,2.6,Ml
15 km al NE de Angol,-37.679,-72.633,2022-03-26,17:43:02,2022-03-26,20:43:02,52,km,2.7,Ml
81 km al NO de ConcepciÃ³n,-36.276,-73.638,2022-03-26,17:40:18,2022-03-26,20:40:18,36,km,2.9,Ml
48 km al O de ValparaÃ­so,-33.018,-72.127,2022-03-26,17:36:29,2022-03-26,20:36:29,35,km,3.0,Ml
17 km al O de Ovalle,-30.656,-71.369,2022-03-26,17:35:49,2022-03-26,20:35:49,64,km,2.6,Ml
81 km al E de Socaire,-23.862,-67.149,2022-03-26,16:51:56,2022-03-26,19:51:56,253,km,2.7,Ml
6 km al S de Cuya,-19.215,-70.175,2022-03-26,14:10:18,2022-03-26,17:10:18,23,km,2.6,Ml
59 km al NE de Pica,-20.054,-69.008,2022-03-26,13:03:38,2022-03-26,16:03:38,103,km,2.6,Ml
28 km al NO de La Ligua,-32.256,-71.429,2022-03-26,12:24:09,2022-03-26,15:24:09,52,km,2.9,Ml
42 km al O de OllagÃ¼e,-21.274,-68.657,2022-03-26,11:35:48,2022-03-26,14:35:48,117,km,2.5,Ml
46 km al SO de Mina Collahuasi,-21.073,-69.012,2022-03-26,11:10:02,2022-03-26,14:10:02,106,km,2.8,Ml
54 km al SE de Socaire,-23.886,-67.472,2022-03-26,10:29:53,2022-03-26,13:29:53,252,km,2.9,Ml
71 km al E de Alto del Carmen,-28.913,-69.775,2022-03-26,06:36:34,2022-03-26,09:36:34,125,km,3.7,Ml
9 km al O de TirÃºa,-38.339,-73.601,2022-03-26,05:15:40,2022-03-26,08:15:40,31,km,3.1,Ml
34 km al O de ToltÃ©n,-39.116,-73.55,2022-03-26,04:02:37,2022-03-26,07:02:37,32,km,3.1,Ml
57 km al SO de Los Vilos,-32.347,-71.823,2022-03-26,02:42:23,2022-03-26,05:42:23,24,km,2.5,Ml
51 km al O de ValparaÃ­so,-33.033,-72.159,2022-03-26,01:55:34,2022-03-26,04:55:34,32,km,3.4,Ml
69 km al SO de OllagÃ¼e,-21.773,-68.566,2022-03-26,01:43:54,2022-03-26,04:43:54,138,km,2.6,Ml
20 km al SO de Los Vilos,-32.041,-71.663,2022-03-26,01:42:41,2022-03-26,04:42:41,22,km,2.7,Ml
65 km al O de OllagÃ¼e,-21.421,-68.843,2022-03-26,01:10:50,2022-03-26,04:10:50,98,km,2.9,Ml
65 km al SO de OllagÃ¼e,-21.746,-68.532,2022-03-26,00:31:24,2022-03-26,03:31:24,128,km,2.6,Ml
