,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
3972,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA MUNITA ,2018-07-17 00:00:00,,  MUNITA   ,KUNSEMULLER,VALDERRAMA,MUNITA,,comisión,feriado,,
3978,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA ETCHEBERRY ,2018-07-19 00:00:00,,  ETCHEBERRY   ,KUNSEMULLER,VALDERRAMA,ETCHEBERRY,,comisión,feriado,,
3990,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA ETCHEBERRY ,2018-07-23 00:00:00,,  ETCHEBERRY   ,KUNSEMULLER,VALDERRAMA,ETCHEBERRY,,feriado,,,
3998,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-07-24 00:00:00,,  ,KUNSEMULLER,CISTERNAS,,,feriado,,,
4007,SEGUNDA,  DOLMES TCH,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA ABUAUAD BARRA ,2018-07-25 00:00:00,,  ABUAUAD  BARRA ,KUNSEMULLER,VALDERRAMA,ABUAUAD,BARRA,comisión,feriado,,
4017,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS VALDERRAMA,KUNSEMULLER CISTERNAS VALDERRAMA BARRA,2018-07-26 00:00:00,VALDERRAMA,   BARRA,KUNSEMULLER,CISTERNAS,VALDERRAMA,BARRA,feriado,,,
4037,SEGUNDA,  DOLMESTCHI,  VALDERRAMA DAHM  LAS ABOGADAS ,VALDERRAMA DAHM LAS ABOGADAS ETCHEBERRY GAJARDO ,2018-07-30 00:00:00,,  ETCHEBERRY  GAJARDO ,VALDERRAMA,DAHM,LAS,ABOGADAS,comisión,,,
4049,SEGUNDA,  DOLMESTCH,  VALDERRAMA DAHM   ,VALDERRAMA DAHM  ABUAUAD GAJARDO ,2018-07-31 00:00:00,,  ABUAUAD   GAJARDO ,VALDERRAMA,DAHM,,ABUAUAD,comisión,,,
4061,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER VALDERRAMA ,KUNSEMULLER VALDERRAMA ,2018-07-09 00:00:00,, ,KUNSEMULLER,VALDERRAMA,,,comisión,,,
4088,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-07-05 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4103,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA DAHM,KUNSEMULLER VALDERRAMA DAHM ABUABUAD,2018-07-04 00:00:00,DAHM,   ABUABUAD,KUNSEMULLER,VALDERRAMA,DAHM,ABUABUAD,comisión,,,
4119,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-07-03 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4122,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-13 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4125,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-14 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4129,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-16 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4137,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-20 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4143,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-21 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4150,SEGUNDA,  DOLMES TCH,  KUNSEMULLER VALDERRAMA DAHM,KUNSEMULLER VALDERRAMA DAHM MUNITA,2018-08-22 00:00:00,DAHM,   MUNITA,KUNSEMULLER,VALDERRAMA,DAHM,MUNITA,comisión,,,
4158,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-23 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4174,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS VALDERRAMA,KUNSEMULLER CISTERNAS VALDERRAMA BARRA,2018-08-27 00:00:00,VALDERRAMA,   BARRA,KUNSEMULLER,CISTERNAS,VALDERRAMA,BARRA,subroga,,,
4184,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS DAHM,KUNSEMULLER CISTERNAS DAHM ABUAUAD,2018-08-28 00:00:00,DAHM,   ABUAUAD,KUNSEMULLER,CISTERNAS,DAHM,ABUAUAD,permiso,,,
4195,SEGUNDA,  KUNSEMULLER,  CISTERNAS SEEÑORA VIVANCO  LOS ,CISTERNAS SEEÑORA VIVANCO LOS ETCHEBERRY ,2018-08-29 00:00:00,,  ETCHEBERRY   ,CISTERNAS,SEEÑORA,VIVANCO,LOS,comisión,permiso,,
4206,SEGUNDA,  DOLMESTCH,  VALDERRAMA DAHM   ,VALDERRAMA DAHM  ABUAUAD GAJARDO ,2018-08-30 00:00:00,,  ABUAUAD   GAJARDO ,VALDERRAMA,DAHM,,ABUAUAD,comisión,,,
4231,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA DAHM,KUNSEMULLER VALDERRAMA DAHM ABUAUAD,2018-08-09 00:00:00,DAHM,   ABUAUAD,KUNSEMULLER,VALDERRAMA,DAHM,ABUAUAD,comisión,,,
4246,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA ,KUNSEMULLER VALDERRAMA GAJARDO,2018-08-08 00:00:00,,   GAJARDO,KUNSEMULLER,VALDERRAMA,GAJARDO,,comisión,,,
4260,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-08-07 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4276,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS VALDERRAMA,KUNSEMULLER CISTERNAS VALDERRAMA ,2018-08-06 00:00:00,VALDERRAMA,  ,KUNSEMULLER,CISTERNAS,VALDERRAMA,,subroga,,,
4306,SEGUNDA,  DOLMESTCH,  VALDERRAMA MINISTROS SUPLENTES: ,VALDERRAMA MINISTROS SUPLENTES: ,2018-08-02 00:00:00,, ,VALDERRAMA,MINISTROS,SUPLENTES:,,comisión,,,
4326,SEGUNDA,  DOLMESTCH,  VALDERRAMA MINISTROS SUPLENTES: ,VALDERRAMA MINISTROS SUPLENTES: ,2018-08-01 00:00:00,, ,VALDERRAMA,MINISTROS,SUPLENTES:,,comisión,,,
4329,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-11 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4332,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-12 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4336,SEGUNDA,  KUNSEMULLER,  VALDERRAMA DAHM  VIVANCO,VALDERRAMA DAHM VIVANCO MUNITA,2018-09-13 00:00:00,VIVANCO,   MUNITA,VALDERRAMA,DAHM,VIVANCO,MUNITA,permiso,,,
4350,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-24 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4356,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-25 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4363,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS DAHM,KUNSEMULLER CISTERNAS DAHM BARRA,2018-09-26 00:00:00,DAHM,   BARRA,KUNSEMULLER,CISTERNAS,DAHM,BARRA,permiso,,,
4372,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-27 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4393,SEGUNDA,  DOLMESTCHL, .  KUNSEMULLER CISTERNAS ,. KUNSEMULLER CISTERNAS ,2018-09-06 00:00:00,, ,.,KUNSEMULLER,CISTERNAS,,,,,
4403,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-05 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4414,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-09-04 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4426,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS VALDERRAMA,KUNSEMULLER CISTERNAS VALDERRAMA BARRA,2018-09-03 00:00:00,VALDERRAMA,   BARRA,KUNSEMULLER,CISTERNAS,VALDERRAMA,BARRA,,,,
4429,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-10 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4432,SEGUNDA,  DOLMES TCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-11 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4438,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-16 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4446,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-18 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4456,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-22 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4463,SEGUNDA,  KUNSEMÚLLER,  CISTERNAS VALDERRAMA DAHM ,CISTERNAS VALDERRAMA DAHM ABUAUAD,2018-10-23 00:00:00,,   ABUAUAD,CISTERNAS,VALDERRAMA,DAHM,ABUAUAD,permiso,,,
4472,SEGUNDA,  KUNSEMÚLLER,  CISTERNAS VALDERRAMA DAHM ,CISTERNAS VALDERRAMA DAHM GAJARDO,2018-10-24 00:00:00,,   GAJARDO,CISTERNAS,VALDERRAMA,DAHM,GAJARDO,permiso,,,
4481,SEGUNDA,  DOLMESTCH,  KUNSEMÚLLER CISTERNAS ,KUNSEMÚLLER CISTERNAS ,2018-10-25 00:00:00,, ,KUNSEMÚLLER,CISTERNAS,,,,,,
4492,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-29 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4503,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2018-10-30 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
4515,SEGUNDA,  DOLMES TC H,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-10-31 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4528,SEGUNDA,  DOLMES TCH,  CISTERNAS VALDERRAMA DAHM ,CISTERNAS VALDERRAMA DAHM GAJARDO,2018-10-09 00:00:00,,   GAJARDO,CISTERNAS,VALDERRAMA,DAHM,GAJARDO,feriado,,,
4542,SEGUNDA,  DOLMESTCH,  CISTERNAS  MUÑOZ RES ,CISTERNAS MUÑOZ RES ,2018-10-08 00:00:00,, ,CISTERNAS,MUÑOZ,RES,,feriado,,,
4570,SEGUNDA,  DOLMESTCH,  VALDERRAMA DAHM  RLOS ,VALDERRAMA DAHM RLOS BARRA SEEÑORRA GAJARDO ,2018-10-04 00:00:00,,  BARRA  SEEÑORRA GAJARDO ,VALDERRAMA,DAHM,RLOS,BARRA,comisión,feriado,,
4586,SEGUNDA,  DOLMESTCH,  VALDERRAMA DAHM  LOS ,VALDERRAMA DAHM LOS ABUAUAD SEÑOORA ,2018-10-03 00:00:00,,  ABUAUAD  SEÑOORA ,VALDERRAMA,DAHM,LOS,ABUAUAD,comisión,feriado,,
4603,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER VALDERRAMA ,KUNSEMULLER VALDERRAMA ETCHEBERRY,2018-10-02 00:00:00,,   ETCHEBERRY,KUNSEMULLER,VALDERRAMA,ETCHEBERRY,,comisión,,,
4622,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA MUNITA ABUAUAD ,2018-10-01 00:00:00,,  MUNITA  ABUAUAD ,KUNSEMULLER,VALDERRAMA,MUNITA,ABUAUAD,comisión,,,
4625,SEGUNDA,  DOLMESTCHI,  KUNSEMÚLLER VALDERRAMA DAHM,KUNSEMÚLLER VALDERRAMA DAHM BARRA,2018-11-12 00:00:00,DAHM,   BARRA,KUNSEMÚLLER,VALDERRAMA,DAHM,BARRA,feriado,subroga,,
4628,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER VALDERRAMA DAHM,KUNSEMÚULLER VALDERRAMA DAHM BARRA,2018-11-13 00:00:00,DAHM,   BARRA,KUNSEMÚULLER,VALDERRAMA,DAHM,BARRA,feriado,subroga,,
4632,SEGUNDA,  DOLMESTCH,,MUNITA ,2018-11-14 00:00:00,,  MUNITA  ,MUNITA,,,,comisión,feriado,,
4643,SEGUNDA,  DOLMESTCH,  KÚNSEMÚLLER DAHM MMIINISRRO SUPLENTE:  BIEL,KÚNSEMÚLLER DAHM MMIINISRRO SUPLENTE: BIEL ,2018-11-19 00:00:00,SUPLENTE: SEÑOR BIEL,  ,KÚNSEMÚLLER,DAHM,MMIINISRRO,SUPLENTE:,comisión,feriado,,
4649,SEGUNDA,  DOLMESTCHI,  KUNSEMÚULLER VALDERRAMA ,KUNSEMÚULLER VALDERRAMA ,2018-11-20 00:00:00,, ,KUNSEMÚULLER,VALDERRAMA,,,feriado,,,
4657,SEGUNDA,  DOLMESTCHI,  KUNSEMÚULLER VALDERRAMA  ,KUNSEMÚULLER VALDERRAMA MUNITA BARRA ,2018-11-21 00:00:00,,  MUNITA  BARRA ,KUNSEMÚULLER,VALDERRAMA,MUNITA,BARRA,comisión,feriado,subroga,
4664,SEGUNDA,  KUNSEMÚULLER,,MUNITA ,2018-11-22 00:00:00,,  MUNITA  ,MUNITA,,,,comisión,permiso,feriado,
4681,SEGUNDA,  DOLMESTCH,,,2018-11-26 00:00:00,, ,,,,,feriado,,,
4691,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER VALDERRAMA  ,KUNSEMÚULLER VALDERRAMA MUNITA BARRA ,2018-11-27 00:00:00,,  MUNITA  BARRA ,KUNSEMÚULLER,VALDERRAMA,MUNITA,BARRA,feriado,subroga,,
4703,SEGUNDA,  DOLMES TCH,  KUNSEMÚULLER VALDERRAMA ,KUNSEMÚULLER VALDERRAMA ,2018-11-28 00:00:00,, ,KUNSEMÚULLER,VALDERRAMA,,,feriado,,,
4716,SEGUNDA,  DOLMES TCHI,  KUNSEMÚULLER VALDERRAMA DAHM,KUNSEMÚULLER VALDERRAMA DAHM ABUAUAD,2018-11-29 00:00:00,DAHM,   ABUAUAD,KUNSEMÚULLER,VALDERRAMA,DAHM,ABUAUAD,feriado,subroga,,
4754,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER DAHM  LOS ,KUNSEMÚULLER DAHM LOS MUNITA BARRA ,2018-11-08 00:00:00,,  MUNITA  BARRA ,KUNSEMÚULLER,DAHM,LOS,MUNITA,comisión,feriado,subroga,
4769,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER DAHM  LOS ,KUNSEMÚULLER DAHM LOS ETCHEBERRY SETÑOR ,2018-11-07 00:00:00,,  ETCHEBERRY  SETÑOR ,KUNSEMÚULLER,DAHM,LOS,ETCHEBERRY,comisión,feriado,subroga,
4785,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER DAHM  — LOS ,KUNSEMÚULLER DAHM — LOS MUNITA ,2018-11-06 00:00:00,,   MUNITA   ,KUNSEMÚULLER,DAHM,—,LOS,comisión,feriado,subroga,
4800,SEGUNDA,  DOLMES TCH,  KUNSEMÚULLER DAHM  MINISTRO ,KUNSEMÚULLER DAHM MINISTRO ,2018-11-05 00:00:00,,  ,KUNSEMÚULLER,DAHM,MINISTRO,,comisión,feriado,,
4803,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS VALDERRAMA ,CISTERNAS VALDERRAMA GAJARDO,2018-12-10 00:00:00,,   GAJARDO,CISTERNAS,VALDERRAMA,GAJARDO,,comisión,,,
4806,SEGUNDA,  DOLMESTCHI,  KUNSEMÚULLER VALDERRAMA DAHM,KUNSEMÚULLER VALDERRAMA DAHM ABUAUAD,2018-12-11 00:00:00,DAHM,   ABUAUAD,KUNSEMÚULLER,VALDERRAMA,DAHM,ABUAUAD,,,,
4810,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-12-12 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,subroga,,,
4815,SEGUNDA,  DOLMES TC H,  KUNSEMÚULLER CISTERNAS ,KUNSEMÚULLER CISTERNAS ,2018-12-13 00:00:00,, ,KUNSEMÚULLER,CISTERNAS,,,,,,
4821,SEGUNDA,  DOLMESTCHL,  CISTERNAS VALDERRAMA  LOS ,CISTERNAS VALDERRAMA LOS MUNITA BARRA ,2018-12-17 00:00:00,,  MUNITA  BARRA ,CISTERNAS,VALDERRAMA,LOS,MUNITA,comisión,subroga,,
4828,SEGUNDA,  DOLMESTCH,  CISTERNAS VALDERRAMA DAHM,CISTERNAS VALDERRAMA DAHM BARRA,2018-12-18 00:00:00,DAHM,   BARRA,CISTERNAS,VALDERRAMA,DAHM,BARRA,comisión,,,
4836,SEGUNDA,  DOLMESTCH,  €CISTERNAS VALDERRAMA DAHM,€CISTERNAS VALDERRAMA DAHM BARRA,2018-12-19 00:00:00,DAHM,   BARRA,€CISTERNAS,VALDERRAMA,DAHM,BARRA,comisión,,,
4852,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER CISTERNAS DAHM,KUNSEMÚULLER CISTERNAS DAHM BARRA,2018-12-24 00:00:00,DAHM,   BARRA,KUNSEMÚULLER,CISTERNAS,DAHM,BARRA,feriado,,,
4861,SEGUNDA,  DOLMESTCHL,  KUNSEMÚULLER CISTERNAS DAHM,KUNSEMÚULLER CISTERNAS DAHM BARRA,2018-12-26 00:00:00,DAHM,   BARRA,KUNSEMÚULLER,CISTERNAS,DAHM,BARRA,feriado,,,
4872,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  BARRA GAJARDO ,2018-12-27 00:00:00,,  BARRA   GAJARDO ,CISTERNAS,DAHM,,BARRA,permiso,feriado,,
4894,SEGUNDA,  KUNSEMÚLLER,  CISTERNAS  MUÑOZ  ,CISTERNAS MUÑOZ ,2018-12-31 00:00:00,, ,CISTERNAS,MUÑOZ,,,feriado,,,
4919,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS VALDERRAMA  LOS ,CISTERNAS VALDERRAMA LOS BARRA DE LA MAZA ,2018-12-06 00:00:00,,  BARRA  DE LA MAZA ,CISTERNAS,VALDERRAMA,LOS,BARRA,comisión,subroga,,
4934,SEGUNDA,  KUNSEMULLER,  VALDERRAMA DAHM MMINIISTRO SUPLENTE:  BIEL,VALDERRAMA DAHM MMINIISTRO SUPLENTE: BIEL ,2018-12-05 00:00:00,SUPLENTE: SEÑOR BIEL,  ,VALDERRAMA,DAHM,MMINIISTRO,SUPLENTE:,comisión,feriado,,
4950,SEGUNDA,  DOLMESTCH,  KUNSEMÚULLER VALDERRAMA ,KUNSEMÚULLER VALDERRAMA ,2018-12-04 00:00:00,, ,KUNSEMÚULLER,VALDERRAMA,,,feriado,,,
4967,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA ,KUNSEMULLER VALDERRAMA ,2018-12-03 00:00:00,, ,KUNSEMULLER,VALDERRAMA,,,feriado,,,
4969,SEGUNDA,  KUNSEMÚLLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  BARRA MUNITA ,2019-01-10 00:00:00,,  BARRA  MUNITA ,CISTERNAS,DAHM,,BARRA,feriado,subroga,,
4972,SEGUNDA,  KUNSEMÚLLER,,PALLA VICINI ,2019-01-14 00:00:00,,  PALLA VICINI  ,PALLA,VICINI,,,permiso,feriado,,
4978,SEGUNDA,  KUNSEMÚLLER,,ABUAUAD ,2019-01-16 00:00:00,,  ABUAUAD  ,ABUAUAD,,,,permiso,feriado,,
4984,SEGUNDA,  KUNSEMÚULLER, A5EÑORES CISTERNAS VALDERRAMA MINISTRO SUPLENTE:  BIEL,A5EÑORES CISTERNAS VALDERRAMA MINISTRO SUPLENTE: BIEL ,2019-01-17 00:00:00,MINISTRO SUPLENTE: SEÑOR BIEL, ,A5EÑORES,CISTERNAS,VALDERRAMA,MINISTRO,feriado,,,
4996,SEGUNDA,  KUNSEMÚLLER,,MUNITA ,2019-01-21 00:00:00,,  MUNITA  ,MUNITA,,,,comisión,feriado,,
5004,SEGUNDA,  KUNSEMÚULLER,,MUNITA ,2019-01-22 00:00:00,,  MUNITA  ,MUNITA,,,,comisión,feriado,,
5010,SEGUNDA,  KUNSEMÚULLER,,ETCHEBERR ,2019-01-23 00:00:00,,  ETCHEBERR   ,ETCHEBERR,,,,comisión,feriado,,
5019,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS VALDERRAMA MINISTRO SUPLENTE:  BIEL,CISTERNAS VALDERRAMA MINISTRO SUPLENTE: BIEL ,2019-01-24 00:00:00,MINISTRO SUPLENTE: SEÑOR BIEL, ,CISTERNAS,VALDERRAMA,MINISTRO,SUPLENTE:,feriado,,,
5038,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS VALDERRAMA MINISTRO SUPLENTE:  BIEL,CISTERNAS VALDERRAMA MINISTRO SUPLENTE: BIEL ,2019-01-28 00:00:00,MINISTRO SUPLENTE: SEÑOR BIEL, ,CISTERNAS,VALDERRAMA,MINISTRO,SUPLENTE:,feriado,,,
5049,SEGUNDA,  DOLMESTCHI,  KUNSEMÚLLER CISTERNAS VALDERRAMA,KUNSEMÚLLER CISTERNAS VALDERRAMA BARRA,2019-01-29 00:00:00,VALDERRAMA,   BARRA,KUNSEMÚLLER,CISTERNAS,VALDERRAMA,BARRA,feriado,,,
5061,SEGUNDA,  DOLMES TCH,  CISTERNAS VALDERRAMA DAHM ,CISTERNAS VALDERRAMA DAHM ,2019-01-30 00:00:00,, ,CISTERNAS,VALDERRAMA,DAHM,,,,,
5074,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-01-31 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5088,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS DAHM   ,CISTERNAS DAHM BARRA SEEÑORRA GAJARDO ,2019-01-09 00:00:00,, BARRA  SEEÑORRA GAJARDO ,CISTERNAS,DAHM,BARRA,SEEÑORRA,feriado,subroga,,
5103,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  ABUAUAD BARRA ,2019-01-08 00:00:00,,  ABUAUAD  BARRA ,CISTERNAS,DAHM,,ABUAUAD,feriado,subroga,,
5119,SEGUNDA,  KUNSEMÚLLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  ABUAUAD BARRA ,2019-01-07 00:00:00,,  ABUAUAD  BARRA ,CISTERNAS,DAHM,,ABUAUAD,feriado,subroga,,
5151,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  ABUAUAD BARRA ,2019-01-03 00:00:00,,  ABUAUAD  BARRA ,CISTERNAS,DAHM,,ABUAUAD,feriado,subroga,,
5169,SEGUNDA,  KUNSEMÚULLER,  CISTERNAS DAHM   ,CISTERNAS DAHM  BARRA GAJARDO ,2019-01-02 00:00:00,,  BARRA   GAJARDO ,CISTERNAS,DAHM,,BARRA,feriado,subroga,,
5172,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-11 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5176,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-12 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5180,SEGUNDA,  DOLMESTCHIL,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-13 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5184,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-14 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5196,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-18 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5205,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-19 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5214,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-20 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5224,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER VALDERRAMA DAHM,KUNSEMULLER VALDERRAMA DAHM BARRA,2019-02-21 00:00:00,DAHM,   BARRA,KUNSEMULLER,VALDERRAMA,DAHM,BARRA,comisión,,,
5245,SEGUNDA,  KUNSEMULLER,  CISTERNAS VALDERRAMA MINISTRO SUPLENTE:  MUÑOZ .,CISTERNAS VALDERRAMA MINISTRO SUPLENTE: MUÑOZ . BARRA,2019-02-25 00:00:00,MINISTRO SUPLENTE: SEÑOR MUÑOZ P.,   BARRA,CISTERNAS,VALDERRAMA,MINISTRO,SUPLENTE:,permiso,,,
5259,SEGUNDA,  KUNSEMULLER,  2CISTERNAS VALDERRAMA MINISTRO SUPLENTE:  MUÑOZ .,2CISTERNAS VALDERRAMA MINISTRO SUPLENTE: MUÑOZ . BARRA,2019-02-26 00:00:00,MINISTRO SUPLENTE: SEÑOR MUÑOZ P.,   BARRA,2CISTERNAS,VALDERRAMA,MINISTRO,SUPLENTE:,permiso,,,
5273,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-27 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
5288,SEGUNDA,  DOLMESTCH,  KUNSEMULLER CISTERNAS ,KUNSEMULLER CISTERNAS ,2019-02-28 00:00:00,, ,KUNSEMULLER,CISTERNAS,,,,,,
