,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
5740,SEGUNDA,2020-09-02,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5754,SEGUNDA,2020-09-01,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5756,SEGUNDA,2020-10-13,KUNSEMULLER,BRITO,DAHM,LAGOS,AGAJARDO
5759,SEGUNDA,2020-10-14,KUNSEMULLER,BRITO,DAHM,LAGOS,AGAJARDO
5762,SEGUNDA,2020-10-15,KUNSEMULLER,BRITO,DAHM,LAGOS,AGAJARDO
5766,SEGUNDA,2020-10-16,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,ABUAUAD
5771,SEGUNDA,2020-10-19,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LAGOS
5774,SEGUNDA,2020-10-20,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,AGAJARDO
5776,SEGUNDA,2020-10-21,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,ABUAUAD
5783,SEGUNDA,2020-10-22,KUNSEMULLER,BRITO,VALDERRAMA,ABUAUAD,AGAJARDO
5790,SEGUNDA,2020-10-23,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,ABUAUAD
5797,SEGUNDA,2020-10-27,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
5831,SEGUNDA,2020-10-29,KUNSEMULLER,DAHM,LLANOS,MUNITA,BARRA
5842,SEGUNDA,2020-10-28,KUNSEMULLER,BRITO,VALDERRAMA,AETCHEBERRY,AGAJARDO
5843,SEGUNDA,2020-10-30,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5856,SEGUNDA,2020-10-09,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,BARRA
5865,SEGUNDA,2020-10-08,KUNSEMULLER,BRITO,DAHM,LAGOS,AGAJARDO
5878,SEGUNDA,2020-10-07,KUNSEMULLER,BRITO,LLANOS,MUNITA,AGAJARDO
5892,SEGUNDA,2020-10-06,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
5902,SEGUNDA,2020-10-05,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5919,SEGUNDA,2020-10-02,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5935,SEGUNDA,2020-10-01,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5938,SEGUNDA,2020-11-10,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
5940,TERCERA,2020-11-11,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
5943,SEGUNDA,2020-11-12,KUNSEMULLER,VALDERRAMA,LLANOS,ZEPEDA,ABUAUAD
5949,SEGUNDA,2020-11-13,KUNSEMULLER,VALDERRAMA,LLANOS,ZEPEDA,LAGOS
5951,SEGUNDA,2020-11-16,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
5958,SEGUNDA,2020-11-17,KUNSEMULLER,BRITO,LLANOS,ZEPEDA,AGAJARDO
5965,SEGUNDA,2020-11-18,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
5969,SEGUNDA,2020-11-19,KUNSEMULLER,BRITO,VALDERRAMA,ZEPEDA,ABUAUAD
5976,SEGUNDA,2020-11-20,KUNSEMULLER,BRITO,VALDERRAMA,ZEPEDA,LAGOS
5983,SEGUNDA,2020-11-23,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,AGAJARDO
5991,SEGUNDA,2020-11-24,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
6009,SEGUNDA,2020-11-26,KUNSEMULLER,VALDERRAMA,DAHM,ABUAUAD,AGAJARDO
6010,SEGUNDA,2020-11-25,KUNSEMULLER,BRITO,DAHM,LLANOS,ABUAUAD
6018,SEGUNDA,2020-11-27,KUNSEMULLER,, BRITO,VALDERRAMA,PALLAVICINI
6028,SEGUNDA,2020-11-30,KUNSEMULLER,, BRITO,DAHM,LLANOS
6038,SEGUNDA,2020-11-09,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6050,SEGUNDA,2020-11-06,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6061,SEGUNDA,2020-11-05,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6075,SEGUNDA,2020-11-04,KUNSEMULLER,VALDERRAMA,LLANOS,ZEPEDA,ABUAUAD
6091,SEGUNDA,2020-11-03,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6104,SEGUNDA,2020-11-02,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6107,SEGUNDA,2020-12-10,KUNSEMULLER,VALDERRAMA,, LLANOS,LAGOS
6110,SEGUNDA,2020-12-11,KUNSEMULLER,SILVA,, LLANOS,ABUAUAD
6116,SEGUNDA,2020-12-14,KUNSEMULLER,VALDERRAMA,, LLANOS,LAGOS
6121,SEGUNDA,2020-12-15,VALDERRAMA,DAHM,, LLANOS,ABUAUAD
6127,SEGUNDA,2020-12-16,KUNSEMULLER,VALDERRAMA,DAHM,, LLANOS
6134,SEGUNDA,2020-12-17,KUNSEMULLER,DAHM,, LLANOS,MUNITA
6142,SEGUNDA,2020-12-21,KUNSEMULLER,DAHM,, LLANOS,MUNITA
6149,SEGUNDA,2020-12-22,KUNSEMULLER,DAHM,, LLANOS,MUNITA
6155,SEGUNDA,2020-12-23,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,
6160,SEGUNDA,2020-12-24,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,
6170,SEGUNDA,2020-12-28,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,
6180,SEGUNDA,2020-12-29,KUNSEMULLER,BRITO,VALDERRAMA,, LLANOS
6191,SEGUNDA,2020-12-30,KUNSEMULLER,BRITO,VALDERRAMA,, LLANOS
6211,SEGUNDA,2020-12-09,KUNSEMULLER,VALDERRAMA,, LLANOS,LAGOS
6223,SEGUNDA,2020-12-31,BRITO,VALDERRAMA,, LLANOS,MUNITA
6225,SEGUNDA,2020-12-07,KUNSEMULLER,BRITO,, VALDERRAMA,ABUAUAD
6236,SEGUNDA,2020-12-04,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
6251,SEGUNDA,2020-12-03,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
6265,SEGUNDA,2020-12-02,KUNSEMULLER,BRITO,, VALDERRAMA,LLANOS
6280,SEGUNDA,2020-12-01,KUNSEMULLER,, VALDERRAMA,DAHM,LLANOS
6284,SEGUNDA,2021-01-11,BRITO,VALDERRAMA,, LLANOS,MU
6285,SEGUNDA,2021-01-12,BRITO,VALDERRAMA,, LLANOS,MU
6288,SEGUNDA,2021-01-13,BRITO,VALDERRAMA,, LLANOS,MU
6293,SEGUNDA,2021-01-14,BRITO,VALDERRAMA,, LLANOS,MU
6297,SEGUNDA,2021-01-15,BRITO,VALDERRAMA,, LLANOS,MU
6301,SEGUNDA,2021-01-18,BRITO,VALDERRAMA,MU,ABUAUAD,AGAJARDO
6306,SEGUNDA,2021-01-19,BRITO,VALDERRAMA,LLANOS,MU,AGAJARDO
6313,SEGUNDA,2021-01-20,BRITO,VALDERRAMA,LLANOS,MU,SHERTZER
6318,SEGUNDA,2021-01-21,BRITO,VALDERRAMA,LLANOS,MU,SHERTZER
6324,SEGUNDA,2021-01-22,BRITO,VALDERRAMA,LLANOS,MU,SHERTZER
6335,SEGUNDA,2021-01-25,BRITO,VALDERRAMA,LLANOS,MU,SHERTZER
6344,SEGUNDA,2021-01-26,BRITO,VALDERRAMA,LLANOS,MU,SHERTZER
6351,SEGUNDA,2021-01-27,BRITO,LLANOS,MU,ABUAUAD,AGAJARDO
6361,SEGUNDA,2021-01-28,BRITO,LLANOS,MU,MUNITA,AGAJARDO
6370,SEGUNDA,2021-01-29,BRITO,LLANOS,MU,ABUAUAD,AGAJARDO
6382,SEGUNDA,2021-01-08,BRITO,VALDERRAMA,, LLANOS,MU
6392,SEGUNDA,2021-01-07,BRITO,VALDERRAMA,, LLANOS,MU
6421,SEGUNDA,2021-01-06,BRITO,VALDERRAMA,, LLANOS,MU
6424,SEGUNDA,2021-01-21,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6428,SEGUNDA,2021-02-11,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPADA
6429,SEGUNDA,2021-02-11,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6435,SEGUNDA,2021-02-16,VALDERRAMA,MERA,ZEPEDA,VAZQUEZ,ABUAUAD
6437,SEGUNDA,2021-02-15,VALDERRAMA,ZEPEDA,MERA,VASQUEZ,AGAJARDO
6439,SEGUNDA,2021-02-17,SILVA,SHERTZER,MERA,ZEPEDA,AGAJARDO
6441,SEGUNDA,2021-02-17,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6448,SEGUNDA,2021-02-15,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6449,SEGUNDA,2021-02-18,SILVA,ZEPEDA,VAZQUEZ,ABUAUAD,AGAJARDO
6455,SEGUNDA,2021-02-19,SILVA,ZEPEDA,VAZQUEZ,ABUAUAD,AGAJARDO
6460,SEGUNDA,2021-02-22,VALDERRAMA,MERA,ZEPEDA,VAZQUEZ,MUNITA
6462,SEGUNDA,2021-02-22,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6476,SEGUNDA,2021-02-23,VALDERRAMA,MERA,ZEPEDA,VAZQUEZ,AGAJARDO
6477,SEGUNDA,2021-02-24,VALDERRAMA,MERA,ZEPEDA,VAZQUEZ,AGAJARDO
6485,SEGUNDA,2021-02-25,VALDERRAMA,MERA,ZEPEDA,VAZQUEZ,AGAJARDO
6497,SEGUNDA,2021-02-26,VALDERRAMA,MERA,ZEPEDA,LUSIC,AETCHEBERRY
6511,SEGUNDA,2021-02-09,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6513,SEGUNDA,2021-02-26,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6525,SEGUNDA,2021-02-08,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6557,SEGUNDA,2021-02-05,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6558,SEGUNDA,2021-02-04,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6572,SEGUNDA,2021-02-03,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6574,SEGUNDA,2021-02-03,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
6589,SEGUNDA,2021-02-02,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6610,SEGUNDA,2021-02-01,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ZEPEDA
6613,SEGUNDA,2021-03-10,BRITO,VALDERRAMA,ZEPEDA,ATAVOLARI,ABUAUAD
6617,SEGUNDA,2021-03-12,BRITO,VALDERRAMA,ZEPEDA,ATAVOLARI,ACOPPO
6622,SEGUNDA,2021-03-11,BRITO,VALDERRAMA,ZEPEDA,ATAVOLARI,ACOPPO
6625,SEGUNDA,2021-03-15,VALDERRAMA,DAHM,LLANOS,ATAVOLARI,ABUAUAD
6635,SEGUNDA,2021-03-16,BRITO,VALDERRAMA,LLANOS,ATAVOLARI,ACOPPO
6638,SEGUNDA,2021-03-17,BRITO,DAHM,LLANOS,MUNITA,ATAVOLARI
6645,SEGUNDA,2021-03-18,VALDERRAMA,DAHM,LLANOS,ACOPPO,ABUAUAD
6653,SEGUNDA,2021-03-19,BRITO,VALDERRAMA,DAHM,LLANOS,ABUAUAD
6670,SEGUNDA,2021-03-22,BRITO,VALDERRAMA,LLANOS,ACOPPO,ABUAUAD
6681,SEGUNDA,2021-03-24,BRITO,DAHM,LLANOS,MUNITA,AETCHEBERRY
6691,SEGUNDA,2021-03-25,BRITO,DAHM,LLANOS,AGAJARDO,ABUAUAD
6697,SEGUNDA,2021-03-23,VALDERRAMA,DAHM,LLANOS,AGAJARDO,ATAVOLARI
6702,SEGUNDA,2021-03-26,BRITO,DAHM,LLANOS,ATAVOLARI,ACOPPO
6739,SEGUNDA,2021-03-29,BRITO,VALDERRAMA,DAHM,LLANOS,ACOPPO
6740,SEGUNDA,2021-03-30,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6741,SEGUNDA,2021-03-31,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6754,SEGUNDA,2021-03-09,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
6764,SEGUNDA,2021-03-08,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ACOPPO
6777,SEGUNDA,2021-03-05,BRITO,VALDERRAMA,MERA,ZEPEDA,ATAVOLARI
6790,SEGUNDA,2021-03-04,BRITO,VALDERRAMA,MERA,ZEPEDA,AGAJARDO
6807,SEGUNDA,2021-03-03,BRITO,VALDERRAMA,MERA,ZEPEDA,AGAJARDO
6822,SEGUNDA,2021-03-02,BRITO,VALDERRAMA,MERA,ZEPEDA,MUNITA
6836,SEGUNDA,2021-03-01,BRITO,VALDERRAMA,ZEPEDA,MUNITA,ABUAUAD
6841,SEGUNDA,2021-04-13,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6842,SEGUNDA,2021-04-14,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6844,SEGUNDA,2021-04-12,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6847,SEGUNDA,2021-04-15,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6852,SEGUNDA,2021-04-16,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6857,SEGUNDA,2021-04-19,BRITO,DAHM,LLANOS,ATAVOLARI,ACOPPO
6862,SEGUNDA,2021-04-20,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6872,SEGUNDA,2021-04-22,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6881,SEGUNDA,2021-04-23,BRITO,DAHM,LLANOS,AGAJARDO,ABUAUAD
6890,SEGUNDA,2021-04-26,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
6898,SEGUNDA,2021-04-27,BRITO,DAHM,LLANOS,ACOPPO,ABUAUAD
6908,SEGUNDA,2021-04-28,BRITO,VALDERRA,DAHM,LLANOS,ACOPPO
6918,SEGUNDA,2021-04-29,BRITO,DAHM,LLANOS,MUNITA,AETCHEBERRY
6933,SEGUNDA,2021-04-30,BRITO,DAHM,LLANOS,MUNITA,ACOPPO
6945,SEGUNDA,2021-04-09,BRITO,VALDERRAMA,DAHM,LLANOS,MUNITA
6956,SEGUNDA,2021-04-08,BRITO,VALDERRAMA,DAHM,LLANOS,ABUAUAD
6968,SEGUNDA,2021-04-07,BRITO,VALDERRAMA,DAHM,LLANOS,ACOPPO
6987,SEGUNDA,2021-04-06,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
7018,SEGUNDA,2021-04-01,BRITO,VALDERRAMA,DAHM,LLANOS,ABUAUAD
7022,SEGUNDA,2021-05-10,BRITO,VALDERRAMA,LLANOS,MUNITA,ATAVOLARI
7029,SEGUNDA,2021-05-11,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
7030,SEGUNDA,2021-05-12,BRITO,VALDERRAMA,DAHM,LLANOS,ACOPPO
7034,SEGUNDA,2021-05-13,BRITO,VALDERRAMA,DAHM,LLANOS,ACOPPO
7039,SEGUNDA,2021-05-14,BRITO,VALDERRAMA,DAHM,LLANOS,AETCHEBERRY
7045,SEGUNDA,2021-05-17,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
7055,SEGUNDA,2021-05-18,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
7062,SEGUNDA,2021-05-19,BRITO,MU,ZEPEDA,MUNITA,ACOPPO
7068,SEGUNDA,2021-05-20,BRITO,VALDERRAMA,ZEPEDA,ATAVOLARI,ABUAUAD
7076,SEGUNDA,2021-05-24,BRITO,VALDERRAMA,ZEPEDA,MUNITA,ATAVOLARI
7086,SEGUNDA,2021-05-25,BRITO,LLANOS,MU,ATAVOLARI,ABUAUAD
7109,SEGUNDA,2021-05-26,VALDERRAMA,LLANOS,ZEPEDA,MUNITA,ATAVOLARI
7124,SEGUNDA,2021-05-28,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7148,SEGUNDA,2021-05-27,BRITO,LLANOS,MU,AGAJARDO,ATAVOLARI
7150,SEGUNDA,2021-05-31,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7152,SEGUNDA,2021-05-07,BRITO,VALDERRAMA,LLANOS,MUNITA,ACOPPO
7169,SEGUNDA,2021-05-06,BRITO,VALDERRAMA,LLANOS,MUNITA,ACOPPO
7189,SEGUNDA,2021-05-05,BRITO,VALDERRAMA,LLANOS,ACOPPO,ABUAUAD
7204,SEGUNDA,2021-05-04,BRITO,VALDERRAMA,LLANOS,MUNITA,ABUAUAD
7220,SEGUNDA,2021-05-03,BRITO,VALDERRAMA,LLANOS,MUNITA,ABUAUAD
7223,SEGUNDA,2021-06-10,BRITO,VALDERRAMA,LLANOS,ZEPEDA,AETCHEBERRY
7224,SEGUNDA,2021-06-11,BRITO,VALDERRAMA,LLANOS,ZEPEDA,AETCHEBERRY
7230,SEGUNDA,2021-06-14,VALDERRAMA,LLANOS,ALETELIER,MU,ZEPEDA
7233,SEGUNDA,2021-06-15,BRITO,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA
7236,SEGUNDA,2021-06-16,BRITO,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA
7243,SEGUNDA,2021-06-17,BRITO,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA
7250,SEGUNDA,2021-06-18,BRITO,LLANOS,ZEPEDA,ATAVOLARI,ACOPPO
7258,SEGUNDA,2021-06-22,BRITO,LLANOS,ALETELIER,ZEPEDA,ATAVOLARI
7285,SEGUNDA,2021-06-23,BRITO,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA
7286,SEGUNDA,2021-06-25,BRITO,ALETELIER,ZEPEDA,MUNITA,ABUAUAD
7295,SEGUNDA,2021-06-29,BRITO,VALDERRAMA,LLANOS,ALETELIER,ATAVOLARI
7303,SEGUNDA,2021-06-30,BRITO,LLANOS,BIEL,ATAVOLARI,ACOPPO
7323,SEGUNDA,2021-06-08,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ACOPPO
7334,SEGUNDA,2021-06-24,BRITO,VALDERRAMA,ALETELIER,ZEPEDA,ACOPPO
7338,SEGUNDA,2021-06-09,BRITO,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA
7339,SEGUNDA,2021-06-07,BRITO,VALDERRAMA,LLANOS,MU,ATAVOLARI
7356,SEGUNDA,2021-06-04,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7374,SEGUNDA,2021-06-03,BRITO,VALDERRAMA,LLANOS,MU,ATAVOLARI
7384,SEGUNDA,2021-06-02,BRITO,VALDERRAMA,LLANOS,MU,ATAVOLARI
7397,SEGUNDA,2021-06-01,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7401,SEGUNDA,2021-07-12,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA,ACOPPO
7404,SEGUNDA,2021-07-14,VALDERRAMA,DAHM,LLANOS,ALETELIER,ATAVOLARI
7405,SEGUNDA,2021-07-13,VALDERRAMA,LLANOS,ALETELIER,ZEPEDA,ATAVOLARI
7413,SEGUNDA,2021-07-15,VALDERRAMA,DAHM,ALETELIER,ATAVOLARI,ABUAUAD
7414,SEGUNDA,2021-07-19,VALDERRAMA,DAHM,MERA,ATAVOLARI,ABUAUAD
7421,SEGUNDA,2021-07-20,VALDERRAMA,DAHM,MERA,ATAVOLARI,ACOPPO
7427,SEGUNDA,2021-07-21,VALDERRAMA,PRADO,MERA,ATAVOLARI,ABUAUAD
7433,SEGUNDA,2021-07-22,VALDERRAMA,DAHM,MERA,AGAJARDO,ABUAUAD
7445,SEGUNDA,2021-07-23,VALDERRAMA,DAHM,MERA,AGAJARDO,ABUAUAD
7453,SEGUNDA,2021-07-26,BRITO,VALDERRAMA,GONZ,CONTRERAS,TAVOLARI
7464,SEGUNDA,2021-07-27,BRITO,VALDERRAMA,MERA,CONTRERAS,ABUAUAD
7476,SEGUNDA,2021-07-22,BRITO,VALDERRAMA,GONZALEZ,CONTRERAS,ATAVOLARI
7486,SEGUNDA,2021-07-26,BRITO,VALDERRAMA,GONZALEZ,CONTRERAS,ATAVOLARI
7487,SEGUNDA,2021-07-29,BRITO,VALDERRAMA,MERA,CONTRERAS,AGAJARDO
7501,SEGUNDA,2021-07-30,VALDERRAMA,GONZALEZ,CONTRERAS,AGAJARDO,ATAVOLARI
7514,SEGUNDA,2021-07-27,BRITO,VALDERRAMA,GONZALEZ,CONTRERAS,ATAVOLARI
7517,SEGUNDA,2021-07-09,VALDERRAMA,LLANOS,BIEL,ZEPEDA,ATAVOLARI
7534,SEGUNDA,2021-07-08,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI,
7551,SEGUNDA,2021-07-07,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI,
7567,SEGUNDA,2021-07-06,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI,
7585,SEGUNDA,2021-07-05,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7604,SEGUNDA,2021-07-02,BRITO,VALDERRAMA,LLANOS,ZEPEDA,ATAVOLARI
7624,SEGUNDA,2021-07-01,VALDERRAMA,LLANOS,ALETELIER,ATAVOLARI,ABUAUAD
7627,SEGUNDA,2021-08-10,BRITO,, VALDERRAMA,DAHM,MERA
7628,SEGUNDA,2021-08-11,BRITO,, VALDERRAMA,DAHM,LLANOS
7633,SEGUNDA,2021-08-12,BRITO,, VALDERRAMA,DAHM,LLANOS
7638,SEGUNDA,2021-08-13,BRITO,, VALDERRAMA,DAHM,LLANOS
7644,SEGUNDA,2021-08-16,BRITO,DAHM,LLANOS,MERA,ATAVOLARI
7650,SEGUNDA,2021-08-17,BRITO,DAHM,LLANOS,MERA,ATAVOLARI
7655,SEGUNDA,2021-08-18,BRITO,DAHM,LLANOS,MERA,ATAVOLARI
7674,SEGUNDA,2021-08-20,BRITO,VALDERRAMA,DAHM,LLANOS,MUNITA
7682,SEGUNDA,2021-08-19,BRITO,VALDERRAMA,DAHM,LLANOS,ATAVOLARI
7692,SEGUNDA,2021-08-24,BRITO,DAHM,LLANOS,ALETELIER,ATAVOLARI
7705,SEGUNDA,2021-08-23,BRITO,VALDERRAMA,DAHM,LLANOS,ABUAUAD
7717,SEGUNDA,2021-08-25,BRITO,VALDERRAMA,LLANOS,A,ABUAUAD
7731,SEGUNDA,2021-08-26,BRITO,DAHM,LLANOS,A,ABUAUAD
7732,SEGUNDA,2021-08-27,BRITO,DAHM,LLANOS,ALETELIER,ABUAUAD
7746,SEGUNDA,2021-08-30,VALDERRAMA,DAHM,LLANOS,ATAVOLARI,ABUAUAD
7779,SEGUNDA,2021-08-31,VALDERRAMA,DAHM,LLANOS,AGAJARDO,ATAVOLARI
7800,SEGUNDA,2021-08-09,BRITO,, VALDERRAMA,DAHM,MERA
7808,SEGUNDA,2021-08-06,BRITO,, VALDERRAMA,DAHM,LLANOS
7815,SEGUNDA,2021-08-05,BRITO,, VALDERRAMA,DAHM,LLANOS
7841,SEGUNDA,2021-08-04,BRITO,, VALDERRAMA,LLANOS,MERA
7886,TERCERA,2020-01-10,MU,ASANDOVAL,GÓMEZ,, 
7887,TERCERA,2020-01-13,MU,ASANDOVAL,GÓMEZ,, 
7888,TERCERA,2020-01-22,MU,ASANDOVAL,AVIVANCO,ZEPEDA,PALLAVICINI
7889,TERCERA,2020-01-14,MU,ASANDOVAL,GÓMEZ,, 
7890,TERCERA,2020-01-15,MU,ASANDOVAL,GÓMEZ,ZEPEDA,
7896,TERCERA,2020-01-16,MU,ASANDOVAL,GÓMEZ,ZEPEDA,
7904,TERCERA,2020-01-17,MU,ASANDOVAL,GOMEZ,LAGOS,PALLAVICINI
7914,TERCERA,2020-01-20,MU,ASANDOVAL,GOMEZ,ZEPEDA,PALLAVICINI
7923,TERCERA,2020-01-21,MU,ASANDOVAL,AVIVANCO,ZEPEDA,PALLAVICINI
7947,TERCERA,2020-01-23,ASANDOVAL,AVIVANCO,MU,QUINTANILLA,PIERRY
7959,TERCERA,2020-01-24,ASANDOVAL,AVIVANCO,ZEPEDA,LAGOS,PALLAVICINI
7976,TERCERA,2020-01-27,ASANDOVAL,AVIVANCO,ZEPEDA,LAGOS,PALLAVICINI
7989,TERCERA,2020-01-28,ASANDOVAL,AVIVANCO,MU,ZEPEDA,QUINTANILLA
8004,TERCERA,2020-01-29,ASANDOVAL,AVIVANCO,MU,MUNITA,PIERRY
8020,TERCERA,2020-01-30,ASANDOVAL,AVIVANCO,MU,LAGOS,PIERRY
8037,TERCERA,2020-01-09,MU,ASANDOVAL,A,GÓMEZ,
8056,TERCERA,2020-01-08,MU,ASANDOVAL,A,GÓMEZ,
8074,TERCERA,2020-01-07,MU,LLANOS,GÓMEZ,, 
8094,TERCERA,2020-01-06,MU,LLANOS,ZEPEDA,QUINTANILLA,
8117,TERCERA,2020-01-03,AR,LLANOS,ZEPEDA,GÓMEZ,AETCHEBERRY
8120,TERCERA,2020-02-10,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
8123,TERCERA,2020-02-11,MU,ASANDOVAL,AVIVANCO,LLANOS,MU
8128,TERCERA,2020-02-12,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
8131,TERCERA,2020-02-13,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
8137,TERCERA,2020-02-14,MU,ASANDOVAL,AVIVANCO,LLANOS,BARRA
8144,TERCERA,2020-02-17,MU,AVIVANCO,LLANOS,MU,PIERRY
8151,TERCERA,2020-02-18,MU,AVIVANCO,LLANOS,PIERRY,PALLAVICINI
8160,TERCERA,2020-02-19,MU,AVIVANCO,LLANOS,MERA,AETCHEBERRY
8170,TERCERA,2020-02-20,MU,AVIVANCO,LLANOS,MERA,AETCHEBERRY
8181,TERCERA,2020-02-21,MU,AVIVANCO,LLANOS,MERA,AGAJARDO
8193,TERCERA,2020-02-24,MU,AVIVANCO,MU,, MERA
8204,TERCERA,2020-02-25,MU,AVIVANCO,LLANOS,MERA,BARRA
8219,TERCERA,2020-02-26,MU,AVIVANCO,LLANOS,MERA,PIERRY
8235,TERCERA,2020-02-27,MU,AVIVANCO,LLANOS,MERA,AGAJARDO
8251,TERCERA,2020-02-28,BLANCO,A,LLANOS,MU,PALLAVICINI
8267,TERCERA,2020-02-07,ASANDOVAL,AVIVANCO,LLANOS,LAGOS,BARRA
8287,TERCERA,2020-02-06,ASANDOVAL,AVIVANCO,LLANOS,MERA,PALLAVICINI
8305,TERCERA,2020-02-05,ASANDOVAL,AVIVANCO,LLANOS,LAGOS,PALLAVICINI
8325,TERCERA,2020-02-04,ASANDOVAL,AVIVANCO,LLANOS,MU,PALLAVICINI
8346,TERCERA,2020-02-03,ASANDOVAL,AVIVANCO,LLANOS,LAGOS,PALLAVICINI
8351,TERCERA,2020-03-10,MU,A,LLANOS,PIERRY,PALLAVICINI
8352,TERCERA,2020-03-11,MU,A,AVIVANCO,LLANOS,QUINTANILLA
