,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
21728,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-03-28 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21740,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO FIGUEROA ,2017-03-29 00:00:00,,  PIZARRO  FIGUEROA ,MUÑOZ,CERDA,,PIZARRO,licencia,,,
21753,CUARTA,  CARRENO,  MUÑOZ  FISCAL ():  SAEZ  LOS ,MUÑOZ FISCAL (): SAEZ LOS ETCHEBERRY ,2017-03-30 00:00:00,,  ETCHEBERRY   ,MUÑOZ,FISCAL,():,SAEZ,licencia,permiso,subroga,
21780,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2017-03-09 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,,,,
21796,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-03-08 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21812,| CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO ETCHEBERRY ,2017-03-07 00:00:00,,  PIZARRO   ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,,,,
21829,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2017-03-06 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,,,,
21863,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-03-02 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
21882,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-03-01 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
21885,_ CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA QUINTANILLA,2017-04-10 00:00:00,,   QUINTANILLA,CHEVESICH,MUÑOZ,CERDA,QUINTANILLA,,,,
21888,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2017-04-11 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,,,,
21892,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2017-04-12 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,,,,
21900,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA LAGOS,2017-04-17 00:00:00,,   LAGOS,CHEVESICH,MUÑOZ,CERDA,LAGOS,,,,
21906,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-04-18 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
21913,CUARTA,"  BLANCO,",  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA MA TUS,2017-04-20 00:00:00,,   MA TUS,CHEVESICH,MUÑOZ,CERDA,MA,,,,
21926,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-04-24 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
21935,CUARTA,  BLANCO,  CHEVESICH SEOR CERDA  LOS ,CHEVESICH SEOR CERDA LOS RODRIGUEZ ,2017-04-25 00:00:00,,  RODRIGUEZ   ,CHEVESICH,SEOR,CERDA,LOS,permiso,,,
21945,CUARTA,  BLANCO,  CHEVESICH SREÑOR CERDA  LOS ,CHEVESICH SREÑOR CERDA LOS QUINTANILLA ,2017-04-26 00:00:00,,  QUINTANILLA  ,CHEVESICH,SREÑOR,CERDA,LOS,permiso,,,
21956,CUARTA,"  BLANCO,",  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO YY ETCHEBERRY ,2017-04-27 00:00:00,,  PIZARRO YY  ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,permiso,,,
21988,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-04-06 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
22001,CUARTA, A EGNEM,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2017-04-05 00:00:00,, ,BLANCO,CHEVESICH,,,,,,
22015,CUARTA,  BLANCO —,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA MA TUS,2017-04-04 00:00:00,,   MA TUS,CHEVESICH,MUÑOZ,CERDA,MA,,,,
22032,CUARTA,,,MATUS ,2017-05-10 00:00:00,,  MATUS   ,MATUS,,,,licencia,,,
22035,CUARTA,,  MUÑOZ SRÑOR VALDERRAMA  LOS ,MUÑOZ SRÑOR VALDERRAMA LOS ETCHEBERRY ,2017-05-11 00:00:00,,  ETCHEBERRY   ,MUÑOZ,SRÑOR,VALDERRAMA,LOS,licencia,,,
22041,CUARTA,,  CERDA DAHM   ,CERDA DAHM  QUINTANILLA ,2017-05-15 00:00:00,,  QUINTANILLA   ,CERDA,DAHM,,QUINTANILLA,licencia,comisión,,
22046,| CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  ETCHEBERRY CORREA ,2017-05-16 00:00:00,,  ETCHEBERRY   CORREA ,MUÑOZ,CERDA,,ETCHEBERRY,licencia,,,
22052,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  QUINTANILLA LAGOS ,2017-05-17 00:00:00,,  QUINTANILLA  LAGOS ,MUÑOZ,CERDA,,QUINTANILLA,licencia,,,
22059,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  MA TUS CORREA ,2017-05-18 00:00:00,,  MA TUS  CORREA ,MUÑOZ,CERDA,,MA,licencia,,,
22073,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ FIGUEROA ,2017-05-22 00:00:00,,  RODRIGUEZ  FIGUEROA ,MUÑOZ,CERDA,,RODRIGUEZ,licencia,,,
22092,CUARTA,  FUENTES,  CHEVESICH STÑOR ARANGUIZ  MUNOZ,CHEVESICH STÑOR ARANGUIZ MUNOZ PIZARRO,2017-05-24 00:00:00,SEÑORA MUNOZ,   PIZARRO,CHEVESICH,STÑOR,ARANGUIZ,MUNOZ,licencia,subroga,,
22103,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO ETCHEBERRY ,2017-05-25 00:00:00,,  PIZARRO   ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,licencia,,,
22125,CUARTA,,  CERDA VALDERRAMA  LOS ,CERDA VALDERRAMA LOS QUINTANILLA ,2017-05-29 00:00:00,,  QUINTANILLA   ,CERDA,VALDERRAMA,LOS,QUINTANILLA,licencia,permiso,,
22138,CUARTA,,  LWMUÑOZ  CERDA ,LWMUÑOZ CERDA ,2017-05-30 00:00:00,,  ,LWMUÑOZ,CERDA,,,licencia,,,
22152,CUARTA,,  MUÑOZ  CERDA  LOS AROGADOS ,MUÑOZ CERDA LOS AROGADOS RODRIGUEZ FIGUEROA ,2017-05-31 00:00:00,,  RODRIGUEZ  FIGUEROA ,MUÑOZ,CERDA,LOS,AROGADOS,licencia,,,
22167,CUARTA,,  MUNOZ  VALDERRAMA  LOS ,MUNOZ VALDERRAMA LOS MA TUS RODRIGUEZ ,2017-05-09 00:00:00,,  MA TUS  RODRIGUEZ ,MUNOZ,VALDERRAMA,LOS,MA,licencia,,,
22183,CUARTA,,  MUNOZ SEOR CERDA   ,MUNOZ SEOR CERDA  RODRIGUEZ FIGUEROA ,2017-05-08 00:00:00,,  RODRIGUEZ  FIGUEROA ,MUNOZ,SEOR,CERDA,,licencia,,,
22230,CUARTA,,  CI—]EVESICH MUÑOZ  1OS ABOGADOS ,CI—]EVESICH MUÑOZ 1OS ABOGADOS QUINTANILLA PIZARRO ,2017-05-03 00:00:00,,  QUINTANILLA  PIZARRO ,CI—]EVESICH,MUÑOZ,1OS,ABOGADOS,licencia,subroga,,
22248,| CUARTA,,  MUNOZ  CERDA   ,MUNOZ CERDA  PIZARRO ETCHEBERRY ,2017-05-02 00:00:00,,  PIZARRO   ETCHEBERRY ,MUNOZ,CERDA,,PIZARRO,permiso,,,
22251,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  QUINTANILLA PIZARRO ,2017-06-12 00:00:00,,  QUINTANILLA  PIZARRO ,MUÑOZ,CERDA,,QUINTANILLA,licencia,,,
22254,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO SEORA ETCHEBERRY ,2017-06-13 00:00:00,,  PIZARRO  SEORA ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,licencia,,,
22258,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ CORREA ,2017-06-14 00:00:00,,  RODRIGUEZ  CORREA ,MUÑOZ,CERDA,,RODRIGUEZ,licencia,,,
22273,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  CORREA FIGUEROA ,2017-06-19 00:00:00,,  CORREA   FIGUEROA ,MUÑOZ,CERDA,,CORREA,licencia,,,
22280,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO ETCHEBERRY ,2017-06-20 00:00:00,,  PIZARRO   ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,licencia,,,
22287,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO CORREA ,2017-06-21 00:00:00,,  PIZARRO  CORREA ,MUÑOZ,CERDA,,PIZARRO,licencia,,,
22310,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  QUINTANILLA CORREA ,2017-06-27 00:00:00,,  QUINTANILLA  CORREA ,MUÑOZ,CERDA,,QUINTANILLA,licencia,,,
22320,CUARTA,,  MUÑOZ  CERDA  MINISTRO SUPLENTE:  BIEL,MUÑOZ CERDA MINISTRO SUPLENTE: BIEL ,2017-06-28 00:00:00,SUPLENTE: SEÑOR BIEL,  ,MUÑOZ,CERDA,MINISTRO,SUPLENTE:,licencia,,,
22331,CUARTA,,  MUÑOZ  CERDA  MINISTRO SUPLENTE:  BIEL,MUÑOZ CERDA MINISTRO SUPLENTE: BIEL ,2017-06-29 00:00:00,SUPLENTE: SEÑOR BIEL,  ,MUÑOZ,CERDA,MINISTRO,SUPLENTE:,licencia,,,
22363,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ LAGOS ,2017-06-08 00:00:00,,  RODRIGUEZ  LAGOS ,MUÑOZ,CERDA,,RODRIGUEZ,licencia,,,
22376,CUARTA,,  MUÑOZ  CERDA  1OS ABOGADOS ,MUÑOZ CERDA 1OS ABOGADOS RODRIGUEZ CORREA ,2017-06-07 00:00:00,,  RODRIGUEZ  CORREA ,MUÑOZ,CERDA,1OS,ABOGADOS,licencia,,,
22390,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ ,2017-06-06 00:00:00,,  RODRIGUEZ   ,MUÑOZ,CERDA,,RODRIGUEZ,licencia,,,
22405,CUARTA,"  FUENTES,",  CHEVESICH SEOR CERDA  LOS ,CHEVESICH SEOR CERDA LOS GQUINTANILLA ,2017-06-05 00:00:00,,  GQUINTANILLA  ,CHEVESICH,SEOR,CERDA,LOS,licencia,comisión,,
22435,CUARTA,,  MUÑOZ SÍÑOR CERDA   ,MUÑOZ SÍÑOR CERDA  CORREA FIGUEROA ,2017-06-01 00:00:00,,  CORREA  FIGUEROA ,MUÑOZ,SÍÑOR,CERDA,,licencia,,,
22438,CUARTA,  CERDA, SUPLENTES:  PFEIFFER  BIEL  LOS ,SUPLENTES: PFEIFFER BIEL LOS MA TUS RODRIGUEZ ,2017-07-10 00:00:00,,  MA TUS  RODRIGUEZ ,SUPLENTES:,PFEIFFER,BIEL,LOS,licencia,comisión,permiso,feriado
22442,CUARTA,,,,2017-07-12 00:00:00,,  ,,,,,licencia,comisión,feriado,
22450,CUARTA,  BLANCO,  CHEVESICH  CERDA  MINISTRO SUPLENTE:  PFEIFFER,CHEVESICH CERDA MINISTRO SUPLENTE: PFEIFFER ,2017-07-17 00:00:00,SUPLENTE: SEÑOR PFEIFFER,  ,CHEVESICH,CERDA,MINISTRO,SUPLENTE:,feriado,,,
22455,CUARTA,"  BLANCO,",  CHEVESICH  CERDA  MINISTRO SUPLENTE:  PFELFFER,CHEVESICH CERDA MINISTRO SUPLENTE: PFELFFER ,,SUPLENTE: SEÑOR PFELFFER,  ,CHEVESICH,CERDA,MINISTRO,SUPLENTE:,feriado,,,
22461,CUARTA,  BLANCO,  CHEVESICH  CERDA  MINISTRO ,CHEVESICH CERDA MINISTRO ,2017-07-19 00:00:00,,  ,CHEVESICH,CERDA,MINISTRO,,feriado,,,
22468,CUARTA,  BLANCO,  CHEVESICH SRÑOR CERDA  MINISTRO ,CHEVESICH SRÑOR CERDA MINISTRO ,2017-07-20 00:00:00,,  ,CHEVESICH,SRÑOR,CERDA,MINISTRO,feriado,,,
22482,CUARTA,  BLANCO,  CHEVESICH  ARANGUIZ  LOS ,CHEVESICH ARANGUIZ LOS LAGOS CORREA ,2017-07-24 00:00:00,,  LAGOS  CORREA ,CHEVESICH,ARANGUIZ,LOS,LAGOS,licencia,feriado,subroga,
22491,CUARTA,  FUENTES,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS LAGOS CORREA ,2017-07-25 00:00:00,,  LAGOS  CORREA ,BLANCO,CHEVESICH,LOS,LAGOS,licencia,feriado,,
22501,CUARTA,  FUENTES,  BLANCO PRADO   ,BLANCO PRADO  QUINTANILLA LAGOS ,2017-07-26 00:00:00,,  QUINTANILLA  LAGOS ,BLANCO,PRADO,,QUINTANILLA,licencia,permiso,feriado,
22512,CUARTA,"  FUENTES,",  BLANCO CERDA   ,BLANCO CERDA  PIZARRO FIGUEROA ,2017-07-27 00:00:00,,  PIZARRO  FIGUEROA ,BLANCO,CERDA,,PIZARRO,licencia,permiso,feriado,
22534,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  DAHM  ,CHEVESICH MUÑOZ DAHM  ETCHEBERRY,2017-07-31 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,DAHM,,permiso,feriado,,
22558,CUARTA,  BRITO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ,2017-07-06 00:00:00,, ,CHEVESICH,MUÑOZ,CERDA,,licencia,,,
22584,CUARTA,  BRITO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ,2017-04-02 00:00:00,, ,CHEVESICH,MUÑOZ,CERDA,,licencia,,,
22599,CUARTA,,  MUÑOZ  CERDA  MINISTRO ,MUÑOZ CERDA MINISTRO ,2017-07-03 00:00:00,,  ,MUÑOZ,CERDA,MINISTRO,,licencia,,,
22602,CUARTA,  BRITO,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ETCHEBERRY,2017-08-10 00:00:00,,   ETCHEBERRY,BLANCO,CHEVESICH,ETCHEBERRY,,feriado,,,
22606,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  PIZARRO SEORA ETCHEBERRY ,2017-08-14 00:00:00,,  PIZARRO  SEORA ETCHEBERRY ,CHEVESICH,MUÑOZ,,PIZARRO,feriado,,,
22610,CUARTA,  BRITO,  BLANCO  CHEVESICH MUÑOZ,BLANCO CHEVESICH MUÑOZ CORREA,2017-08-16 00:00:00,MUÑOZ,   CORREA,BLANCO,CHEVESICH,MUÑOZ,CORREA,feriado,,,
22615,CUARTA,  BRITO,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY ,2017-08-17 00:00:00,,  ETCHEBERRY   ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,permiso,feriado,,
22625,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA ,2017-08-21 00:00:00,,  QUINTANILLA   ,CHEVESICH,MUÑOZ,,QUINTANILLA,feriado,,,
22632,CUARTA,  BRITO,  BLANCO SETÑORAS CHEVESICH ,BLANCO SETÑORAS CHEVESICH ETCHEBERRY,2017-08-22 00:00:00,,   ETCHEBERRY,BLANCO,SETÑORAS,CHEVESICH,ETCHEBERRY,feriado,,,
22640,CUARTA,  BRITO,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS QUINTANILLA ,2017-08-23 00:00:00,,  QUINTANILLA   ,BLANCO,CHEVESICH,LOS,QUINTANILLA,comisión,feriado,,
22649,CUARTA,  BRITO,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS RODRIGUEZ CORREA ,2017-08-24 00:00:00,,  RODRIGUEZ  CORREA ,BLANCO,CHEVESICH,LOS,RODRIGUEZ,comisión,feriado,,
22667,CUARTA,  FUENTES,  BLANCO CERDA   ,BLANCO CERDA  MATUS ETCHEBERRY ,2017-08-28 00:00:00,,  MATUS   ETCHEBERRY ,BLANCO,CERDA,,MATUS,permiso,,,
22678,CUARTA,  BRITO,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ,2017-08-29 00:00:00,, ,BLANCO,SAS,CHEVESICH,,,,,
22690,CUARTA,  BRITO,  BLANCO STÑORAS CHEVESICH ,BLANCO STÑORAS CHEVESICH ,2017-08-30 00:00:00,, ,BLANCO,STÑORAS,CHEVESICH,,,,,
22703,CUARTA,  BRITO,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2017-08-31 00:00:00,, ,BLANCO,CHEVESICH,,,,,,
22717,CUARTA,  BRITO,  BLANCO  CHEVESICH MUÑOZ,BLANCO CHEVESICH MUÑOZ LAGOS,2017-08-09 00:00:00,MUÑOZ,   LAGOS,BLANCO,CHEVESICH,MUÑOZ,LAGOS,feriado,,,
22732,CUARTA,  BRITO,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2017-08-08 00:00:00,,  ,BLANCO,CHEVESICH,,,feriado,,,
22748,CUARTA,  BLANCO,,PIZARRO CORREA ,2017-08-07 00:00:00,,  PIZARRO  CORREA ,PIZARRO,CORREA,,,feriado,,,
22780,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  .0S ABOGADOS ,CHEVESICH MUÑOZ .0S ABOGADOS LAGOS CORREA ,2017-08-03 00:00:00,,  LAGOS  CORREA ,CHEVESICH,MUÑOZ,.0S,ABOGADOS,feriado,,,
22798,CUARTA, MUÑOZ,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS LAGOS CORREA ,2017-08-02 00:00:00,,  LAGOS  CORREA ,BLANCO,CHEVESICH,LOS,LAGOS,feriado,subroga,,
22817,CUARTA,  BLANCO,,PIZARRO ,,,  PIZARRO   ,PIZARRO,,,,feriado,,,
22820,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS RODRIGUEZ CORREA ,2017-09-11 00:00:00,,  RODRIGUEZ  CORREA ,CHEVESICH,CERDA,LOS,RODRIGUEZ,comisión,,,
22823,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS QUINTANILLA MATUS ,2017-09-12 00:00:00,,  QUINTANILLA  MATUS ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,comisión,subroga,,
22829,CUARTA,  BRITO,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2017-09-14 00:00:00,, ,BLANCO,CHEVESICH,,,,,,
22837,CUARTA,  BRITO,  BLANCO  MUÑOZ  CERDA ,BLANCO MUÑOZ CERDA CORREA,2017-09-20 00:00:00,,   CORREA,BLANCO,MUÑOZ,CERDA,CORREA,feriado,,,
22843,CUARTA,  BRITO,  BLANCO  MUÑOZ  CERDA ,BLANCO MUÑOZ CERDA RODRIGUEZ,2017-09-21 00:00:00,,   RODRIGUEZ,BLANCO,MUÑOZ,CERDA,RODRIGUEZ,feriado,,,
22855,CUARTA,  BLANCO,  MUÑOZ SRÑOR CERDA   ,"MUÑOZ SRÑOR CERDA  PIZARRO ETCHEBERRY, ",2017-09-25 00:00:00,,"  PIZARRO   ETCHEBERRY, ",MUÑOZ,SRÑOR,CERDA,,feriado,,,
22863,CUARTA,  BRITO,  BLANCO STÑOR CERDA   ,BLANCO STÑOR CERDA  PIZARRO ETCHEBERRY ,2017-09-26 00:00:00,,  PIZARRO   ETCHEBERRY ,BLANCO,STÑOR,CERDA,,permiso,feriado,,
22872,CUARTA,  BLANCO,  MUNOZ  CERDA   ,MUNOZ CERDA  RODRIGUEZ LAGOS ,2017-09-27 00:00:00,,  RODRIGUEZ  LAGOS ,MUNOZ,CERDA,,RODRIGUEZ,permiso,feriado,,
22906,CUARTA,  BRITO,  BLANCO  MUÑOZ  1OS ABOGADOS ,BLANCO MUÑOZ 1OS ABOGADOS TCHEBERRY CORREA ,2017-09-07 00:00:00,,   TCHEBERRY   CORREA ,BLANCO,MUÑOZ,1OS,ABOGADOS,comisión,subroga,,
22917,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  CORREA FIGUEROA ,2017-09-06 00:00:00,,  CORREA  FIGUEROA ,MUÑOZ,CERDA,,CORREA,comisión,permiso,,
22929,CUARTA,  BRITO,  BLANCO  MUÑOZ  CERDA,BLANCO MUÑOZ CERDA CORREA,2017-09-05 00:00:00,CERDA,   CORREA,BLANCO,MUÑOZ,CERDA,CORREA,comisión,,,
22942,CUARTA,  FUENTES,  BLANCO CERDA   ,BLANCO CERDA  QUINTANILLA — ,2017-09-04 00:00:00,,    QUINTANILLA —   ,BLANCO,CERDA,,QUINTANILLA,,,,
22956,CUARTA,  BRITO,  BLANCO ARANGUIZ   ,BLANCO ARANGUIZ  QUINTANILLA “ — ,2017-10-10 00:00:00,,    QUINTANILLA “ —  ,BLANCO,ARANGUIZ,,QUINTANILLA,permiso,feriado,,
22962,CUARTA,  BLANCO,  MUÑOZ SEOR CERDA   ,MUÑOZ SEOR CERDA  ETCHEBERRY CORREA ,2017-10-16 00:00:00,,  ETCHEBERRY   CORREA ,MUÑOZ,SEOR,CERDA,,feriado,,,
22966,CUARTA,  BRITO,  SANDOVAL  BLANCO  LOS ,SANDOVAL BLANCO LOS ETCHEBERRY ,2017-10-17 00:00:00,,  ETCHEBERRY   ,SANDOVAL,BLANCO,LOS,ETCHEBERRY,feriado,subroga,,
22971,CUARTA,  BRITO,  BLANCO ARANGUIZ  MUÑOZ,BLANCO ARANGUIZ MUÑOZ PIZARRO,2017-10-18 00:00:00,MUÑOZ,   PIZARRO,BLANCO,ARANGUIZ,MUÑOZ,PIZARRO,feriado,subroga,,
22977,| CUARTA,  BRITO,  BLANCO  MUÑOZ  ,BLANCO MUÑOZ  ETCHEBERRY,2017-10-19 00:00:00,,   ETCHEBERRY,BLANCO,MUÑOZ,,ETCHEBERRY,feriado,,,
22984,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS PIZARRO CORREA ,2017-10-23 00:00:00,,  PIZARRO  CORREA ,CHEVESICH,CERDA,LOS,PIZARRO,comisión,,,
22992,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS QUINTANILLA ,2017-10-24 00:00:00,,  QUINTANILLA   ,CHEVESICH,CERDA,LOS,QUINTANILLA,comisión,,,
23001,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS QUINTANILLA LAGOS ,2017-10-25 00:00:00,,  QUINTANILLA  LAGOS ,CHEVESICH,CERDA,LOS,QUINTANILLA,comisión,,,
23011,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS QUINTANILLA ,2017-10-26 00:00:00,,  QUINTANILLA  ,CHEVESICH,CERDA,LOS,QUINTANILLA,comisión,,,
23022,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-10-30 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
23034,CUARTA,  BRITO,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2017-10-31 00:00:00,, ,BLANCO,CHEVESICH,,,,,,
23058,CUARTA,  BRITO,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  GOMEZ CORREA ,2017-10-05 00:00:00,,  GOMEZ  CORREA ,BLANCO,MUÑOZ,,GOMEZ,comisión,feriado,,
23072,CUARTA,  BRITO,  MUNOZ  PRADO   ,MUNOZ PRADO  QUINTANILLA FIGUROA ,2017-10-04 00:00:00,,  QUINTANILLA  FIGUROA ,MUNOZ,PRADO,,QUINTANILLA,comisión,feriado,,
23087,CUARTA,  BRITO,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  PIZARRO CORREA ,2017-10-03 00:00:00,,  PIZARRO  CORREA ,BLANCO,MUÑOZ,,PIZARRO,comisión,feriado,,
23104,CUARTA,  BLANCO,  MUÑOZ  PRADO   ,MUÑOZ PRADO  PIZARRO SEÑÑORA ETCHEBERRY ,2017-10-02 00:00:00,,  PIZARRO  SEÑÑORA ETCHEBERRY ,MUÑOZ,PRADO,,PIZARRO,comisión,feriado,,
23107,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  PRADO ,CHEVESICH MUÑOZ PRADO ETCHEBERR ,2017-11-13 00:00:00,,  ETCHEBERR    ,CHEVESICH,MUÑOZ,PRADO,ETCHEBERR,feriado,,,
23110,CUARTA,  KUNSEMULLER,  BRITO BLANCO   ,BRITO BLANCO  ETCHEBERRY CORREA ,2017-11-14 00:00:00,,  ETCHEBERRY   CORREA ,BRITO,BLANCO,,ETCHEBERRY,comisión,feriado,,
23114,CUARTA,  BLANCO,  MUÑOZ  PRADO   ,MUÑOZ PRADO TCHEBERRY FIGUEROA ,2017-11-15 00:00:00,,   TCHEBERRY   FIGUEROA ,MUÑOZ,PRADO,TCHEBERRY,FIGUEROA,comisión,permiso,feriado,
23119,CUARTA,  BRITO,  BLANCO  CHEVESICH MUÑOZ,BLANCO CHEVESICH MUÑOZ RODRIGUEZ,2017-11-16 00:00:00,MUÑOZ,   RODRIGUEZ,BLANCO,CHEVESICH,MUÑOZ,RODRIGUEZ,feriado,,,
23129,CUARTA,,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS QUINTANILLA ,2017-11-20 00:00:00,,  QUINTANILLA   ,BLANCO,CHEVESICH,LOS,QUINTANILLA,feriado,subroga,,
23136,CUARTA,  BRITO,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS MA TUS CORREA ,2017-11-21 00:00:00,,  MA TUS  CORREA ,BLANCO,CHEVESICH,LOS,MA,feriado,subroga,,
23151,CUARTA,  BRITO,  CHEVESICH  DAHM  LOS ,CHEVESICH DAHM LOS PIZARRO CORREA ,2017-11-23 00:00:00,,  PIZARRO  CORREA ,CHEVESICH,DAHM,LOS,PIZARRO,feriado,,,
