evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
16 km al N de El Tabo,-33.313 ,-71.676,2022-09-19,20:55:20,2022-09-19,23:55:20,33,km,4.0,Ml
49 km al SO de Mina Collahuasi,-21.151 ,-68.977,2022-09-19,15:27:11,2022-09-19,18:27:11,112,km,3.1,Ml
31 km al O de Mina Collahuasi,-20.887 ,-68.952,2022-09-19,14:35:23,2022-09-19,17:35:23,110,km,3.3,Ml
17 km al N de El Tabo,-33.305 ,-71.675,2022-09-19,10:00:04,2022-09-19,13:00:04,30,km,3.3,Ml
32 km al NE de Calama,-22.247 ,-68.727,2022-09-19,09:59:15,2022-09-19,12:59:15,122,km,4.4,Ml
49 km al N de Mina Collahuasi,-20.407 ,-68.806,2022-09-19,08:11:27,2022-09-19,11:11:27,112,km,2.8,Ml
62 km al O de Cuya,-19.041 ,-70.758,2022-09-19,08:09:30,2022-09-19,11:09:30,28,km,2.7,Ml
27 km al NO de Visviri,-17.393 ,-69.622,2022-09-19,08:08:03,2022-09-19,11:08:03,167,km,3.3,Ml
15 km al O de Andacollo,-30.219 ,-71.236,2022-09-19,07:42:00,2022-09-19,10:42:00,58,km,3.1,Ml
25 km al O de OllagÃ¼e,-21.203 ,-68.497,2022-09-19,07:23:48,2022-09-19,10:23:48,127,km,2.8,Ml
47 km al SE de San Pedro de Atacama,-23.150 ,-67.814,2022-09-19,06:39:43,2022-09-19,09:39:43,159,km,2.9,Ml
54 km al SO de Mina Collahuasi,-21.237 ,-68.932,2022-09-19,06:29:16,2022-09-19,09:29:16,115,km,3.2,Ml
40 km al NO de La Higuera,-29.289 ,-71.532,2022-09-19,04:52:34,2022-09-19,07:52:34,46,km,3.0,Ml
52 km al NE de Calama,-22.081 ,-68.644,2022-09-19,04:08:56,2022-09-19,07:08:56,113,km,3.0,Ml
62 km al N de Pica,-19.954 ,-69.183,2022-09-19,03:50:17,2022-09-19,06:50:17,93,km,2.5,Ml
24 km al SE de Pisagua,-19.788 ,-70.116,2022-09-19,03:46:23,2022-09-19,06:46:23,53,km,2.5,Ml
49 km al SO de Alto Hospicio,-20.664 ,-70.313,2022-09-19,03:08:55,2022-09-19,06:08:55,30,km,2.8,Ml
73 km al SO de OllagÃ¼e,-21.751 ,-68.675,2022-09-19,02:01:34,2022-09-19,05:01:34,119,km,2.6,Ml
69 km al SE de Socaire,-24.156 ,-67.616,2022-09-19,01:45:48,2022-09-19,04:45:48,201,km,3.1,Ml
75 km al SE de Socaire,-24.107 ,-67.423,2022-09-19,01:42:34,2022-09-19,04:42:34,238,km,3.3,Ml
76 km al E de Socaire,-23.867 ,-67.203,2022-09-19,00:56:07,2022-09-19,03:56:07,242,km,3.6,Ml
34 km al S de Mina Collahuasi,-21.127 ,-68.729,2022-09-18,21:42:36,2022-09-19,00:42:36,119,km,2.6,Ml
52 km al O de ValparaÃ­so,-33.108 ,-72.164,2022-09-18,21:16:34,2022-09-19,00:16:34,24,km,2.5,Ml
