evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
72 km al NE de San Pedro de Atacama,-22.390 ,-67.794,2022-09-16,20:11:56,2022-09-16,23:11:56,189,km,2.6,Ml
41 km al SE de Mina Los Pelambres,-32.146 ,-70.385,2022-09-16,19:52:01,2022-09-16,22:52:01,131,km,2.7,Ml
30 km al SE de OllagÃ¼e,-21.383 ,-68.022,2022-09-16,16:49:27,2022-09-16,19:49:27,179,km,3.5,Ml
72 km al N de Mina La Escondida.,-23.624 ,-69.130,2022-09-16,16:42:28,2022-09-16,19:42:28,114,km,2.5,Ml
79 km al N de San Pedro de Atacama,-22.235 ,-67.982,2022-09-16,16:24:25,2022-09-16,19:24:25,204,km,4.1,Ml
58 km al S de Socaire,-24.097 ,-67.769,2022-09-16,16:03:41,2022-09-16,19:03:41,238,km,2.8,Ml
25 km al NE de Baquedano,-23.133 ,-69.743,2022-09-16,15:26:12,2022-09-16,18:26:12,55,km,2.6,Ml
29 km al SO de Mina Collahuasi,-21.039 ,-68.827,2022-09-16,14:52:03,2022-09-16,17:52:03,107,km,2.5,Ml
29 km al NE de Rancagua,-34.046 ,-70.463,2022-09-16,13:02:01,2022-09-16,16:02:01,118,km,2.6,Ml
49 km al SE de Socaire,-23.924 ,-67.573,2022-09-16,12:54:28,2022-09-16,15:54:28,257,km,2.6,Ml
12 km al SE de Cuya,-19.250 ,-70.112,2022-09-16,11:44:08,2022-09-16,14:44:08,56,km,3.9,Ml
30 km al N de Iquique,-19.960 ,-70.051,2022-09-16,11:13:00,2022-09-16,14:13:00,48,km,4.2,Mw
62 km al SE de Socaire,-24.083 ,-67.602,2022-09-16,10:15:21,2022-09-16,13:15:21,236,km,3.2,Ml
23 km al NE de Linares,-35.738 ,-71.381,2022-09-16,04:44:23,2022-09-16,07:44:23,104,km,2.6,Ml
16 km al E de Linares,-35.876 ,-71.422,2022-09-16,02:30:52,2022-09-16,05:30:52,94,km,3.0,Ml
22 km al O de Iquique,-20.275 ,-70.352,2022-09-16,00:02:45,2022-09-16,03:02:45,35,km,3.5,Ml
76 km al S de Colchane.,-19.956 ,-68.749,2022-09-15,23:42:47,2022-09-16,02:42:47,125,km,3.0,Ml
23 km al SO de La Higuera,-29.694 ,-71.308,2022-09-15,22:54:56,2022-09-16,01:54:56,51,km,3.0,Ml
12 km al SE de Huasco,-28.545 ,-71.133,2022-09-15,22:20:07,2022-09-16,01:20:07,47,km,3.3,Ml
20 km al SE de Tierra Amarilla,-27.608 ,-70.125,2022-09-15,21:48:55,2022-09-16,00:48:55,74,km,3.5,Ml
33 km al E de Tacna,-18.015 ,-69.939,2022-09-15,21:22:06,2022-09-16,00:22:06,104,km,3.1,Ml
