evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
78 km al NO de ValparaÃ­so,-32.691 ,-72.330,2022-09-03,17:49:42,2022-09-03,21:49:42,18,km,3.8,Ml
48 km al O de La Ligua,-32.599 ,-71.708,2022-09-03,16:59:50,2022-09-03,20:59:50,37,km,2.6,Ml
47 km al S de Mina Collahuasi,-21.229 ,-68.808,2022-09-03,15:51:44,2022-09-03,19:51:44,121,km,4.3,Ml
40 km al SO de Mina Collahuasi,-21.098 ,-68.904,2022-09-03,15:44:49,2022-09-03,19:44:49,110,km,3.4,Ml
29 km al SE de Mina Los Pelambres,-32.037 ,-70.416,2022-09-03,10:14:36,2022-09-03,14:14:36,129,km,4.0,Ml
66 km al SO de OllagÃ¼e,-21.777 ,-68.489,2022-09-03,08:57:59,2022-09-03,12:57:59,124,km,2.9,Ml
101 km al SE de OllagÃ¼e,-21.918 ,-67.627,2022-09-03,08:15:19,2022-09-03,12:15:19,213,km,3.1,Ml
59 km al N de Taltal,-24.909 ,-70.285,2022-09-03,06:49:36,2022-09-03,10:49:36,54,km,2.7,Ml
43 km al NO de ValparaÃ­so,-32.690 ,-71.788,2022-09-03,06:03:18,2022-09-03,10:03:18,35,km,2.5,Ml
54 km al SO de Mina Collahuasi,-21.267 ,-68.874,2022-09-03,03:26:45,2022-09-03,07:26:45,118,km,3.3,Ml
69 km al NO de ValparaÃ­so,-32.583 ,-72.103,2022-09-03,02:59:48,2022-09-03,06:59:48,33,km,3.4,Ml
73 km al S de Socaire,-24.250 ,-67.915,2022-09-02,23:19:27,2022-09-03,03:19:27,249,km,2.5,Ml
120 km al NE de Socaire,-23.116 ,-66.835,2022-09-02,21:44:06,2022-09-03,01:44:06,218,km,3.1,Ml
70 km al SE de Socaire,-24.011 ,-67.379,2022-09-02,20:58:59,2022-09-03,00:58:59,226,km,2.9,Ml
