evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al SO de MarÃ­a Elena,-22.531 ,-70.040,2022-09-11,20:38:16,2022-09-11,23:38:16,20,km,2.5,Ml
72 km al S de OllagÃ¼e,-21.828 ,-68.500,2022-09-11,19:47:47,2022-09-11,22:47:47,123,km,3.6,Ml
29 km al NO de Mina Collahuasi,-20.717 ,-68.906,2022-09-11,19:45:31,2022-09-11,22:45:31,106,km,2.5,Ml
42 km al SO de Mina Collahuasi,-21.061 ,-68.979,2022-09-11,16:51:50,2022-09-11,19:51:50,108,km,3.0,Ml
9 km al NE de La Ligua,-32.401 ,-71.152,2022-09-11,16:11:18,2022-09-11,19:11:18,86,km,3.4,Ml
105 km al E de Tierra Amarilla,-27.648 ,-69.213,2022-09-11,15:26:50,2022-09-11,18:26:50,116,km,3.3,Ml
24 km al S de Mina Collahuasi,-21.040 ,-68.612,2022-09-11,12:53:48,2022-09-11,15:53:48,137,km,2.8,Ml
40 km al NE de Calama,-22.150 ,-68.749,2022-09-11,10:19:05,2022-09-11,13:19:05,115,km,3.7,Ml
73 km al O de VichuquÃ©n,-34.698 ,-72.759,2022-09-11,09:20:32,2022-09-11,12:20:32,24,km,2.7,Ml
61 km al E de Alto del Carmen,-28.621 ,-69.882,2022-09-11,09:11:04,2022-09-11,12:11:04,102,km,3.0,Ml
26 km al SO de Tierra Amarilla,-27.694 ,-70.385,2022-09-11,07:05:32,2022-09-11,10:05:32,65,km,2.6,Ml
42 km al SO de Los Vilos,-32.254 ,-71.698,2022-09-11,06:43:37,2022-09-11,09:43:37,24,km,2.6,Ml
6 km al E de La Ligua,-32.454 ,-71.171,2022-09-11,05:59:24,2022-09-11,08:59:24,69,km,2.7,Ml
58 km al S de OllagÃ¼e,-21.717 ,-68.451,2022-09-11,05:44:12,2022-09-11,08:44:12,119,km,3.3,Ml
32 km al S de Mina Collahuasi,-21.111 ,-68.599,2022-09-11,05:41:50,2022-09-11,08:41:50,121,km,2.7,Ml
130 km al NO de ConstituciÃ³n,-34.574 ,-73.500,2022-09-11,05:36:23,2022-09-11,08:36:23,35,km,3.1,Ml
126 km al SE de Socaire,-24.266 ,-66.899,2022-09-11,04:47:16,2022-09-11,07:47:16,222,km,4.7,Mw
32 km al NO de Socaire,-23.431 ,-68.147,2022-09-11,03:32:42,2022-09-11,06:32:42,160,km,3.4,Ml
61 km al S de Socaire,-24.137 ,-67.878,2022-09-11,02:11:35,2022-09-11,05:11:35,242,km,2.9,Ml
52 km al SO de Mina Collahuasi,-21.257 ,-68.861,2022-09-11,01:55:44,2022-09-11,04:55:44,117,km,2.9,Ml
113 km al O de Lebu,-37.982 ,-74.848,2022-09-11,01:46:46,2022-09-11,04:46:46,31,km,3.7,Ml
27 km al O de Colina,-33.208 ,-70.963,2022-09-10,23:22:07,2022-09-11,03:22:07,74,km,4.5,Mw
23 km al NE de El Salvador,-26.066 ,-69.494,2022-09-10,23:10:11,2022-09-11,03:10:11,95,km,3.0,Ml
91 km al O de Cobquecura,-36.087 ,-73.807,2022-09-10,20:32:38,2022-09-11,00:32:38,37,km,2.9,Ml
