evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
62 km al NO de La Higuera,-28.993 ,-71.448,2022-09-13,19:44:35,2022-09-13,22:44:35,39,km,2.9,Ml
55 km al SE de Antofagasta,-24.040 ,-70.079,2022-09-13,16:57:27,2022-09-13,19:57:27,60,km,4.1,Ml
85 km al SE de Socaire,-24.209 ,-67.397,2022-09-13,14:21:57,2022-09-13,17:21:57,207,km,4.7,Mw
38 km al NE de Calama,-22.217 ,-68.679,2022-09-13,13:20:50,2022-09-13,16:20:50,109,km,2.7,Ml
59 km al N de Mina Collahuasi,-20.299 ,-68.724,2022-09-13,11:14:36,2022-09-13,14:14:36,112,km,2.9,Ml
46 km al O de OllagÃ¼e,-21.258 ,-68.692,2022-09-13,11:04:45,2022-09-13,14:04:45,121,km,2.9,Ml
22 km al SE de Tacna,-18.198 ,-70.161,2022-09-13,09:02:41,2022-09-13,12:02:41,90,km,3.0,Ml
4 km al SE de Canela Baja,-31.430 ,-71.428,2022-09-13,06:58:31,2022-09-13,09:58:31,51,km,3.1,Ml
104 km al O de TirÃºa,-38.284 ,-74.679,2022-09-13,06:27:21,2022-09-13,09:27:21,28,km,3.1,Ml
33 km al SE de Pica,-20.730 ,-69.147,2022-09-13,03:46:26,2022-09-13,06:46:26,107,km,3.1,Ml
39 km al NE de Calama,-22.224 ,-68.660,2022-09-13,03:15:19,2022-09-13,06:15:19,110,km,3.1,Ml
58 km al NE de Calama,-21.989 ,-68.710,2022-09-13,02:19:51,2022-09-13,05:19:51,121,km,3.2,Ml
68 km al SO de Caldera,-27.529 ,-71.267,2022-09-13,00:40:16,2022-09-13,03:40:16,42,km,2.8,Ml
30 km al NE de Calama,-22.317 ,-68.690,2022-09-12,23:08:31,2022-09-13,02:08:31,106,km,3.8,Ml
154 km al O de Valdivia,-39.456 ,-74.978,2022-09-12,22:29:43,2022-09-13,01:29:43,17,km,3.3,Ml
21 km al SE de La Higuera,-29.681 ,-71.103,2022-09-12,21:49:30,2022-09-13,00:49:30,47,km,2.7,Ml
