index,Posesión de balón_local_final,Remates_local_final,Remates a puerta_local_final,Remates fuera_local_final,Remates rechazados_local_final,Córneres_local_final,Fueras de juego_local_final,Paradas_local_final,Faltas_local_final,Tarjetas rojas_local_final,Tarjetas amarillas_local_final,Pases totales_local_final,Tackles_local_final,Ataques_local_final,Ataques peligrosos_local_final,Posesión de balón_visita_final,Remates_visita_final,Remates a puerta_visita_final,Remates fuera_visita_final,Remates rechazados_visita_final,Córneres_visita_final,Fueras de juego_visita_final,Paradas_visita_final,Faltas_visita_final,Tarjetas rojas_visita_final,Tarjetas amarillas_visita_final,Pases totales_visita_final,Tackles_visita_final,Ataques_visita_final,Ataques peligrosos_visita_final,Posesión de balón_local_1T,Remates_local_1T,Remates a puerta_local_1T,Remates fuera_local_1T,Remates rechazados_local_1T,Córneres_local_1T,Fueras de juego_local_1T,Paradas_local_1T,Faltas_local_1T,Tarjetas amarillas_local_1T,Pases totales_local_1T,Tackles_local_1T,Ataques_local_1T,Ataques peligrosos_local_1T,Posesión de balón_visita_1T,Remates_visita_1T,Remates a puerta_visita_1T,Remates fuera_visita_1T,Remates rechazados_visita_1T,Córneres_visita_1T,Fueras de juego_visita_1T,Paradas_visita_1T,Faltas_visita_1T,Tarjetas amarillas_visita_1T,Pases totales_visita_1T,Tackles_visita_1T,Ataques_visita_1T,Ataques peligrosos_visita_1T,Posesión de balón_local_2T,Remates_local_2T,Remates a puerta_local_2T,Remates fuera_local_2T,Remates rechazados_local_2T,Córneres_local_2T,Fueras de juego_local_2T,Paradas_local_2T,Faltas_local_2T,Tarjetas rojas_local_2T,Tarjetas amarillas_local_2T,Pases totales_local_2T,Tackles_local_2T,Ataques_local_2T,Ataques peligrosos_local_2T,Posesión de balón_visita_2T,Remates_visita_2T,Remates a puerta_visita_2T,Remates fuera_visita_2T,Remates rechazados_visita_2T,Córneres_visita_2T,Fueras de juego_visita_2T,Paradas_visita_2T,Faltas_visita_2T,Tarjetas rojas_visita_2T,Tarjetas amarillas_visita_2T,Pases totales_visita_2T,Tackles_visita_2T,Ataques_visita_2T,Ataques peligrosos_visita_2T,año,Tarjetas rojas_local_1T,Tarjetas rojas_visita_1T,Pases completados_local_final,Pases completados_visita_final,Pases completados_local_1T,Pases completados_visita_1T,Pases completados_local_2T,Pases completados_visita_2T,Tiros libres_local_final,Tiros libres_visita_final,Tiros libres_local_1T,Tiros libres_visita_1T,Tiros libres_local_2T,Tiros libres_visita_2T,Saques de banda_local_final,Saques de banda_visita_final,Saques de banda_local_2T,Saques de banda_visita_2T,Saques de banda_local_1T,Saques de banda_visita_1T
0,61%,21,12,9,,5,3,3,10,,1,226,,104,78,39%,7,4,3,,3,2,9,10,,0,125,,90,66,63%,13,7,6,,3,2,3,3,,108,,56,45,37%,5,3,2,,1,0,7,6,,54,,40,25,59%,8,5,3,,2,1,0,7,,1,118,,48,33,41%,2,1,1,,2,2,2,4,,0,71,,50,41,2021,,,205,116,96,49,109,67,,,,,,,,,,,,
0,65%,15,5,10,,3,1,1,16,,2,275,,148,95,35%,8,2,6,,2,0,5,11,,1,110,,108,59,69%,11,3,8,,2,0,0,7,,136,,77,43,31%,5,0,5,,1,0,3,4,,39,,49,22,61%,4,2,2,,1,1,1,9,,2,139,,71,52,39%,3,2,1,,1,0,2,7,,1,71,,59,37,2021,,,225,93,115,33,110,60,,,,,,,,,,,,
0,47%,12,3,9,,3,3,3,8,0,4,178,,115,50,53%,10,4,6,,5,1,1,20,1,4,242,,115,72,48%,6,2,4,,1,1,1,6,3,87,,58,27,52%,6,1,5,,2,0,1,8,1,116,,62,35,46%,6,1,5,,2,2,2,2,0,1,91,,57,23,54%,4,3,1,,3,1,0,12,1,3,126,,53,37,2021,,,157,210,73,99,84,111,,,,,,,,,,,,
0,68%,15,5,10,,8,0,5,16,,4,307,,78,72,32%,11,6,5,,11,0,3,14,,6,101,,71,69,64%,3,0,3,,2,0,3,9,3,128,,32,22,36%,7,4,3,,6,0,0,4,2,56,,27,40,72%,12,5,7,,6,0,2,7,,1,179,,46,50,28%,4,2,2,,5,0,3,10,,4,45,,44,29,2021,,,264,90,112,51,152,39,,,,,,,,,,,,
0,59%,8,4,4,,2,3,3,7,0,3,279,,100,51,41%,6,3,3,,7,0,3,12,1,2,173,,107,90,67%,4,1,3,,1,3,1,3,1,187,,51,26,33%,2,1,1,,5,0,1,4,1,81,,53,43,51%,4,3,1,,1,0,2,4,0,2,92,,49,25,49%,4,2,2,,2,0,2,8,1,1,92,,54,47,2021,,,260,137,172,69,88,68,,,,,,,,,,,,
0,53%,17,9,8,,3,4,4,10,,4,187,,105,61,47%,14,5,9,,3,1,6,16,,5,167,,99,65,52%,6,4,2,,2,3,2,2,1,94,,63,33,48%,7,2,5,,2,1,3,7,0,93,,51,32,54%,11,5,6,,1,1,2,8,,3,93,,42,28,46%,7,3,4,,1,0,3,9,,5,74,,48,33,2021,,,165,157,85,88,80,69,,,,,,,,,,,,
0,57%,7,4,3,,5,0,3,11,1,6,339,,102,76,43%,9,5,4,,5,1,3,19,0,3,184,,80,53,58%,3,1,2,,1,0,3,4,3,191,,53,31,42%,7,4,3,,3,0,1,8,2,101,,41,25,56%,4,3,1,,4,0,0,7,,3,148,,49,45,44%,2,1,1,,2,1,2,11,,1,83,,39,28,2021,1,0,285,152,162,88,123,64,,,,,,,,,,,,
0,33%,14,11,3,,5,3,5,13,0,4,149,,80,54,67%,9,6,3,,2,1,8,11,1,2,384,,120,69,36%,7,6,1,,2,2,0,8,3,83,,41,28,64%,0,0,0,,1,1,5,7,2,171,,54,32,30%,7,5,2,,3,1,5,5,0,1,66,,39,26,70%,9,6,3,,1,0,3,4,1,0,213,,66,37,2021,,,124,345,67,153,57,192,,,,,,,,,,,,
0,54%,10,5,5,,8,0,3,14,,4,359,,96,101,46%,8,6,2,,2,1,4,15,,4,266,,87,65,58%,3,0,3,,7,0,1,8,1,217,,50,55,42%,1,1,0,,0,0,0,6,1,133,,35,25,50%,7,5,2,,1,0,2,6,,3,142,,46,46,50%,7,5,2,,2,1,4,9,,3,133,,52,40,2021,,,344,212,212,105,132,107,,,,,,,,,,,,
0,56%,22,14,8,,9,2,2,12,,1,364,,91,101,44%,5,3,2,,6,0,11,13,,2,270,,70,52,59%,11,5,6,,2,0,1,7,1,211,,54,52,41%,4,2,2,,2,0,5,7,0,133,,31,20,53%,11,9,2,,7,2,1,5,,0,153,,37,49,47%,1,1,0,,4,0,6,6,,2,137,,39,32,2021,,,327,248,193,123,134,125,,,,,,,,,,,,
0,43%,11,6,5,,3,2,5,8,,2,266,,103,50,57%,9,6,3,,2,0,4,14,,0,394,,105,51,42%,6,4,2,,2,1,4,2,,146,,48,25,58%,5,4,1,,2,0,3,5,,226,,51,26,44%,5,2,3,,1,1,1,6,,2,120,,55,25,56%,4,2,2,,0,0,1,9,,0,168,,54,25,2021,,,255,327,141,193,114,134,,,,,,,,,,,,
0,56%,9,5,4,,11,5,4,11,,2,278,,118,120,44%,8,6,2,,1,1,5,18,,3,199,,67,42,61%,5,3,2,,5,2,1,6,1,144,,43,58,39%,3,2,1,,1,0,3,6,0,81,,26,15,51%,4,2,2,,6,3,3,5,,1,134,,75,62,49%,5,4,1,,0,1,2,12,,3,118,,41,27,2021,,,241,167,125,63,116,104,,,,,,,,,,,,
0,40%,10,5,5,,2,5,4,17,,2,180,,96,49,60%,10,5,5,,3,0,4,7,,2,331,,114,65,38%,5,3,2,,1,2,2,7,1,88,,48,25,62%,5,2,3,,2,0,3,2,1,183,,58,34,42%,5,2,3,,1,3,2,10,,1,92,,48,24,58%,5,3,2,,1,0,1,5,,1,148,,56,31,2021,,,167,303,79,170,88,133,,,,,,,,,,,,
0,59%,21,13,8,,3,0,4,8,1,2,386,,79,77,41%,10,5,5,,4,1,10,9,1,2,216,,92,71,67%,14,8,6,,2,0,2,5,1,246,,51,51,33%,5,2,3,,3,0,7,2,0,83,,35,32,51%,7,5,2,,1,0,2,3,,1,140,,28,26,49%,5,3,2,,1,1,3,7,,2,133,,57,39,2021,1,1,351,170,225,63,126,107,,,,,,,,,,,,
0,63%,15,10,5,,4,3,6,11,0,1,390,,71,31,37%,14,8,6,,4,0,4,9,1,1,189,,62,23,56%,8,5,3,,1,0,4,6,0,145,,57,23,44%,10,5,5,,3,0,2,4,1,93,,49,16,71%,7,5,2,,3,3,2,5,,1,245,,14,8,29%,4,3,1,,1,0,2,5,,0,96,,13,7,2021,0,1,350,138,125,66,225,72,,,,,,,,,,,,
0,53%,16,9,7,,6,1,6,7,,2,265,,148,79,47%,13,7,6,,4,1,8,7,,1,188,,129,60,55%,6,3,3,,5,1,3,4,1,129,,75,41,45%,6,4,2,,3,0,3,1,0,83,,64,29,51%,10,6,4,,1,0,3,3,,1,136,,73,38,49%,7,3,4,,1,1,5,6,,1,105,,65,31,2021,,,250,134,121,56,129,78,,,,,,,,,,,,
0,42%,9,8,1,,3,1,4,17,1,1,222,,86,64,58%,12,6,6,,7,2,6,18,0,2,324,,97,84,43%,2,1,1,,0,1,0,9,0,125,,44,27,57%,4,2,2,,4,1,0,9,1,164,,47,37,41%,7,7,0,,3,0,4,8,,1,97,,42,37,59%,8,4,4,,3,1,6,9,,1,160,,50,47,2021,1,0,180,285,97,142,83,143,,,,,,,,,,,,
0,47%,13,7,6,,7,1,7,14,,2,239,,82,80,53%,14,7,7,,3,2,6,11,,0,285,,110,85,46%,8,2,6,,3,0,4,8,2,104,,36,43,54%,6,4,2,,1,0,2,9,0,131,,40,31,48%,5,5,0,,4,1,3,6,,,135,,46,37,52%,8,3,5,,2,2,4,2,,,154,,70,54,2021,,,223,267,96,120,127,147,,,,,,,,,,,,
0,59%,15,10,5,,4,4,2,13,,2,235,,89,86,41%,9,3,6,,2,5,9,21,,2,141,,68,50,51%,7,5,2,,3,2,0,6,1,102,,42,45,49%,3,0,3,,1,3,5,6,0,100,,49,28,67%,8,5,3,,1,2,2,7,,1,133,,47,41,33%,6,3,3,,1,2,4,15,,2,41,,19,22,2021,,,225,115,98,84,127,31,,,,,,,,,,,,
0,66%,19,14,5,,12,0,3,10,,2,526,,127,119,34%,10,4,6,,5,2,13,7,,1,177,,74,68,66%,8,5,3,,3,0,2,5,2,274,,62,43,34%,5,2,3,,4,1,4,4,0,95,,42,41,66%,11,9,2,,9,0,1,5,,0,252,,65,76,34%,5,2,3,,1,1,9,3,,1,82,,32,27,2021,,,463,143,241,76,222,67,,,,,,,,,,,,
0,51%,8,6,2,,3,1,3,17,,2,193,,85,54,49%,10,4,6,,5,1,2,15,,2,179,,95,84,52%,5,4,1,,3,1,1,7,0,133,,49,27,48%,3,1,2,,1,1,2,10,1,116,,46,34,50%,3,2,1,,0,0,2,10,,2,60,,36,27,50%,7,3,4,,4,0,0,5,,1,63,,49,50,2021,,,170,168,118,109,52,59,,,,,,,,,,,,
0,44%,5,3,2,,3,0,11,9,,2,221,,87,69,56%,20,12,8,,4,4,2,17,,1,317,,107,93,35%,1,1,0,,2,0,7,5,2,86,,38,37,65%,13,8,5,,2,2,0,7,0,209,,56,45,52%,4,2,2,,1,0,4,4,,0,135,,49,32,48%,7,4,3,,2,2,2,10,,1,108,,51,48,2021,,,178,295,63,194,115,101,,,,,,,,,,,,
0,48%,11,10,1,,7,2,3,16,,3,309,,132,91,52%,8,5,3,,2,1,10,10,,2,307,,119,50,47%,3,3,0,,2,2,2,11,1,147,,47,38,53%,3,3,0,,0,0,3,4,1,168,,65,26,49%,8,7,1,,5,0,1,5,,2,162,,85,53,51%,5,2,3,,2,1,7,6,,1,139,,54,24,2021,,,272,266,134,150,138,116,,,,,,,,,,,,
0,64%,12,10,2,,4,1,1,15,0,3,339,,127,97,36%,5,2,3,,4,2,9,16,1,3,156,,91,54,63%,6,5,1,,1,0,1,10,1,147,,58,51,37%,4,2,2,,2,1,5,10,2,71,,37,25,65%,6,5,1,,3,1,0,5,,2,192,,69,46,35%,1,0,1,,2,1,4,6,,1,85,,54,29,2021,0,1,303,107,126,47,177,60,,,,,,,,,,,,
0,55%,11,2,9,,1,0,6,8,,2,240,,116,59,45%,14,8,6,,6,3,2,15,,3,157,,104,62,60%,8,1,7,,1,0,2,3,0,147,,57,30,40%,5,2,3,,2,2,1,10,1,79,,46,26,49%,3,1,2,,0,0,4,5,,2,93,,59,29,51%,9,6,3,,4,1,1,5,,2,78,,58,36,2021,,,227,138,139,70,88,68,,,,,,,,,,,,
0,54%,16,10,6,,2,2,4,9,,1,382,,104,68,46%,12,5,7,,6,1,10,9,,1,306,,104,72,48%,2,2,0,,0,2,0,5,,135,,44,26,52%,5,0,5,,3,1,2,5,,148,,52,35,60%,14,8,6,,2,0,4,4,,1,247,,60,42,40%,7,5,2,,3,0,8,4,,1,158,,52,37,2021,,,321,269,108,128,213,141,,,,,,,,,,,,
0,56%,19,13,6,,9,4,7,11,,1,397,,114,89,44%,15,7,8,,4,2,13,14,,1,267,,83,51,57%,9,6,3,,3,1,3,6,,210,,54,40,43%,7,3,4,,2,0,6,8,,139,,45,28,55%,10,7,3,,6,3,4,5,,1,187,,60,49,45%,8,4,4,,2,2,7,6,,1,128,,38,23,2021,,,344,222,187,112,157,110,,,,,,,,,,,,
0,56%,20,14,6,,7,2,9,18,,1,191,,91,68,44%,19,12,7,,3,2,9,13,,4,126,,84,52,58%,8,4,4,,2,1,3,9,0,87,,34,20,42%,7,4,3,,0,1,1,6,2,55,,30,16,54%,12,10,2,,5,1,6,9,,1,104,,57,48,46%,12,8,4,,3,1,8,7,,2,71,,54,36,2021,,,185,115,83,49,102,66,,,,,,,,,,,,
0,47%,11,9,2,,5,0,4,23,,3,220,,95,68,53%,6,5,1,,3,2,8,13,,2,265,,110,57,48%,5,4,1,,4,0,0,9,2,105,,40,31,52%,1,1,0,,2,1,3,4,2,122,,57,30,46%,6,5,1,,1,0,4,14,,1,115,,55,37,54%,5,4,1,,1,1,5,9,,0,143,,53,27,2021,,,193,232,91,112,102,120,,,,,,,,,,,,
0,54%,13,7,6,,7,2,4,17,,1,340,,99,72,46%,12,7,5,,6,1,6,9,,0,283,,89,54,51%,7,1,6,,4,0,0,9,,163,,49,35,49%,5,1,4,,5,0,0,4,,161,,39,29,57%,6,6,0,,3,2,4,8,,1,177,,50,37,43%,7,6,1,,1,1,6,5,,0,122,,50,25,2021,,,300,258,148,150,152,108,,,,,,,,,,,,
0,39%,11,6,5,,6,1,7,9,,4,184,,82,33,61%,19,9,10,,5,2,5,11,,1,326,,94,45,30%,3,1,2,,3,1,2,3,1,71,,38,13,70%,6,2,4,,2,1,1,5,0,204,,48,23,49%,8,5,3,,3,0,5,6,,3,113,,44,20,51%,13,7,6,,3,1,4,6,,1,122,,46,22,2021,,,153,319,57,199,96,120,,,,,,,,,,,,
0,44%,16,9,7,,4,2,2,16,,3,327,,116,82,56%,3,2,1,,2,2,8,12,,3,434,,105,51,47%,5,3,2,,2,2,1,4,0,197,,58,45,53%,1,1,0,,2,1,3,7,1,222,,51,27,41%,11,6,5,,2,0,1,12,,3,130,,58,37,59%,2,1,1,,0,1,5,5,,2,212,,54,24,2021,,,295,365,178,189,117,176,,,,,,,,,,,,
0,53%,20,11,9,,4,4,5,11,,3,291,,100,89,47%,11,5,6,,3,1,10,18,,3,285,,78,63,56%,7,5,2,,1,2,2,5,1,171,,52,40,44%,6,2,4,,2,0,5,10,2,145,,39,34,50%,13,6,7,,3,2,3,6,,2,120,,48,49,50%,5,3,2,,1,1,5,8,,1,140,,39,29,2021,,,254,221,151,121,103,100,,,,,,,,,,,,
0,50%,6,3,3,,4,5,5,13,,3,341,,110,92,50%,11,6,5,,3,4,2,13,,3,329,,92,74,54%,3,1,2,,1,3,3,6,1,183,,47,41,46%,8,4,4,,3,2,0,5,2,145,,42,36,46%,3,2,1,,3,2,2,7,,2,158,,63,51,54%,3,2,1,,0,2,2,8,,1,184,,50,38,2021,,,314,277,167,124,147,153,,,,,,,,,,,,
0,47%,14,6,8,,1,3,4,13,1,3,133,,84,61,53%,18,5,13,,2,1,5,31,1,6,168,,102,76,51%,7,1,6,,0,3,0,7,2,75,,41,26,49%,8,1,7,,0,0,0,13,2,74,,52,38,43%,7,5,2,,1,0,4,6,0,1,58,,43,35,57%,10,4,6,,2,1,5,18,1,4,94,,50,38,2021,1,0,126,125,70,54,56,71,,,,,,,,,,,,
0,37%,11,6,5,,8,1,3,17,,3,187,,97,76,63%,8,4,4,,6,2,4,15,,2,436,,116,97,38%,2,2,0,,4,0,2,10,1,106,,49,39,62%,5,2,3,,3,2,1,6,2,196,,56,41,36%,9,4,5,,4,1,1,7,,2,81,,48,37,64%,3,2,1,,3,0,3,9,,0,240,,60,56,2021,,,152,371,98,171,54,200,,,,,,,,,,,,
0,57%,16,8,8,,2,2,7,8,,1,525,,127,86,43%,10,7,3,,4,0,7,14,,4,327,,110,67,64%,7,3,4,,1,2,4,3,1,299,,69,40,36%,6,4,2,,2,0,3,6,1,134,,58,23,49%,9,5,4,,1,0,3,5,,0,226,,58,46,51%,4,3,1,,2,0,4,8,,3,193,,52,44,2021,,,482,268,280,107,202,161,,,,,,,,,,,,
0,63%,15,10,5,,5,0,4,13,,2,368,,118,99,37%,12,6,6,,2,2,9,18,,3,158,,78,66,57%,8,6,2,,4,0,4,7,1,117,,57,51,43%,8,5,3,,1,1,5,6,1,69,,40,30,69%,7,4,3,,1,0,0,6,,1,251,,61,48,31%,4,1,3,,1,1,4,12,,2,89,,38,36,2021,,,346,147,106,65,240,82,,,,,,,,,,,,
0,69%,15,6,9,,6,0,2,13,0,1,327,,113,109,31%,7,4,3,,1,1,4,14,1,2,97,,73,42,66%,8,4,4,,1,0,0,5,,181,,56,45,34%,4,1,3,,0,0,2,6,,72,,43,23,72%,7,2,5,,5,0,2,8,,1,146,,57,64,28%,3,3,0,,1,1,2,8,,2,25,,30,19,2021,0,1,317,74,176,58,141,16,,,,,,,,,,,,
0,46%,9,6,3,,5,4,10,16,,2,210,,98,72,54%,13,10,3,,4,0,5,19,,2,259,,91,75,50%,4,2,2,,1,1,2,8,1,133,,56,32,50%,5,2,3,,0,0,2,13,0,127,,42,20,42%,5,4,1,,4,3,8,8,,1,77,,42,40,58%,8,8,0,,4,0,3,6,,2,132,,49,55,2021,,,182,237,120,116,62,121,,,,,,,,,,,,
0,64%,10,6,4,,2,0,3,7,,2,423,,115,77,36%,12,4,8,,4,1,4,18,,3,183,,85,45,64%,5,1,4,,2,0,3,4,1,214,,56,46,36%,7,4,3,,2,1,1,7,1,96,,38,21,64%,5,5,0,,0,0,0,3,,1,209,,59,31,36%,5,0,5,,2,0,3,11,,2,87,,47,24,2021,,,376,171,182,88,194,83,,,,,,,,,,,,
0,51%,8,5,3,,5,2,9,14,0,2,210,,81,44,49%,13,9,4,,9,2,2,15,1,3,204,,89,70,41%,3,2,1,,4,0,6,10,1,73,,42,30,59%,8,6,2,,5,1,1,4,1,131,,49,38,61%,5,3,2,,1,2,3,4,0,1,137,,39,14,39%,5,3,2,,4,1,1,11,1,2,73,,40,32,2021,,,177,164,59,104,118,60,,,,,,,,,,,,
0,61%,12,8,4,,7,1,8,14,,2,343,,103,83,39%,16,8,8,,4,1,7,12,,3,187,,85,60,56%,5,3,2,,3,0,6,4,1,182,,53,37,44%,12,6,6,,2,1,3,3,0,130,,41,36,66%,7,5,2,,4,1,2,10,,1,161,,50,46,34%,4,2,2,,2,0,4,9,,3,57,,44,24,2021,,,292,173,155,124,137,49,,,,,,,,,,,,
0,42%,10,5,5,,6,0,6,9,,0,270,,93,63,58%,8,6,2,,6,0,3,11,,3,425,,107,66,44%,3,1,2,,2,0,1,2,0,139,,46,34,56%,1,1,0,,2,0,0,5,2,198,,44,22,40%,7,4,3,,4,0,5,7,,0,131,,47,29,60%,7,5,2,,4,0,3,6,,1,227,,63,44,2021,,,243,364,125,166,118,198,,,,,,,,,,,,
0,48%,18,10,8,,4,0,7,17,,2,167,,122,70,52%,9,7,2,,8,4,8,10,,0,203,,135,86,53%,8,3,5,,1,0,3,8,,95,,65,28,47%,3,3,0,,2,3,2,7,,87,,62,42,43%,10,7,3,,3,0,4,9,,2,72,,57,42,57%,6,4,2,,6,1,6,3,,0,116,,73,44,2021,,,130,158,73,72,57,86,,,,,,,,,,,,
0,50%,15,9,6,,5,2,4,13,,2,297,,90,56,50%,15,6,9,,3,3,6,10,,4,277,,90,67,58%,14,8,6,,4,1,1,4,1,157,,36,30,42%,5,1,4,,2,1,5,5,1,99,,41,30,42%,1,1,0,,1,1,3,9,,1,140,,54,26,58%,10,5,5,,1,2,1,5,,3,178,,49,37,2021,,,264,220,141,75,123,145,,,,,,,,,,,,
0,62%,11,8,3,,6,4,3,9,0,1,293,,88,70,38%,7,5,2,,3,3,7,18,1,4,127,,86,43,60%,2,2,0,,1,2,1,4,0,127,,47,25,40%,4,3,1,,2,1,1,8,1,65,,43,19,64%,9,6,3,,5,2,2,5,0,1,166,,41,45,36%,3,2,1,,1,2,6,10,1,3,62,,43,24,2021,,,236,98,101,50,135,48,,,,,,,,,,,,
0,43%,12,8,4,,4,2,2,20,,2,183,,85,54,57%,5,3,2,,3,1,5,18,,5,273,,109,42,46%,5,3,2,,2,2,1,12,1,112,,40,20,54%,2,1,1,,1,0,2,9,1,138,,60,22,40%,7,5,2,,2,0,1,8,,1,71,,45,34,60%,3,2,1,,2,1,3,9,,4,135,,49,20,2021,,,176,242,108,126,68,116,,,,,,,,,,,,
0,54%,11,5,6,,8,2,3,13,,2,224,,105,82,46%,7,4,3,,4,3,5,16,,1,170,,89,55,53%,4,1,3,,4,0,2,8,1,109,,42,36,47%,3,2,1,,4,0,1,8,1,87,,42,30,55%,7,4,3,,4,2,1,5,,1,115,,63,46,45%,4,2,2,,0,3,4,8,,0,83,,47,25,2021,,,190,142,92,73,98,69,,,,,,,,,,,,
0,42%,11,7,4,,5,0,4,7,,4,224,,34,25,58%,7,6,1,,1,1,4,9,,4,328,,51,24,51%,6,2,4,,1,0,0,4,2,149,,43,29,49%,1,0,1,,0,0,0,6,3,127,,38,33,33%,5,5,0,,4,0,4,3,,2,75,,-9,-4,67%,6,6,0,,1,1,4,3,,1,201,,13,-9,2021,,,192,287,136,115,56,172,,,,,,,,,,,,
0,46%,14,8,6,,11,4,5,16,,3,173,,85,108,54%,9,5,4,,4,1,7,14,,3,242,,91,60,43%,8,5,3,,4,3,0,8,0,78,,37,48,57%,2,0,2,,2,1,5,8,1,134,,48,26,49%,6,3,3,,7,1,5,8,,3,95,,48,60,51%,7,5,2,,2,0,2,6,,2,108,,43,34,2021,,,136,226,62,124,74,102,,,,,,,,,,,,
0,47%,9,5,4,,7,2,1,25,,3,270,,105,71,53%,8,5,3,,5,2,4,17,,1,304,,102,52,44%,4,2,2,,5,1,0,16,2,97,,54,35,56%,2,1,1,,2,1,1,9,0,137,,52,27,51%,5,3,2,,2,1,1,9,,1,173,,51,36,49%,6,4,2,,3,1,3,8,,1,167,,50,25,2021,,,253,271,88,122,165,149,,,,,,,,,,,,
0,55%,19,8,11,,8,0,4,12,,0,406,,61,43,45%,11,4,7,,4,1,5,7,,1,305,,57,33,56%,10,5,5,,5,0,2,6,0,197,,31,24,44%,5,2,3,,2,0,4,6,1,140,,26,15,54%,9,3,6,,3,0,2,6,,,209,,30,19,46%,6,2,4,,2,1,1,1,,,165,,31,18,2021,,,359,280,175,129,184,151,,,,,,,,,,,,
0,34%,7,3,4,,2,4,12,10,1,3,185,,88,41,66%,17,13,4,,8,2,2,10,0,2,460,,104,78,36%,2,0,2,,1,1,4,8,2,83,,44,21,64%,5,4,1,,4,1,0,3,1,200,,54,37,32%,5,3,2,,1,3,8,2,1,1,102,,44,20,68%,12,9,3,,4,1,2,7,0,1,260,,50,41,2021,,,135,395,55,163,80,232,,,,,,,,,,,,
0,51%,14,9,5,,7,2,7,12,,2,146,,85,64,49%,16,9,7,,8,1,8,13,,2,142,,83,61,50%,8,7,1,,5,0,3,7,,79,,47,37,50%,7,3,4,,5,1,6,4,,83,,45,31,52%,6,2,4,,2,2,4,5,,2,67,,38,27,48%,9,6,3,,3,0,2,9,,2,59,,38,30,2021,,,139,112,75,67,64,45,,,,,,,,,,,,
0,53%,9,7,2,,6,2,2,7,0,2,264,,90,67,47%,7,2,5,,2,1,6,13,1,4,225,,93,49,54%,2,2,0,,2,1,0,5,2,175,,50,29,46%,3,0,3,,1,1,2,4,0,149,,54,24,52%,7,5,2,,4,1,2,2,0,0,89,,40,38,48%,4,2,2,,1,0,4,9,1,4,76,,39,25,2021,,,238,202,159,140,79,62,,,,,,,,,,,,
0,49%,9,6,3,,1,1,3,15,0,2,256,,82,43,51%,7,3,4,,2,4,4,9,1,2,260,,85,54,48%,2,1,1,,1,1,3,8,1,137,,44,20,52%,5,3,2,,0,1,1,7,1,147,,41,23,50%,7,5,2,,0,0,0,7,,1,119,,38,23,50%,2,0,2,,2,3,3,2,,1,113,,44,31,2021,0,1,239,221,123,131,116,90,,,,,,,,,,,,
0,59%,12,6,6,,4,2,5,12,,1,382,,110,74,41%,11,7,4,,3,2,6,4,,1,232,,88,33,55%,7,3,4,,3,1,3,7,,163,,49,33,45%,7,5,2,,0,0,3,0,,134,,40,14,63%,5,3,2,,1,1,2,5,,1,219,,61,41,37%,4,2,2,,3,2,3,4,,1,98,,48,19,2021,,,339,185,141,107,198,78,,,,,,,,,,,,
0,47%,20,9,11,,7,1,6,15,1,1,271,,96,51,53%,10,7,3,,5,1,6,18,2,5,312,,74,42,47%,10,2,8,,3,0,0,8,0,153,,57,29,53%,2,0,2,,1,1,0,6,2,167,,36,17,47%,10,7,3,,4,1,6,7,1,1,118,,39,22,53%,8,7,1,,4,0,6,12,2,3,145,,38,25,2021,,,233,268,132,143,101,125,,,,,,,,,,,,
0,41%,3,2,1,,0,3,5,14,,2,216,,99,45,59%,10,5,5,,7,2,1,14,,2,331,,100,60,41%,1,0,1,,0,0,0,6,,101,,46,18,59%,2,0,2,,4,1,0,4,,156,,49,30,41%,2,2,0,,0,3,5,8,,2,115,,53,27,59%,8,5,3,,3,1,1,10,,2,175,,51,30,2021,,,201,280,92,137,109,143,,,,,,,,,,,,
0,45%,11,5,6,,4,2,2,9,1,2,222,,109,63,55%,8,2,6,,6,3,4,7,0,1,290,,103,73,52%,8,5,3,,3,1,1,3,1,130,,68,41,48%,6,1,5,,2,1,4,3,1,115,,41,27,38%,3,0,3,,1,1,1,6,1,1,92,,41,22,62%,2,1,1,,4,2,0,4,0,0,175,,62,46,2021,,,192,246,113,99,79,147,,,,,,,,,,,,
0,50%,16,5,11,,7,0,4,15,,1,198,,106,75,50%,10,5,5,,5,3,4,13,,4,206,,103,69,51%,7,2,5,,4,0,3,5,0,103,,52,35,49%,5,3,2,,4,1,1,6,1,97,,49,37,49%,9,3,6,,3,0,1,10,,1,95,,54,40,51%,5,2,3,,1,2,3,7,,3,109,,54,32,2021,,,179,171,93,81,86,90,,,,,,,,,,,,
0,53%,14,10,4,,4,3,5,13,,2,317,,121,88,47%,14,5,9,,0,3,9,12,,2,247,,99,40,54%,7,4,3,,2,1,3,6,1,135,,59,41,46%,6,3,3,,0,0,4,5,2,100,,39,16,52%,7,6,1,,2,2,2,7,,1,182,,62,47,48%,8,2,6,,0,3,5,7,,0,147,,60,24,2021,,,263,202,110,79,153,123,,,,,,,,,,,,
0,42%,9,5,4,,4,1,3,11,1,5,200,,73,56,58%,8,5,3,,4,1,3,18,1,3,326,,115,89,47%,8,5,3,,3,1,0,4,0,115,,35,35,53%,1,0,1,,3,0,3,8,1,144,,50,40,37%,1,0,1,,1,0,3,7,1,5,85,,38,21,63%,7,5,2,,1,1,0,10,1,2,182,,65,49,2021,,,156,280,96,118,60,162,,,,,,,,,,,,
