index,Posesión de balón_local_final,Remates_local_final,Remates a puerta_local_final,Remates fuera_local_final,Remates rechazados_local_final,Córneres_local_final,Fueras de juego_local_final,Paradas_local_final,Faltas_local_final,Tarjetas rojas_local_final,Tarjetas amarillas_local_final,Pases totales_local_final,Tackles_local_final,Ataques_local_final,Ataques peligrosos_local_final,Posesión de balón_visita_final,Remates_visita_final,Remates a puerta_visita_final,Remates fuera_visita_final,Remates rechazados_visita_final,Córneres_visita_final,Fueras de juego_visita_final,Paradas_visita_final,Faltas_visita_final,Tarjetas rojas_visita_final,Tarjetas amarillas_visita_final,Pases totales_visita_final,Tackles_visita_final,Ataques_visita_final,Ataques peligrosos_visita_final,Posesión de balón_local_1T,Remates_local_1T,Remates a puerta_local_1T,Remates fuera_local_1T,Remates rechazados_local_1T,Córneres_local_1T,Fueras de juego_local_1T,Paradas_local_1T,Faltas_local_1T,Tarjetas amarillas_local_1T,Pases totales_local_1T,Tackles_local_1T,Ataques_local_1T,Ataques peligrosos_local_1T,Posesión de balón_visita_1T,Remates_visita_1T,Remates a puerta_visita_1T,Remates fuera_visita_1T,Remates rechazados_visita_1T,Córneres_visita_1T,Fueras de juego_visita_1T,Paradas_visita_1T,Faltas_visita_1T,Tarjetas amarillas_visita_1T,Pases totales_visita_1T,Tackles_visita_1T,Ataques_visita_1T,Ataques peligrosos_visita_1T,Posesión de balón_local_2T,Remates_local_2T,Remates a puerta_local_2T,Remates fuera_local_2T,Remates rechazados_local_2T,Córneres_local_2T,Fueras de juego_local_2T,Paradas_local_2T,Faltas_local_2T,Tarjetas rojas_local_2T,Tarjetas amarillas_local_2T,Pases totales_local_2T,Tackles_local_2T,Ataques_local_2T,Ataques peligrosos_local_2T,Posesión de balón_visita_2T,Remates_visita_2T,Remates a puerta_visita_2T,Remates fuera_visita_2T,Remates rechazados_visita_2T,Córneres_visita_2T,Fueras de juego_visita_2T,Paradas_visita_2T,Faltas_visita_2T,Tarjetas rojas_visita_2T,Tarjetas amarillas_visita_2T,Pases totales_visita_2T,Tackles_visita_2T,Ataques_visita_2T,Ataques peligrosos_visita_2T,año,Tarjetas rojas_local_1T,Tarjetas rojas_visita_1T,Pases completados_local_final,Pases completados_visita_final,Pases completados_local_1T,Pases completados_visita_1T,Pases completados_local_2T,Pases completados_visita_2T,Tiros libres_local_final,Tiros libres_visita_final,Tiros libres_local_1T,Tiros libres_visita_1T,Tiros libres_local_2T,Tiros libres_visita_2T,Saques de banda_local_final,Saques de banda_visita_final,Saques de banda_local_2T,Saques de banda_visita_2T,Saques de banda_local_1T,Saques de banda_visita_1T
0,62%,7,4,2,1,9,0,0,11,,2,423,10,111,115,38%,5,1,0,4,6,3,3,13,,2,224,26,60,57,58%,4,2,1,1,6,0,0,6,0,217,6,53,57,42%,2,1,0,1,1,0,1,4,1,168,9,26,23,66%,3,2,1,0,3,0,0,5,,2,206,4,58,58,34%,3,0,0,3,5,3,2,9,,1,56,17,34,34,2021,,,,,,,,,,,,,,,,,,,,
0,42%,12,6,4,2,2,5,5,13,,2,361,11,89,65,58%,18,6,8,4,2,0,2,10,,3,492,11,102,67,44%,8,4,3,1,2,3,2,6,1,192,8,43,38,56%,5,2,2,1,1,0,1,7,2,244,5,42,26,40%,4,2,1,1,0,2,3,7,,1,169,3,46,27,60%,13,4,6,3,1,0,1,3,,1,248,6,60,41,2021,,,,,,,,,,,,,,,,,,,,
0,48%,9,6,3,0,3,4,4,13,,3,275,16,77,61,52%,11,5,5,1,7,2,3,11,,2,326,16,97,96,53%,5,3,2,0,2,2,2,7,0,158,9,45,45,47%,5,3,2,0,3,0,2,10,1,140,9,43,41,43%,4,3,1,0,1,2,2,6,,3,117,7,32,16,57%,6,2,3,1,4,2,1,1,,1,186,7,54,55,2021,,,,,,,,,,,,,,,,,,,,
0,38%,14,6,5,3,7,5,4,10,1,1,299,19,62,73,62%,16,7,5,4,4,0,5,8,0,1,513,21,103,76,45%,7,4,2,1,4,3,2,3,,181,13,30,39,55%,6,3,1,2,2,0,4,3,,232,15,49,41,31%,7,2,3,2,3,2,2,7,,1,118,6,32,34,69%,10,4,4,2,2,0,1,5,,1,281,6,54,35,2021,1,0,,,,,,,,,,,,,,,,,,
0,42%,16,8,6,2,4,1,3,8,1,3,321,12,92,58,58%,12,3,9,0,5,4,8,9,0,3,432,12,105,67,48%,12,5,5,2,3,1,2,4,2,185,7,49,33,52%,8,2,6,0,2,1,5,3,1,199,4,51,26,36%,4,3,1,0,1,0,1,4,,1,136,5,43,25,64%,4,1,3,0,3,3,3,6,,2,233,8,54,41,2021,1,0,,,,,,,,,,,,,,,,,,
0,54%,19,8,5,6,4,2,3,8,,1,530,22,103,100,46%,13,5,5,3,4,2,5,15,,2,438,13,82,77,55%,5,1,3,1,2,2,1,5,1,279,10,47,47,45%,5,2,3,0,1,1,0,8,0,215,7,35,34,53%,14,7,2,5,2,0,2,3,,0,251,12,56,53,47%,8,3,2,3,3,1,5,7,,2,223,6,47,43,2021,,,,,,,,,,,,,,,,,,,,
0,50%,11,2,5,4,7,2,2,19,,2,302,21,88,77,50%,11,2,5,4,4,2,2,16,,3,312,17,86,68,50%,3,0,1,2,4,1,0,10,2,154,10,43,38,50%,6,0,3,3,3,1,0,8,1,154,8,45,35,50%,8,2,4,2,3,1,2,9,,0,148,11,45,39,50%,5,2,2,1,1,1,2,8,,2,158,9,41,33,2021,,,,,,,,,,,,,,,,,,,,
0,46%,16,7,6,3,5,2,2,14,,0,425,18,130,63,54%,11,2,9,0,1,6,3,11,,1,486,16,135,69,48%,7,3,3,1,3,0,2,6,,232,7,71,33,52%,5,2,3,0,0,2,1,5,,244,6,65,35,44%,9,4,3,2,2,2,0,8,,0,193,11,59,30,56%,6,0,6,0,1,4,2,6,,1,242,10,70,34,2021,,,,,,,,,,,,,,,,,,,,
0,46%,13,3,7,3,4,0,1,16,,0,337,19,113,83,54%,8,4,2,2,5,3,2,16,,2,407,15,109,51,42%,7,2,3,2,3,0,1,7,0,143,6,54,34,58%,4,1,1,2,2,2,1,6,1,198,3,49,27,50%,6,1,4,1,1,0,0,9,,0,194,13,59,49,50%,4,3,1,0,3,1,1,10,,1,209,12,60,24,2021,,,,,,,,,,,,,,,,,,,,
0,64%,18,6,10,2,11,2,1,15,0,2,498,18,109,113,36%,9,4,3,2,5,2,6,11,1,1,293,17,77,57,54%,10,4,4,2,7,1,1,7,1,239,9,49,54,46%,6,2,2,2,5,2,4,7,0,204,5,42,39,74%,8,2,6,0,4,1,0,8,0,1,259,9,60,59,26%,3,2,1,0,0,0,2,4,1,1,89,12,35,18,2021,,,,,,,,,,,,,,,,,,,,
0,56%,15,3,12,0,1,2,2,15,,4,447,10,76,56,44%,14,3,7,4,5,0,0,11,,1,340,17,90,74,61%,8,1,7,0,1,1,1,6,1,231,4,37,34,39%,8,1,5,2,4,0,0,4,0,132,9,44,35,51%,7,2,5,0,0,1,1,9,,3,216,6,39,22,49%,6,2,2,2,1,0,0,7,,1,208,8,46,39,2021,,,,,,,,,,,,,,,,,,,,
0,59%,14,2,5,7,4,1,6,20,0,2,496,19,101,74,41%,16,7,3,6,3,1,1,7,2,3,332,16,94,66,51%,9,0,3,6,3,0,3,10,1,206,11,49,37,49%,10,3,2,5,3,1,0,3,0,200,11,59,37,68%,5,2,2,1,1,1,3,10,0,1,290,8,52,37,32%,6,4,1,1,0,0,1,4,1,3,132,5,35,29,2021,0,1,,,,,,,,,,,,,,,,,,
0,45%,13,4,7,2,12,2,1,10,,3,321,15,81,86,55%,6,2,3,1,3,0,3,18,,3,413,18,83,53,42%,3,1,2,0,3,2,0,5,2,152,7,38,41,58%,4,1,2,1,2,0,0,9,1,209,10,41,25,48%,10,3,5,2,9,0,1,5,,1,169,8,43,45,52%,2,1,1,0,1,0,3,9,,2,204,8,42,28,2021,,,,,,,,,,,,,,,,,,,,
0,53%,12,7,4,1,3,2,2,9,0,2,422,28,90,60,47%,12,3,6,3,4,0,5,8,1,3,375,22,98,78,59%,8,5,2,1,1,0,2,3,1,221,15,43,25,41%,5,3,1,1,2,0,3,3,1,153,6,45,31,47%,4,2,2,0,2,2,0,6,0,1,201,13,47,35,53%,7,0,5,2,2,0,2,5,1,2,222,16,53,47,2021,,,,,,,,,,,,,,,,,,,,
0,49%,12,6,4,2,4,0,2,12,,1,407,16,105,69,51%,10,3,3,4,4,5,5,14,,1,415,18,102,89,54%,4,2,2,0,0,0,1,4,0,233,7,48,18,46%,5,1,1,3,2,2,2,4,1,198,8,44,47,44%,8,4,2,2,4,0,1,8,,1,174,9,57,51,56%,5,2,2,1,2,3,3,10,,0,217,10,58,42,2021,,,,,,,,,,,,,,,,,,,,
0,42%,8,6,2,0,4,2,3,13,,2,264,10,71,57,58%,16,5,8,3,5,1,4,9,,2,355,15,80,86,44%,4,3,1,0,4,2,1,6,,137,5,36,37,56%,5,2,1,2,2,1,2,4,,165,10,33,44,40%,4,3,1,0,0,0,2,7,,2,127,5,35,20,60%,11,3,7,1,3,0,2,5,,2,190,5,47,42,2021,,,,,,,,,,,,,,,,,,,,
0,41%,17,8,8,1,4,0,0,13,,2,305,14,88,66,59%,7,0,4,3,2,0,6,8,,0,428,16,92,76,39%,9,4,4,1,1,0,0,6,,167,6,45,26,61%,2,0,2,0,0,0,4,2,,256,6,49,38,43%,8,4,4,0,3,0,0,7,,2,138,8,43,40,57%,5,0,2,3,2,0,2,6,,0,172,10,43,38,2021,,,,,,,,,,,,,,,,,,,,
0,53%,13,1,10,2,4,0,1,10,,0,468,20,147,78,47%,6,1,4,1,2,1,0,7,,2,428,11,127,70,57%,6,0,4,2,2,0,0,3,0,259,8,77,37,43%,0,0,0,0,1,0,0,3,1,199,6,69,37,49%,7,1,6,0,2,0,1,7,,0,209,12,70,41,51%,6,1,4,1,1,1,0,4,,1,229,5,58,33,2021,,,,,,,,,,,,,,,,,,,,
0,40%,9,3,3,3,1,1,2,17,,2,309,27,94,55,60%,10,4,2,4,3,1,1,17,,2,461,12,106,51,44%,6,2,2,2,1,0,1,6,2,169,9,44,35,56%,4,2,1,1,1,1,1,9,1,225,6,51,22,35%,3,1,1,1,0,1,1,11,,0,140,18,50,20,65%,6,2,1,3,2,0,0,8,,1,236,6,55,29,2021,,,,,,,,,,,,,,,,,,,,
0,51%,15,5,8,2,6,4,5,9,0,0,396,19,90,83,49%,22,7,9,6,5,1,3,17,1,1,382,18,102,94,54%,4,1,2,1,4,2,3,6,,236,8,46,45,46%,8,5,3,0,0,0,0,8,,197,13,52,32,48%,11,4,6,1,2,2,2,3,0,0,160,11,44,38,52%,14,2,6,6,5,1,3,9,1,1,185,5,50,62,2021,,,,,,,,,,,,,,,,,,,,
0,58%,15,4,5,6,9,2,4,18,1,5,451,16,135,101,42%,17,6,7,4,4,1,3,7,0,2,336,19,107,62,62%,7,1,2,4,6,1,3,7,2,231,9,65,54,38%,10,4,3,3,3,0,1,5,1,140,8,45,26,54%,8,3,3,2,3,1,1,11,1,3,220,7,70,47,46%,7,2,4,1,1,1,2,2,0,1,196,11,62,36,2021,,,,,,,,,,,,,,,,,,,,
0,40%,11,1,6,4,3,1,2,9,,1,347,21,102,83,60%,12,2,5,5,7,2,0,8,,1,517,12,125,101,44%,8,1,4,3,1,1,2,3,0,200,14,48,45,56%,6,2,2,2,3,1,0,4,1,252,8,63,40,36%,3,0,2,1,2,0,0,6,,1,147,7,54,38,64%,6,0,3,3,4,1,0,4,,0,265,4,62,61,2021,,,,,,,,,,,,,,,,,,,,
0,66%,13,3,5,5,8,1,4,12,,2,542,13,135,109,34%,10,5,2,3,8,3,2,16,,1,262,15,99,68,61%,7,1,3,3,2,0,1,5,,248,4,66,38,39%,5,2,2,1,5,1,1,6,,150,7,52,38,71%,6,2,2,2,6,1,3,7,,2,294,9,69,71,29%,5,3,0,2,3,2,1,10,,1,112,8,47,30,2021,,,,,,,,,,,,,,,,,,,,
0,57%,27,7,12,8,10,3,4,16,,1,455,16,84,105,43%,11,6,1,4,4,1,6,9,,1,342,23,75,68,54%,16,5,8,3,7,1,0,7,,223,3,40,59,46%,5,1,1,3,2,0,4,4,,192,7,32,31,60%,11,2,4,5,3,2,4,9,,1,232,13,44,46,40%,6,5,0,1,2,1,2,5,,1,150,16,43,37,2021,,,,,,,,,,,,,,,,,,,,
0,37%,15,6,7,2,7,3,1,12,1,3,264,17,75,59,63%,9,2,2,5,4,0,6,10,0,0,478,10,109,67,42%,5,2,3,0,2,2,0,5,2,95,9,38,25,58%,1,0,0,1,1,0,2,5,0,165,3,55,23,32%,10,4,4,2,5,1,1,7,,1,169,8,37,34,68%,8,2,2,4,3,0,4,5,,0,313,7,54,44,2021,1,0,155,345,81,145,74,200,,,,,,,,,,,,
0,50%,18,9,6,3,5,0,3,16,,3,354,21,100,88,50%,15,5,4,6,2,0,5,5,,3,364,21,85,70,46%,7,3,4,0,1,0,3,8,2,123,10,41,29,54%,11,4,3,4,1,0,2,0,0,137,5,41,40,54%,11,6,2,3,4,0,0,8,,1,231,11,59,59,46%,4,1,1,2,1,0,3,5,,3,227,16,44,30,2021,,,211,161,108,104,103,57,,,,,,,,,,,,
0,39%,9,4,3,2,1,0,3,11,,1,351,10,98,64,61%,21,4,12,5,7,3,3,13,,2,532,14,105,95,39%,6,3,3,0,1,0,3,7,0,170,6,43,33,61%,11,3,5,3,3,0,2,7,1,252,8,45,36,39%,3,1,0,2,0,0,0,4,,1,181,4,55,31,61%,10,1,7,2,4,3,1,6,,1,280,6,60,59,2021,,,,,,,,,,,,,,,,,,,,
0,46%,8,4,4,0,5,3,2,17,,2,355,14,88,75,54%,7,2,4,1,4,3,3,14,,2,419,22,88,73,46%,4,3,1,,4,1,2,10,1,,,60,20,54%,3,2,1,,1,0,3,5,0,,,62,28,46%,4,1,3,0,1,2,0,7,,1,355,14,28,55,54%,4,0,3,1,3,3,0,9,,2,419,22,26,45,2021,,,,,,,,,14,18,5,10,9,8,,,,,,
0,54%,11,3,3,5,5,1,0,11,,1,434,22,108,95,46%,6,1,4,1,4,4,3,13,,3,380,14,86,63,52%,5,1,1,3,2,0,0,7,1,211,10,48,45,48%,6,1,4,1,4,2,1,5,1,194,7,43,40,56%,6,2,2,2,3,1,0,4,,0,223,12,60,50,44%,0,0,0,0,0,2,2,8,,2,186,7,43,23,2021,,,,,,,,,,,,,,,,,,,,
0,56%,15,5,6,4,8,1,3,12,,1,572,14,124,91,44%,15,4,6,5,3,1,4,3,,0,468,14,97,67,67%,8,2,5,1,2,0,1,5,,357,4,64,39,33%,8,2,3,3,3,1,1,3,,168,8,25,19,45%,7,3,1,3,6,1,2,7,,1,215,10,60,52,55%,7,2,3,2,0,0,3,0,,0,300,6,72,48,2021,,,,,,,,,,,,,,,,,,,,
0,69%,16,7,7,2,4,2,0,9,0,1,507,14,80,73,31%,1,0,0,1,2,3,4,15,1,8,234,13,72,51,57%,6,5,1,,2,1,0,4,1,160,,37,36,43%,0,0,0,,1,2,3,7,3,101,,33,34,81%,10,2,6,2,2,1,0,5,0,0,347,14,43,37,19%,1,0,0,1,1,1,1,8,1,5,133,13,39,17,2021,,,208,139,131,83,77,56,,,,,,,,,,,,
0,50%,17,8,6,3,8,2,7,9,,4,346,15,123,76,50%,12,9,2,1,7,4,6,15,,2,349,9,118,73,51%,6,2,3,1,2,1,4,4,2,187,10,60,31,49%,8,5,2,1,3,2,2,6,1,176,4,55,35,49%,11,6,3,2,6,1,3,5,,2,159,5,63,45,51%,4,4,0,0,4,2,4,9,,1,173,5,63,38,2021,,,,,,,,,,,,,,,,,,,,
0,64%,19,7,6,6,10,0,2,11,,1,527,8,108,80,36%,8,2,3,3,6,1,4,14,,2,292,12,69,45,65%,8,2,2,4,6,0,1,5,1,254,5,56,37,35%,3,1,1,1,3,1,2,8,1,137,5,33,22,63%,11,5,4,2,4,0,1,6,,0,273,3,52,43,37%,5,1,2,2,3,0,2,6,,1,155,7,36,23,2021,,,,,,,,,,,,,,,,,,,,
0,60%,13,6,6,1,3,0,1,10,,4,476,24,105,75,40%,7,3,4,0,11,0,2,10,,2,299,11,86,102,59%,7,4,3,0,1,0,0,5,2,239,12,49,38,41%,2,1,1,0,4,0,1,5,1,161,6,40,49,61%,6,2,3,1,2,0,1,5,,2,237,12,56,37,39%,5,2,3,0,7,0,1,5,,1,138,5,46,53,2021,,,,,,,,,,,,,,,,,,,,
0,54%,14,4,7,3,3,3,4,14,,3,448,15,108,63,46%,18,4,7,7,6,0,2,9,,2,373,14,101,67,49%,7,2,3,2,2,0,0,5,2,203,7,52,33,51%,5,0,1,4,3,0,2,3,2,207,8,50,37,59%,7,2,4,1,1,3,4,9,,1,245,8,56,30,41%,13,4,6,3,3,0,0,6,,0,166,6,51,30,2021,,,,,,,,,,,,,,,,,,,,
0,65%,17,5,11,1,6,1,1,9,1,1,453,21,101,84,35%,6,2,3,1,2,2,5,18,0,3,244,18,78,52,67%,8,2,6,0,5,0,0,4,,222,17,48,43,33%,3,1,1,1,1,2,2,5,,112,11,38,21,63%,9,3,5,1,1,1,1,5,1,1,231,4,53,41,37%,3,1,2,0,1,0,3,13,0,3,132,7,40,31,2021,,,,,,,,,,,,,,,,,,,,
0,52%,10,4,5,1,4,0,4,6,,2,469,21,129,65,48%,13,4,6,3,5,1,1,13,,0,416,27,132,82,58%,5,2,3,0,2,0,3,2,,275,10,72,36,42%,6,3,0,3,1,0,0,8,,194,17,66,24,46%,5,2,2,1,2,0,1,4,,2,194,11,57,29,54%,7,1,6,0,4,1,1,5,,0,222,10,66,58,2021,,,,,,,,,,,,,,,,,,,,
0,43%,16,5,7,4,6,4,3,11,,0,357,13,107,71,57%,7,3,4,0,0,2,4,11,,3,478,18,125,68,42%,11,4,5,2,1,2,2,4,,180,9,50,30,58%,3,2,1,0,0,0,3,5,,255,5,55,30,45%,5,1,2,2,5,2,1,7,,0,177,4,57,41,55%,4,1,3,0,0,2,1,6,,3,223,13,70,38,2021,,,,,,,,,,,,,,,,,,,,
0,58%,11,5,5,1,8,0,2,15,0,3,431,15,122,116,42%,6,3,3,0,2,2,4,6,1,0,333,13,79,53,48%,7,4,2,1,4,0,1,5,2,170,3,50,44,52%,4,2,2,0,0,1,4,4,0,203,7,38,24,69%,4,1,3,0,4,0,1,10,,1,261,12,72,72,31%,2,1,1,0,2,1,0,2,,0,130,6,41,29,2021,0,1,,,,,,,,,,,,,,,,,,
0,68%,15,6,7,2,4,3,0,5,0,0,470,8,104,93,32%,10,1,7,2,2,3,5,12,1,3,225,11,66,57,60%,6,1,3,2,0,1,0,2,0,207,4,38,28,40%,7,1,6,0,1,0,0,7,2,128,5,32,35,76%,9,5,4,0,4,2,0,3,0,0,263,4,66,65,24%,3,0,1,2,1,3,5,5,1,1,97,6,34,22,2021,,,,,,,,,,,,,,,,,,,,
0,61%,12,3,6,3,8,0,3,9,,1,517,14,118,94,39%,6,4,2,0,2,1,3,11,,3,334,22,96,53,63%,10,3,4,3,4,0,2,4,1,248,3,57,43,37%,3,2,1,0,0,0,3,7,2,147,9,45,28,59%,2,0,2,0,4,0,1,5,,0,269,11,61,51,41%,3,2,1,0,2,1,0,4,,1,187,13,51,25,2021,,,,,,,,,,,,,,,,,,,,
0,37%,7,0,5,2,1,1,7,12,1,3,310,19,80,55,63%,25,7,11,7,11,1,0,8,0,2,516,9,107,120,37%,4,0,3,1,1,0,2,7,2,158,11,42,25,63%,11,2,5,4,6,0,0,2,1,271,5,54,62,37%,3,0,2,1,0,1,5,5,1,1,152,8,38,30,63%,14,5,6,3,5,1,0,6,0,1,245,4,53,58,2021,,,,,,,,,,,,,,,,,,,,
0,42%,20,8,9,3,7,1,3,19,,0,375,7,80,82,58%,11,3,6,2,2,1,6,9,,2,515,12,99,74,47%,8,2,4,2,4,1,1,11,0,216,5,36,39,53%,3,1,1,1,2,1,1,6,1,242,4,45,38,37%,12,6,5,1,3,0,2,8,,0,159,2,44,43,63%,8,2,5,1,0,0,5,3,,1,273,8,54,36,2021,,,,,,,,,,,,,,,,,,,,
0,52%,14,3,7,4,4,1,5,15,1,2,401,13,118,76,48%,13,7,3,3,4,7,3,14,0,3,372,20,102,72,48%,7,1,4,2,3,1,5,6,1,177,7,45,34,52%,7,5,1,1,2,3,1,6,2,194,5,47,40,56%,7,2,3,2,1,0,0,9,1,1,224,6,73,42,44%,6,2,2,2,2,4,2,8,0,1,178,15,55,32,2021,,,,,,,,,,,,,,,,,,,,
0,29%,10,3,6,1,2,2,5,15,1,3,200,16,48,20,71%,11,7,1,3,4,2,1,15,2,6,500,12,65,29,34%,7,1,5,1,1,1,2,8,0,131,8,30,13,66%,4,2,0,2,3,2,1,5,2,266,7,32,12,23%,3,2,1,0,1,1,3,7,1,3,69,8,18,7,77%,7,5,1,1,1,0,0,10,2,4,234,5,33,17,2021,,,,,,,,,,,,,,,,,,,,
0,63%,11,2,6,3,5,2,6,16,1,3,469,12,111,75,37%,18,7,6,5,5,2,2,7,0,3,269,8,80,57,62%,3,0,2,1,2,1,4,8,1,218,5,47,32,38%,10,5,3,2,2,1,0,5,1,127,1,38,30,64%,8,2,4,2,3,1,2,8,1,2,251,7,64,43,36%,8,2,3,3,3,1,2,2,0,2,142,7,42,27,2021,,,,,,,,,,,,,,,,,,,,
0,71%,18,6,7,5,11,1,1,13,,2,631,16,147,137,29%,7,2,2,3,3,0,5,12,,3,252,17,85,61,64%,9,3,3,3,5,1,0,6,1,282,10,68,65,36%,2,1,1,0,2,0,3,6,2,154,8,36,31,78%,9,3,4,2,6,0,1,7,,1,349,6,79,72,22%,5,1,1,3,1,0,2,6,,1,98,9,49,30,2021,,,,,,,,,,,,,,,,,,,,
0,49%,17,6,5,6,11,2,0,10,,2,362,18,99,84,51%,7,0,4,3,2,0,5,13,,3,375,15,104,69,57%,8,2,1,5,6,0,0,6,,222,10,34,23,43%,5,0,3,2,1,0,2,3,,167,8,28,19,41%,9,4,4,1,5,2,0,4,,2,140,8,65,61,59%,2,0,1,1,1,0,3,10,,3,208,7,76,50,2021,,,,,,,,,,,,,,,,,,,,
0,35%,13,1,11,1,5,0,1,20,,3,297,19,109,53,65%,10,1,7,2,5,0,1,13,,3,549,10,126,67,33%,7,0,7,0,3,0,1,9,1,146,12,49,24,67%,6,1,5,0,2,0,0,3,0,303,5,76,32,37%,6,1,4,1,2,0,0,11,,2,151,7,60,29,63%,4,0,2,2,3,0,1,10,,3,246,5,50,35,2021,,,,,,,,,,,,,,,,,,,,
0,39%,12,2,7,3,6,0,6,13,,2,272,15,108,80,61%,14,7,6,1,5,3,2,8,,1,432,22,104,70,39%,6,0,4,2,4,0,2,4,1,150,8,52,49,61%,7,2,4,1,1,2,0,4,0,236,13,56,36,39%,6,2,3,1,2,0,4,9,,1,122,7,56,31,61%,7,5,2,0,4,1,2,4,,1,196,9,48,34,2021,,,,,,,,,,,,,,,,,,,,
0,53%,15,7,7,1,1,1,5,20,0,2,452,11,110,70,47%,14,5,7,2,7,0,4,12,1,3,398,14,88,73,45%,5,1,4,0,0,0,1,10,1,176,7,56,36,55%,6,1,4,1,2,0,0,5,2,212,4,41,27,61%,10,6,3,1,1,1,4,10,0,1,276,4,54,34,39%,8,4,3,1,5,0,4,7,1,1,186,10,47,46,2021,,,,,,,,,,,,,,,,,,,,
0,43%,11,6,5,,5,0,10,10,,2,160,,94,82,57%,14,12,2,,9,2,6,15,,2,241,,94,88,47%,7,4,3,,2,0,5,4,0,112,,51,42,53%,5,5,0,,4,0,4,9,1,146,,48,33,39%,4,2,2,,3,0,5,6,,2,48,,43,40,61%,9,7,2,,5,2,2,6,,1,95,,46,55,2021,,,118,188,85,118,33,70,,,,,,,,,,,,
0,53%,15,7,8,,12,1,7,5,,2,220,,119,97,47%,15,10,5,,3,3,7,19,,4,172,,95,48,51%,6,2,4,,4,0,6,3,2,118,,59,44,49%,9,8,1,,1,3,2,8,3,103,,48,24,55%,9,5,4,,8,1,1,2,,0,102,,60,53,45%,6,2,4,,2,0,5,11,,1,69,,47,24,2021,,,178,147,95,90,83,57,,,,,,,,,,,,
0,59%,14,5,9,,5,1,7,12,,0,379,,119,74,41%,11,9,2,,5,0,3,9,,1,254,,99,60,60%,7,4,3,,3,1,1,6,0,179,,57,41,40%,3,3,0,,0,0,2,6,1,117,,47,20,58%,7,1,6,,2,0,6,6,,,200,,62,33,42%,8,6,2,,5,0,1,3,,,137,,52,40,2021,,,324,206,155,99,169,107,,,,,,,,,,,,
0,52%,9,5,4,,2,2,5,13,,1,297,,140,78,48%,8,6,2,,3,3,4,13,,1,248,,111,64,48%,6,4,2,,1,1,2,5,0,121,,57,43,52%,4,3,1,,3,1,3,5,1,124,,60,34,56%,3,1,2,,1,1,3,8,,1,176,,83,35,44%,4,3,1,,0,2,1,8,,0,124,,51,30,2021,,,279,211,110,106,169,105,,,,,,,,,,,,
0,43%,13,9,4,,1,3,3,19,,5,238,,87,55,57%,11,3,8,,5,0,8,14,,2,365,,108,90,47%,5,1,4,,0,2,0,10,1,134,,49,27,53%,3,0,3,,3,0,0,6,1,155,,56,48,39%,8,8,0,,1,1,3,9,,4,104,,38,28,61%,8,3,5,,2,0,8,8,,1,210,,52,42,2021,,,202,329,121,139,81,190,,,,,,,,,,,,
0,66%,10,4,6,,9,0,3,7,,,433,,96,90,34%,7,3,4,,2,1,4,11,,,157,,99,68,63%,3,1,2,,5,0,0,3,,219,,51,46,37%,3,0,3,,1,1,1,6,,99,,49,34,69%,7,3,4,,4,0,3,4,,,214,,45,44,31%,4,3,1,,1,0,3,5,,,58,,50,34,2021,,,373,141,186,92,187,49,,,,,,,,,,,,
0,52%,10,8,2,,7,1,0,19,,3,363,,106,82,48%,4,0,4,,2,2,7,21,,3,354,,90,49,57%,4,2,2,,4,1,0,7,1,230,,53,39,43%,0,0,0,,1,0,1,9,3,177,,46,18,47%,6,6,0,,3,0,0,12,,2,133,,53,43,53%,4,0,4,,1,2,6,12,,0,177,,44,31,2021,,,324,290,206,143,118,147,,,,,,,,,,,,
0,61%,3,3,0,,6,3,3,13,,0,405,,98,78,39%,5,3,2,,4,1,3,14,,1,231,,83,58,64%,2,2,0,,2,1,2,5,0,257,,50,35,36%,3,2,1,,3,0,2,5,1,131,,44,35,58%,1,1,0,,4,2,1,8,,,148,,48,43,42%,2,1,1,,1,1,1,9,,,100,,39,23,2021,,,380,194,240,108,140,86,,,,,,,,,,,,
0,38%,14,11,3,,3,0,3,16,,2,160,,80,67,62%,11,3,8,,6,1,8,10,,2,308,,81,75,43%,8,6,2,,3,0,2,6,0,86,,39,40,57%,5,2,3,,2,1,4,6,2,115,,32,26,33%,6,5,1,,0,0,1,10,,2,74,,41,27,67%,6,1,5,,4,0,4,4,,0,193,,49,49,2021,,,155,287,83,102,72,185,,,,,,,,,,,,
0,65%,13,5,8,,8,3,0,13,0,2,351,,125,82,35%,3,2,1,,1,0,4,18,2,1,137,,101,41,53%,2,1,1,,1,2,0,5,1,124,,54,25,47%,2,2,0,,0,0,0,10,0,105,,56,23,78%,11,4,7,,7,1,0,8,,1,227,,71,57,22%,1,0,1,,1,0,4,8,,1,32,,45,18,2021,0,2,298,108,104,88,194,20,,,,,,,,,,,,
0,50%,12,8,4,,3,0,2,12,,2,205,,68,57,50%,6,2,4,,5,0,4,10,,4,191,,92,69,49%,7,6,1,,3,0,0,6,1,79,,23,34,51%,1,0,1,,2,0,3,5,1,82,,46,35,51%,5,2,3,,0,0,2,6,,1,126,,45,23,49%,5,2,3,,3,0,1,5,,3,109,,46,34,2021,,,167,160,60,67,107,93,,,,,,,,,,,,
