evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al NE de Calama,-22.277 ,-68.702,2022-01-30,20:23:35,2022-01-30,23:23:35,127,km,2.9,Ml
154 km al S de Mendoza,-34.270 ,-68.875,2022-01-30,19:55:01,2022-01-30,22:55:01,9,km,2.8,Ml
55 km al NO de Tongoy,-29.989 ,-71.981,2022-01-30,18:35:13,2022-01-30,21:35:13,36,km,2.9,Ml
43 km al SO de OllagÃ¼e,-21.546 ,-68.487,2022-01-30,17:23:01,2022-01-30,20:23:01,136,km,2.6,Ml
27 km al SE de Mina Collahuasi,-21.037 ,-68.527,2022-01-30,17:08:56,2022-01-30,20:08:56,135,km,2.8,Ml
49 km al S de Tocopilla,-22.512 ,-70.337,2022-01-30,16:34:40,2022-01-30,19:34:40,15,km,2.5,Ml
23 km al NE de Calama,-22.364 ,-68.737,2022-01-30,16:14:40,2022-01-30,19:14:40,111,km,2.5,Ml
122 km al SE de Tierra Amarilla,-28.142 ,-69.274,2022-01-30,15:09:17,2022-01-30,18:09:17,115,km,2.7,Ml
50 km al NE de Pozo Almonte,-19.853 ,-69.572,2022-01-30,13:26:33,2022-01-30,16:26:33,6,km,2.6,Ml
124 km al SE de Tierra Amarilla,-28.003 ,-69.155,2022-01-30,12:44:55,2022-01-30,15:44:55,119,km,3.6,Ml
44 km al N de ValparaÃ­so,-32.661 ,-71.729,2022-01-30,12:43:30,2022-01-30,15:43:30,32,km,3.5,Ml
49 km al SO de OllagÃ¼e,-21.624 ,-68.447,2022-01-30,12:15:12,2022-01-30,15:15:12,128,km,2.7,Ml
31 km al SO de Los Vilos,-32.097 ,-71.752,2022-01-30,11:26:26,2022-01-30,14:26:26,29,km,2.5,Ml
32 km al SO de Los Vilos,-32.096 ,-71.778,2022-01-30,11:23:13,2022-01-30,14:23:13,29,km,3.3,Ml
25 km al O de Mina Collahuasi,-20.763 ,-68.891,2022-01-30,09:51:20,2022-01-30,12:51:20,99,km,3.1,Ml
144 km al NE de Socaire,-22.895 ,-66.698,2022-01-30,09:48:39,2022-01-30,12:48:39,273,km,3.0,Ml
107 km al O de Tongoy,-30.063 ,-72.580,2022-01-30,09:41:53,2022-01-30,12:41:53,38,km,2.7,Ml
66 km al O de Arica,-18.458 ,-70.944,2022-01-30,09:03:54,2022-01-30,12:03:54,28,km,2.7,Ml
43 km al NO de El Salvador,-25.976 ,-69.935,2022-01-30,07:42:16,2022-01-30,10:42:16,80,km,4.2,Ml
92 km al O de Arica,-18.619 ,-71.185,2022-01-30,07:40:02,2022-01-30,10:40:02,50,km,2.6,Ml
17 km al O de Punitaqui,-30.768 ,-71.421,2022-01-30,05:48:44,2022-01-30,08:48:44,43,km,2.7,Ml
48 km al N de Mejillones,-22.671 ,-70.395,2022-01-30,02:41:23,2022-01-30,05:41:23,32,km,2.8,Ml
44 km al NE de Mejillones,-22.817 ,-70.145,2022-01-30,01:48:14,2022-01-30,04:48:14,53,km,2.6,Ml
