evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
67 km al SE de Socaire,-23.947 ,-67.357,2022-01-25,20:51:34,2022-01-25,23:51:34,271,km,3.8,Ml
52 km al O de Tongoy,-30.343 ,-72.024,2022-01-25,20:22:51,2022-01-25,23:22:51,32,km,3.0,Ml
90 km al NO de Quillagua,-21.168 ,-70.231,2022-01-25,17:40:38,2022-01-25,20:40:38,38,km,2.5,Ml
38 km al SO de MarÃ­a Elena,-22.625 ,-69.873,2022-01-25,14:48:35,2022-01-25,17:48:35,46,km,2.7,Ml
37 km al SE de Pica,-20.780 ,-69.148,2022-01-25,13:32:09,2022-01-25,16:32:09,107,km,3.5,Ml
68 km al S de Pozo Almonte,-20.861 ,-69.904,2022-01-25,12:19:47,2022-01-25,15:19:47,38,km,2.4,Ml
46 km al SE de CamiÃ±a,-19.651 ,-69.181,2022-01-25,11:40:20,2022-01-25,14:40:20,105,km,3.0,Ml
37 km al O de Taltal,-25.419 ,-70.853,2022-01-25,11:37:06,2022-01-25,14:37:06,48,km,3.3,Ml
31 km al NE de Farellones,-33.154 ,-70.080,2022-01-25,11:30:58,2022-01-25,14:30:58,128,km,3.0,Ml
43 km al SE de CamiÃ±a,-19.643 ,-69.212,2022-01-25,10:40:20,2022-01-25,13:40:20,103,km,4.9,Mw
23 km al S de Petorca,-32.456 ,-70.937,2022-01-25,09:50:23,2022-01-25,12:50:23,75,km,3.0,Ml
45 km al SO de OllagÃ¼e,-21.539 ,-68.531,2022-01-25,09:15:56,2022-01-25,12:15:56,118,km,2.6,Ml
55 km al E de Sierra Gorda.,-23.085 ,-68.820,2022-01-25,01:30:16,2022-01-25,04:30:16,113,km,2.7,Ml
26 km al O de La Higuera,-29.458 ,-71.458,2022-01-25,01:02:05,2022-01-25,04:02:05,66,km,2.8,Ml
24 km al N de Tongoy,-30.049 ,-71.552,2022-01-24,23:41:21,2022-01-25,02:41:21,41,km,2.8,Ml
44 km al O de Caldera,-27.142 ,-71.256,2022-01-24,21:44:55,2022-01-25,00:44:55,28,km,2.6,Ml
