evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
86 km al O de TirÃºa,-38.217 ,-74.464,2022-01-12,20:01:36,2022-01-12,23:01:36,6,km,4.0,Ml
27 km al N de TirÃºa,-38.110 ,-73.586,2022-01-12,20:01:08,2022-01-12,23:01:08,15,km,2.5,Ml
69 km al SO de Lebu,-38.034 ,-74.230,2022-01-12,19:37:38,2022-01-12,22:37:38,36,km,3.3,Ml
22 km al N de Calama,-22.270 ,-68.919,2022-01-12,18:33:16,2022-01-12,21:33:16,108,km,2.8,Ml
65 km al SE de Putre,-18.695 ,-69.238,2022-01-12,18:21:51,2022-01-12,21:21:51,123,km,3.5,Ml
212 km al SO de Melinka,-44.933 ,-75.981,2022-01-12,16:58:29,2022-01-12,19:58:29,17,km,3.3,Ml
31 km al NO de Mina Collahuasi,-20.678 ,-68.912,2022-01-12,16:45:06,2022-01-12,19:45:06,105,km,2.5,Ml
97 km al E de Tierra Amarilla,-27.811 ,-69.354,2022-01-12,15:21:20,2022-01-12,18:21:20,107,km,2.6,Ml
97 km al NE de Socaire,-23.074 ,-67.121,2022-01-12,12:14:14,2022-01-12,15:14:14,254,km,3.3,Ml
71 km al O de Tongoy,-30.447 ,-72.205,2022-01-12,09:49:40,2022-01-12,12:49:40,38,km,3.3,Ml
62 km al NO de Caldera,-26.772 ,-71.351,2022-01-12,09:27:56,2022-01-12,12:27:56,34,km,3.1,Ml
45 km al O de OllagÃ¼e,-21.308 ,-68.678,2022-01-12,09:18:51,2022-01-12,12:18:51,120,km,2.8,Ml
10 km al SE de San Pedro de Atacama,-22.979 ,-68.121,2022-01-12,09:01:33,2022-01-12,12:01:33,138,km,3.1,Ml
24 km al NE de CamiÃ±a,-19.151 ,-69.281,2022-01-12,08:41:06,2022-01-12,11:41:06,106,km,2.9,Ml
74 km al NO de Pichilemu,-33.982 ,-72.647,2022-01-12,08:32:41,2022-01-12,11:32:41,40,km,2.7,Ml
26 km al SO de CamiÃ±a,-19.500 ,-69.579,2022-01-12,07:50:43,2022-01-12,10:50:43,66,km,2.7,Ml
22 km al NE de Mina La Escondida.,-24.088 ,-68.966,2022-01-12,07:48:54,2022-01-12,10:48:54,108,km,3.0,Ml
22 km al SO de Sierra Gorda.,-23.055 ,-69.446,2022-01-12,07:39:33,2022-01-12,10:39:33,85,km,4.0,Ml
46 km al NO de Quillagua,-21.313 ,-69.784,2022-01-12,07:18:57,2022-01-12,10:18:57,44,km,4.3,Ml
38 km al E de San JosÃ© de Maipo,-33.597 ,-69.943,2022-01-12,06:38:59,2022-01-12,09:38:59,4,km,2.9,Ml
78 km al NO de Pichilemu,-33.992 ,-72.713,2022-01-12,06:21:48,2022-01-12,09:21:48,29,km,2.9,Ml
11 km al O de Ovalle,-30.626 ,-71.315,2022-01-12,05:12:40,2022-01-12,08:12:40,61,km,3.4,Ml
58 km al SO de OllagÃ¼e,-21.650 ,-68.576,2022-01-12,04:24:27,2022-01-12,07:24:27,119,km,2.5,Ml
71 km al SE de Socaire,-23.996 ,-67.356,2022-01-12,04:06:33,2022-01-12,07:06:33,222,km,2.7,Ml
38 km al S de Mina Collahuasi,-21.158 ,-68.587,2022-01-12,03:37:24,2022-01-12,06:37:24,144,km,3.7,Ml
75 km al SO de Lebu,-38.039 ,-74.316,2022-01-12,02:30:29,2022-01-12,05:30:29,30,km,4.5,Mw
28 km al E de Pisagua,-19.558 ,-69.948,2022-01-12,02:07:00,2022-01-12,05:07:00,20,km,2.5,Ml
79 km al SE de Socaire,-24.131 ,-67.382,2022-01-12,01:54:57,2022-01-12,04:54:57,235,km,3.4,Ml
97 km al NO de Tongoy,-29.614 ,-72.181,2022-01-12,01:45:32,2022-01-12,04:45:32,32,km,3.6,Ml
77 km al E de Mina Los Pelambres,-31.561 ,-69.834,2022-01-12,01:33:01,2022-01-12,04:33:01,135,km,3.0,Ml
39 km al O de La Ligua,-32.377 ,-71.633,2022-01-12,01:24:59,2022-01-12,04:24:59,30,km,2.6,Ml
33 km al O de Mina Collahuasi,-20.804 ,-68.975,2022-01-12,00:25:56,2022-01-12,03:25:56,110,km,2.9,Ml
51 km al N de La Higuera,-29.060 ,-71.309,2022-01-12,00:02:41,2022-01-12,03:02:41,69,km,3.3,Ml
29 km al O de La Serena,-29.880 ,-71.553,2022-01-11,23:52:30,2022-01-12,02:52:30,43,km,3.3,Ml
59 km al SO de Lebu,-37.985 ,-74.138,2022-01-11,23:35:13,2022-01-12,02:35:13,28,km,3.0,Ml
39 km al O de OllagÃ¼e,-21.356 ,-68.606,2022-01-11,23:20:47,2022-01-12,02:20:47,132,km,3.5,Ml
33 km al S de Calama,-22.758 ,-68.864,2022-01-11,23:11:59,2022-01-12,02:11:59,114,km,3.0,Ml
