evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
80 km al SE de Socaire,-23.974 ,-67.227,2022-01-18,19:53:17,2022-01-18,22:53:17,215,km,3.5,Ml
18 km al O de Mina Collahuasi,-20.850 ,-68.830,2022-01-18,18:39:26,2022-01-18,21:39:26,105,km,2.5,Ml
40 km al NO de Mina Collahuasi,-20.611 ,-68.967,2022-01-18,17:14:31,2022-01-18,20:14:31,98,km,3.4,Ml
18 km al S de Los Vilos,-32.064 ,-71.563,2022-01-18,13:54:31,2022-01-18,16:54:31,38,km,2.5,Ml
47 km al N de Pica,-20.064 ,-69.327,2022-01-18,13:39:02,2022-01-18,16:39:02,108,km,3.2,Ml
40 km al S de CamiÃ±a,-19.649 ,-69.291,2022-01-18,13:34:59,2022-01-18,16:34:59,98,km,4.0,Ml
56 km al NO de Tongoy,-29.984 ,-71.984,2022-01-18,13:31:40,2022-01-18,16:31:40,32,km,3.6,Ml
58 km al SE de CamiÃ±a,-19.791 ,-69.208,2022-01-18,13:23:50,2022-01-18,16:23:50,117,km,4.1,Ml
60 km al SE de Socaire,-23.976 ,-67.473,2022-01-18,12:41:32,2022-01-18,15:41:32,213,km,3.2,Ml
66 km al O de Arica,-18.561 ,-70.942,2022-01-18,11:45:56,2022-01-18,14:45:56,20,km,4.0,Ml
67 km al N de Calama,-21.884 ,-68.762,2022-01-18,10:51:53,2022-01-18,13:51:53,102,km,2.5,Ml
52 km al SO de Mina Collahuasi,-21.258 ,-68.848,2022-01-18,10:44:56,2022-01-18,13:44:56,125,km,3.0,Ml
41 km al N de Pica,-20.139 ,-69.198,2022-01-18,09:51:59,2022-01-18,12:51:59,97,km,2.9,Ml
48 km al N de Caldera,-26.648 ,-70.942,2022-01-18,09:00:26,2022-01-18,12:00:26,15,km,2.7,Ml
60 km al NO de ValparaÃ­so,-32.543 ,-71.841,2022-01-18,08:54:55,2022-01-18,11:54:55,28,km,2.6,Ml
62 km al N de CamiÃ±a,-18.757 ,-69.483,2022-01-18,08:39:59,2022-01-18,11:39:59,99,km,3.0,Ml
44 km al SO de Mina Collahuasi,-21.159 ,-68.885,2022-01-18,08:35:07,2022-01-18,11:35:07,108,km,2.5,Ml
45 km al SO de Mina Collahuasi,-21.163 ,-68.896,2022-01-18,08:29:33,2022-01-18,11:29:33,114,km,3.0,Ml
30 km al E de Sierra Gorda.,-22.804 ,-69.047,2022-01-18,07:18:30,2022-01-18,10:18:30,111,km,4.0,Ml
11 km al S de Colina,-33.303 ,-70.705,2022-01-18,05:36:41,2022-01-18,08:36:41,88,km,2.9,Ml
40 km al S de Mina Collahuasi,-21.185 ,-68.692,2022-01-18,03:05:24,2022-01-18,06:05:24,122,km,3.0,Ml
56 km al SO de San Pedro de Atacama,-23.286 ,-68.582,2022-01-18,02:44:43,2022-01-18,05:44:43,107,km,3.2,Ml
