evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
57 km al SO de OllagÃ¼e,-21.648 ,-68.572,2022-07-26,18:52:02,2022-07-26,22:52:02,128,km,3.1,Ml
47 km al SO de Huasco,-28.827 ,-71.480,2022-07-26,17:39:01,2022-07-26,21:39:01,37,km,2.6,Ml
52 km al SO de OllagÃ¼e,-21.653 ,-68.453,2022-07-26,14:42:21,2022-07-26,18:42:21,140,km,2.9,Ml
17 km al N de Calama,-22.320 ,-68.966,2022-07-26,13:58:06,2022-07-26,17:58:06,90,km,3.0,Ml
18 km al NE de Los Vilos,-31.767 ,-71.424,2022-07-26,12:40:54,2022-07-26,16:40:54,36,km,3.2,Ml
34 km al S de Mina Collahuasi,-21.120 ,-68.753,2022-07-26,10:55:36,2022-07-26,14:55:36,110,km,2.5,Ml
113 km al E de Socaire,-23.953 ,-66.857,2022-07-26,09:59:56,2022-07-26,13:59:56,179,km,3.7,Ml
79 km al S de Socaire,-24.301 ,-67.875,2022-07-26,09:52:46,2022-07-26,13:52:46,230,km,3.2,Ml
69 km al S de Socaire,-24.209 ,-67.807,2022-07-26,09:09:17,2022-07-26,13:09:17,235,km,4.0,Ml
71 km al SE de Sierra Gorda.,-23.482 ,-69.033,2022-07-26,04:48:04,2022-07-26,08:48:04,103,km,2.8,Ml
36 km al N de Farellones,-33.048 ,-70.188,2022-07-26,00:55:05,2022-07-26,04:55:05,117,km,3.0,Ml
42 km al E de PetrohuÃ©,-41.164 ,-71.901,2022-07-25,22:17:47,2022-07-26,02:17:47,169,km,3.5,Ml
47 km al NO de ValparaÃ­so,-32.663 ,-71.835,2022-07-25,21:49:09,2022-07-26,01:49:09,19,km,2.5,Ml
48 km al SO de Mina Collahuasi,-21.212 ,-68.875,2022-07-25,20:53:35,2022-07-26,00:53:35,113,km,3.2,Ml
79 km al O de ValparaÃ­so,-33.142 ,-72.450,2022-07-25,20:12:20,2022-07-26,00:12:20,26,km,2.7,Ml
