evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
48 km al SE de Arequipa,-16.733 ,-71.257,2022-07-12,19:36:13,2022-07-12,23:36:13,15,km,5.6,Mw
15 km al S de Calama,-22.604 ,-68.945,2022-07-12,19:25:13,2022-07-12,23:25:13,109,km,3.5,Ml
11 km al NE de San JosÃ© de Maipo,-33.570 ,-70.264,2022-07-12,18:41:05,2022-07-12,22:41:05,18,km,2.8,Ml
43 km al S de Mina Collahuasi,-21.213 ,-68.704,2022-07-12,18:17:17,2022-07-12,22:17:17,128,km,3.1,Ml
75 km al E de Quillagua,-21.670 ,-68.809,2022-07-12,15:59:18,2022-07-12,19:59:18,96,km,2.6,Ml
664 km al NO de Hanga Roa,-22.540,-113.590,2022-07-12,15:17:05,2022-07-12,19:17:05,10,km,6.5,Mww
24 km al E de Tocopilla,-22.079 ,-69.970,2022-07-12,12:59:57,2022-07-12,16:59:57,81,km,2.7,Ml
46 km al NE de Calama,-22.117 ,-68.697,2022-07-12,11:55:28,2022-07-12,15:55:28,115,km,3.0,Ml
50 km al SO de Mina Collahuasi,-21.170 ,-68.963,2022-07-12,11:40:27,2022-07-12,15:40:27,112,km,2.5,Ml
37 km al S de Mina Collahuasi,-21.158 ,-68.667,2022-07-12,11:17:29,2022-07-12,15:17:29,124,km,3.9,Ml
16 km al O de OllagÃ¼e,-21.269 ,-68.401,2022-07-12,09:31:53,2022-07-12,13:31:53,140,km,2.9,Ml
79 km al E de Monte Patria,-30.980 ,-70.199,2022-07-12,09:27:05,2022-07-12,13:27:05,129,km,3.2,Ml
31 km al NO de Mina Collahuasi,-20.623 ,-68.867,2022-07-12,07:28:10,2022-07-12,11:28:10,118,km,3.4,Ml
81 km al E de Socaire,-23.576 ,-67.091,2022-07-12,05:01:23,2022-07-12,09:01:23,236,km,4.5,Mw
82 km al SE de Mina La Escondida.,-24.833 ,-68.540,2022-07-12,04:28:41,2022-07-12,08:28:41,120,km,3.5,Ml
54 km al O de Navidad,-33.989 ,-72.420,2022-07-12,04:15:04,2022-07-12,08:15:04,37,km,2.8,Ml
69 km al O de Navidad,-33.942 ,-72.575,2022-07-12,03:57:46,2022-07-12,07:57:46,22,km,2.5,Ml
4 km al O de Casablanca,-33.309 ,-71.446,2022-07-12,00:22:18,2022-07-12,04:22:18,56,km,2.8,Ml
62 km al NE de Cuya,-18.812 ,-69.723,2022-07-11,22:23:26,2022-07-12,02:23:26,73,km,2.8,Ml
29 km al SE de Melipilla,-33.930 ,-71.110,2022-07-11,22:21:25,2022-07-12,02:21:25,34,km,2.5,Ml
25 km al O de Navidad,-33.949 ,-72.097,2022-07-11,22:20:17,2022-07-12,02:20:17,35,km,2.5,Ml
