evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al NE de Tocopilla,-21.809 ,-70.039,2022-07-11,18:30:21,2022-07-11,22:30:21,75,km,2.8,Ml
68 km al N de Calama,-21.887 ,-68.735,2022-07-11,17:35:40,2022-07-11,21:35:40,126,km,3.1,Ml
40 km al NO de Mejillones,-22.789 ,-70.642,2022-07-11,17:31:03,2022-07-11,21:31:03,39,km,3.9,Ml
33 km al NE de Calama,-22.348 ,-68.640,2022-07-11,15:46:05,2022-07-11,19:46:05,108,km,2.5,Ml
16 km al SO de Tongoy,-30.336 ,-71.630,2022-07-11,12:10:15,2022-07-11,16:10:15,35,km,3.1,Ml
30 km al NO de Rancagua,-34.015 ,-71.000,2022-07-11,10:36:57,2022-07-11,14:36:57,74,km,2.8,Ml
14 km al NE de Pisagua,-19.545 ,-70.093,2022-07-11,09:13:42,2022-07-11,13:13:42,37,km,2.5,Ml
61 km al O de Los Vilos,-31.720 ,-72.115,2022-07-11,08:44:07,2022-07-11,12:44:07,28,km,3.3,Ml
64 km al SE de Socaire,-24.121 ,-67.653,2022-07-11,08:39:31,2022-07-11,12:39:31,236,km,4.0,Ml
98 km al E de Socaire,-23.539 ,-66.933,2022-07-11,07:50:11,2022-07-11,11:50:11,231,km,4.6,Mw
27 km al SO de Calama,-22.632 ,-69.131,2022-07-11,04:34:49,2022-07-11,08:34:49,89,km,4.0,Ml
41 km al S de Termas del Flaco,-35.312 ,-70.561,2022-07-11,01:23:20,2022-07-11,05:23:20,3,km,2.9,Ml
4 km al NE de Huasco,-28.437 ,-71.204,2022-07-11,01:04:35,2022-07-11,05:04:35,32,km,2.7,Ml
37 km al N de La Higuera,-29.187 ,-71.274,2022-07-10,21:18:40,2022-07-11,01:18:40,42,km,2.9,Ml
13 km al NE de Mejillones,-22.992 ,-70.391,2022-07-10,21:11:32,2022-07-11,01:11:32,12,km,2.8,Ml
17 km al NO de Quillagua,-21.548 ,-69.651,2022-07-10,20:40:13,2022-07-11,00:40:13,52,km,2.9,Ml
81 km al NO de Tongoy,-29.760 ,-72.116,2022-07-10,20:15:38,2022-07-11,00:15:38,55,km,2.9,Ml
