evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
68 km al NO de Quillagua,-21.361 ,-70.106,2022-07-05,19:56:20,2022-07-05,23:56:20,66,km,2.7,Ml
103 km al E de Socaire,-23.636 ,-66.885,2022-07-05,19:11:08,2022-07-05,23:11:08,266,km,3.9,Ml
77 km al NO de La Higuera,-29.016 ,-71.752,2022-07-05,17:02:18,2022-07-05,21:02:18,22,km,2.6,Ml
70 km al SE de Socaire,-24.176 ,-67.626,2022-07-05,16:00:23,2022-07-05,20:00:23,231,km,3.0,Ml
47 km al NE de Cuya,-18.844 ,-69.890,2022-07-05,13:12:16,2022-07-05,17:12:16,69,km,2.7,Ml
41 km al SE de San JosÃ© de Maipo,-33.890 ,-70.025,2022-07-05,13:10:02,2022-07-05,17:10:02,8,km,2.5,Ml
72 km al N de Calama,-21.846 ,-68.752,2022-07-05,12:48:49,2022-07-05,16:48:49,134,km,3.7,Ml
58 km al S de Socaire,-24.114 ,-67.857,2022-07-05,12:27:31,2022-07-05,16:27:31,294,km,2.7,Ml
40 km al NO de Tocopilla,-21.925 ,-70.541,2022-07-05,12:18:53,2022-07-05,16:18:53,26,km,2.5,Ml
48 km al SE de Pica,-20.886 ,-69.148,2022-07-05,10:56:38,2022-07-05,14:56:38,109,km,2.5,Ml
68 km al SO de Tongoy,-30.529 ,-72.127,2022-07-05,07:35:31,2022-07-05,11:35:31,24,km,4.8,Mw
65 km al O de Tongoy,-30.496 ,-72.117,2022-07-05,07:33:52,2022-07-05,11:33:52,14,km,3.2,Ml
29 km al O de Mina Collahuasi,-20.745 ,-68.924,2022-07-05,07:32:57,2022-07-05,11:32:57,101,km,2.9,Ml
45 km al SO de OllagÃ¼e,-21.563 ,-68.491,2022-07-05,07:01:03,2022-07-05,11:01:03,138,km,2.9,Ml
21 km al O de La Ligua,-32.431 ,-71.453,2022-07-05,06:17:56,2022-07-05,10:17:56,74,km,4.1,Ml
122 km al O de TirÃºa,-38.668 ,-74.834,2022-07-05,05:42:18,2022-07-05,09:42:18,38,km,3.9,Ml
73 km al SO de Pica,-20.965 ,-69.819,2022-07-05,04:44:00,2022-07-05,08:44:00,39,km,2.6,Ml
65 km al NE de Calama,-21.990 ,-68.570,2022-07-05,01:13:22,2022-07-05,05:13:22,125,km,2.6,Ml
28 km al N de Iquique,-19.974 ,-70.081,2022-07-05,00:42:43,2022-07-05,04:42:43,50,km,3.0,Ml
14 km al E de CuricÃ³,-34.985 ,-71.086,2022-07-04,23:47:26,2022-07-05,03:47:26,86,km,2.5,Ml
37 km al NO de ChaÃ±aral.,-26.085 ,-70.847,2022-07-04,22:47:12,2022-07-05,02:47:12,39,km,3.2,Ml
