evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
71 km al SE de Socaire,-24.162 ,-67.576,2022-07-24,19:17:45,2022-07-24,23:17:45,218,km,3.4,Ml
46 km al SO de Mina La Escondida.,-24.478 ,-69.454,2022-07-24,19:09:53,2022-07-24,23:09:53,83,km,2.8,Ml
50 km al SO de OllagÃ¼e,-21.623 ,-68.472,2022-07-24,14:24:56,2022-07-24,18:24:56,129,km,3.1,Ml
45 km al SO de Tierra Amarilla,-27.661 ,-70.680,2022-07-24,12:07:11,2022-07-24,16:07:11,58,km,2.9,Ml
106 km al E de Socaire,-23.847 ,-66.890,2022-07-24,10:53:30,2022-07-24,14:53:30,200,km,2.8,Ml
28 km al NO de Tongoy,-30.042 ,-71.651,2022-07-24,09:45:50,2022-07-24,13:45:50,26,km,3.1,Ml
42 km al E de Calama,-22.454 ,-68.523,2022-07-24,09:10:28,2022-07-24,13:10:28,117,km,2.6,Ml
17 km al N de Tongoy,-30.115 ,-71.551,2022-07-24,08:49:12,2022-07-24,12:49:12,37,km,2.9,Ml
34 km al SO de OllagÃ¼e,-21.466 ,-68.459,2022-07-24,06:55:18,2022-07-24,10:55:18,133,km,3.3,Ml
49 km al SO de Huasco,-28.849 ,-71.459,2022-07-24,06:06:26,2022-07-24,10:06:26,15,km,2.8,Ml
55 km al E de Quillagua,-21.527 ,-69.018,2022-07-24,06:03:33,2022-07-24,10:03:33,97,km,3.1,Ml
100 km al NE de Socaire,-23.097 ,-67.067,2022-07-24,04:26:37,2022-07-24,08:26:37,251,km,3.3,Ml
36 km al NE de Calama,-22.198 ,-68.747,2022-07-24,02:37:21,2022-07-24,06:37:21,114,km,2.5,Ml
81 km al E de Socaire,-23.375 ,-67.129,2022-07-24,02:06:45,2022-07-24,06:06:45,240,km,3.0,Ml
93 km al E de OllagÃ¼e,-21.355 ,-67.364,2022-07-24,01:46:54,2022-07-24,05:46:54,226,km,4.0,Ml
42 km al SO de Mina Collahuasi,-21.089 ,-68.954,2022-07-24,00:46:58,2022-07-24,04:46:58,109,km,2.5,Ml
75 km al O de Arica,-18.666 ,-71.001,2022-07-24,00:25:12,2022-07-24,04:25:12,45,km,2.5,Ml
80 km al SE de Socaire,-24.213 ,-67.489,2022-07-23,22:45:13,2022-07-24,02:45:13,211,km,4.2,Ml
67 km al S de Ilo,-18.249 ,-71.311,2022-07-23,22:34:00,2022-07-24,02:34:00,29,km,2.6,Ml
44 km al N de Calama,-22.076 ,-68.862,2022-07-23,22:19:35,2022-07-24,02:19:35,104,km,2.9,Ml
85 km al SE de Socaire,-24.210 ,-67.405,2022-07-23,22:06:54,2022-07-24,02:06:54,203,km,4.4,Mw
