evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
73 km al NO de Cobquecura,-35.708 ,-73.417,2022-07-27,19:52:23,2022-07-27,23:52:23,19,km,3.5,Ml
37 km al SE de OllagÃ¼e,-21.532 ,-68.105,2022-07-27,19:38:26,2022-07-27,23:38:26,148,km,3.1,Ml
37 km al NE de Calama,-22.240 ,-68.668,2022-07-27,18:36:35,2022-07-27,22:36:35,112,km,2.5,Ml
32 km al NE de Calama,-22.240 ,-68.749,2022-07-27,18:16:44,2022-07-27,22:16:44,123,km,3.2,Ml
40 km al NE de Calama,-22.221 ,-68.646,2022-07-27,17:53:26,2022-07-27,21:53:26,106,km,2.6,Ml
34 km al NE de Calama,-22.238 ,-68.721,2022-07-27,17:43:46,2022-07-27,21:43:46,105,km,2.6,Ml
32 km al NE de Calama,-22.254 ,-68.720,2022-07-27,17:01:42,2022-07-27,21:01:42,106,km,2.8,Ml
44 km al O de La Serena,-29.748 ,-71.669,2022-07-27,16:47:56,2022-07-27,20:47:56,59,km,2.9,Ml
33 km al NE de Calama,-22.206 ,-68.784,2022-07-27,15:21:26,2022-07-27,19:21:26,113,km,3.4,Ml
38 km al NE de Calama,-22.191 ,-68.717,2022-07-27,15:08:04,2022-07-27,19:08:04,117,km,3.1,Ml
35 km al NE de Calama,-22.230 ,-68.716,2022-07-27,14:58:58,2022-07-27,18:58:58,115,km,6.2,Mww
36 km al S de Calama,-22.788 ,-68.843,2022-07-27,14:31:34,2022-07-27,18:31:34,92,km,2.6,Ml
239 km al O de Puerto AysÃ©n,-45.708 ,-75.735,2022-07-27,14:02:52,2022-07-27,18:02:52,6,km,3.1,Ml
80 km al SE de Socaire,-23.993 ,-67.237,2022-07-27,12:29:25,2022-07-27,16:29:25,224,km,3.9,Ml
95 km al S de El Salvador,-27.065 ,-69.337,2022-07-27,09:30:02,2022-07-27,13:30:02,114,km,2.9,Ml
52 km al N de ChaÃ±aral.,-25.907 ,-70.787,2022-07-27,06:12:36,2022-07-27,10:12:36,48,km,3.6,Ml
10 km al O de Tocopilla,-22.078 ,-70.296,2022-07-27,05:04:51,2022-07-27,09:04:51,33,km,2.8,Ml
95 km al S de Socaire,-24.426 ,-68.060,2022-07-27,03:22:53,2022-07-27,07:22:53,136,km,3.9,Ml
137 km al O de Pichilemu,-33.988 ,-73.419,2022-07-27,02:29:14,2022-07-27,06:29:14,14,km,3.2,Ml
39 km al O de Sierra Gorda.,-22.836 ,-69.693,2022-07-27,01:30:03,2022-07-27,05:30:03,64,km,2.5,Ml
66 km al SE de Putre,-18.734 ,-69.304,2022-07-26,22:35:34,2022-07-27,02:35:34,113,km,2.7,Ml
