evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
17 km al SO de Calama,-22.606 ,-68.997,2022-07-03,19:56:03,2022-07-03,23:56:03,109,km,2.6,Ml
22 km al S de Cuya,-19.351 ,-70.241,2022-07-03,19:39:05,2022-07-03,23:39:05,76,km,4.7,Mw
14 km al SE de Cuya,-19.255 ,-70.088,2022-07-03,18:57:56,2022-07-03,22:57:56,53,km,2.9,Ml
42 km al SO de OllagÃ¼e,-21.556 ,-68.439,2022-07-03,15:21:23,2022-07-03,19:21:23,137,km,4.3,Ml
52 km al SO de Tongoy,-30.505 ,-71.951,2022-07-03,12:26:10,2022-07-03,16:26:10,34,km,3.6,Ml
70 km al SO de Tongoy,-30.531 ,-72.146,2022-07-03,12:24:20,2022-07-03,16:24:20,34,km,4.1,Ml
24 km al O de Tierra Amarilla,-27.537 ,-70.504,2022-07-03,11:37:14,2022-07-03,15:37:14,67,km,3.3,Ml
104 km al E de Paihuano,-30.430 ,-69.540,2022-07-03,08:05:04,2022-07-03,12:05:04,23,km,2.8,Ml
51 km al SO de MarÃ­a Elena,-22.636 ,-70.044,2022-07-03,03:58:29,2022-07-03,07:58:29,20,km,2.7,Ml
25 km al NE de Pica,-20.285 ,-69.228,2022-07-03,03:54:40,2022-07-03,07:54:40,89,km,2.7,Ml
63 km al O de Iquique,-20.125 ,-70.746,2022-07-03,03:06:28,2022-07-03,07:06:28,30,km,2.9,Ml
60 km al SE de Socaire,-23.973 ,-67.475,2022-07-03,00:17:56,2022-07-03,04:17:56,222,km,3.1,Ml
44 km al NE de Calama,-22.148 ,-68.678,2022-07-03,00:00:19,2022-07-03,04:00:19,114,km,3.0,Ml
49 km al E de Sierra Gorda.,-22.978 ,-68.845,2022-07-02,22:48:01,2022-07-03,02:48:01,90,km,3.2,Ml
66 km al NO de ValparaÃ­so,-32.549 ,-72.000,2022-07-02,22:27:44,2022-07-03,02:27:44,39,km,2.6,Ml
25 km al SO de Sierra Gorda.,-23.065 ,-69.488,2022-07-02,22:20:40,2022-07-03,02:20:40,88,km,4.2,Ml
74 km al E de Quillagua,-21.715 ,-68.816,2022-07-02,21:50:56,2022-07-03,01:50:56,106,km,4.4,Mw
32 km al E de Calama,-22.363 ,-68.643,2022-07-02,21:26:51,2022-07-03,01:26:51,108,km,2.6,Ml
