evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
38 km al SO de Tocopilla,-22.332 ,-70.465,2022-07-08,17:48:44,2022-07-08,21:48:44,23,km,3.4,Ml
14 km al O de Ovalle,-30.566 ,-71.341,2022-07-08,16:21:32,2022-07-08,20:21:32,45,km,2.7,Ml
17 km al NE de Petorca,-32.151 ,-70.800,2022-07-08,14:10:11,2022-07-08,18:10:11,80,km,2.8,Ml
77 km al NE de Mina La Escondida.,-23.683 ,-68.645,2022-07-08,12:39:41,2022-07-08,16:39:41,104,km,2.7,Ml
25 km al E de Pica,-20.569 ,-69.106,2022-07-08,12:00:52,2022-07-08,16:00:52,97,km,2.5,Ml
14 km al O de Visviri,-17.576 ,-69.616,2022-07-08,11:52:10,2022-07-08,15:52:10,145,km,3.3,Ml
8 km al NO de Punitaqui,-30.768 ,-71.292,2022-07-08,11:10:01,2022-07-08,15:10:01,62,km,2.8,Ml
24 km al SO de Tongoy,-30.440 ,-71.617,2022-07-08,08:56:25,2022-07-08,12:56:25,33,km,2.7,Ml
112 km al O de Tongoy,-29.879 ,-72.569,2022-07-08,07:09:05,2022-07-08,11:09:05,40,km,3.2,Ml
36 km al S de Mina Collahuasi,-21.154 ,-68.631,2022-07-08,06:53:45,2022-07-08,10:53:45,124,km,2.9,Ml
73 km al N de Calama,-21.822 ,-68.805,2022-07-08,06:25:00,2022-07-08,10:25:00,120,km,2.6,Ml
56 km al S de CamiÃ±a,-19.803 ,-69.313,2022-07-08,05:14:46,2022-07-08,09:14:46,96,km,2.7,Ml
123 km al E de Socaire,-23.699 ,-66.690,2022-07-08,05:08:17,2022-07-08,09:08:17,195,km,3.3,Ml
37 km al NE de Calama,-22.276 ,-68.642,2022-07-08,04:43:28,2022-07-08,08:43:28,103,km,3.0,Ml
52 km al SO de Los Vilos,-32.234 ,-71.916,2022-07-08,03:37:30,2022-07-08,07:37:30,28,km,3.3,Ml
46 km al O de OllagÃ¼e,-21.269 ,-68.699,2022-07-08,02:00:32,2022-07-08,06:00:32,117,km,3.5,Ml
71 km al E de Socaire,-23.447 ,-67.208,2022-07-08,00:53:37,2022-07-08,04:53:37,243,km,3.6,Ml
71 km al S de OllagÃ¼e,-21.840 ,-68.421,2022-07-08,00:38:13,2022-07-08,04:38:13,128,km,2.8,Ml
12 km al SO de Visviri,-17.687 ,-69.547,2022-07-07,23:14:01,2022-07-08,03:14:01,144,km,2.9,Ml
73 km al SE de Socaire,-24.188 ,-67.589,2022-07-07,21:54:53,2022-07-08,01:54:53,218,km,4.2,Ml
79 km al S de Socaire,-24.279 ,-67.709,2022-07-07,21:28:34,2022-07-08,01:28:34,232,km,2.7,Ml
