evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
43 km al SO de Mina Collahuasi,-21.090 ,-68.962,2022-07-07,19:22:16,2022-07-07,23:22:16,112,km,2.8,Ml
40 km al O de El Tabo,-33.544 ,-72.087,2022-07-07,18:20:04,2022-07-07,22:20:04,32,km,2.6,Ml
81 km al NE de Socaire,-23.224 ,-67.202,2022-07-07,15:54:42,2022-07-07,19:54:42,278,km,3.5,Ml
18 km al NE de VichuquÃ©n,-34.784 ,-71.834,2022-07-07,14:23:46,2022-07-07,18:23:46,45,km,2.6,Ml
59 km al SE de CamiÃ±a,-19.783 ,-69.159,2022-07-07,13:27:20,2022-07-07,17:27:20,98,km,2.9,Ml
133 km al O de Lebu,-37.348 ,-75.129,2022-07-07,12:26:55,2022-07-07,16:26:55,11,km,3.2,Ml
80 km al N de Calama,-21.770 ,-68.759,2022-07-07,10:21:20,2022-07-07,14:21:20,130,km,3.9,Ml
97 km al NO de ValparaÃ­so,-32.434 ,-72.355,2022-07-07,10:05:26,2022-07-07,14:05:26,30,km,2.5,Ml
73 km al NO de La Higuera,-29.002 ,-71.670,2022-07-07,06:18:21,2022-07-07,10:18:21,22,km,3.5,Ml
15 km al S de Canela Baja,-31.531 ,-71.433,2022-07-07,05:41:44,2022-07-07,09:41:44,77,km,3.0,Ml
102 km al SE de Socaire,-24.285 ,-67.230,2022-07-07,05:06:53,2022-07-07,09:06:53,212,km,3.8,Ml
30 km al NO de OllagÃ¼e,-21.051 ,-68.476,2022-07-07,03:22:17,2022-07-07,07:22:17,126,km,2.7,Ml
59 km al S de Alto Hospicio,-20.795 ,-70.039,2022-07-07,02:31:55,2022-07-07,06:31:55,45,km,2.5,Ml
151 km al O de Caldera,-27.259 ,-72.335,2022-07-07,02:11:51,2022-07-07,06:11:51,16,km,3.5,Ml
54 km al S de Mina Collahuasi,-21.290 ,-68.811,2022-07-07,01:50:56,2022-07-07,05:50:56,112,km,2.9,Ml
8 km al SO de Casablanca,-33.380 ,-71.446,2022-07-07,01:44:37,2022-07-07,05:44:37,54,km,3.4,Ml
31 km al N de Tocopilla,-21.822 ,-70.161,2022-07-07,01:02:58,2022-07-07,05:02:58,40,km,2.7,Ml
68 km al SE de Antofagasta,-24.116 ,-69.989,2022-07-07,00:47:52,2022-07-07,04:47:52,67,km,3.6,Ml
12 km al SO de Colina,-33.293 ,-70.740,2022-07-06,23:57:54,2022-07-07,03:57:54,82,km,3.2,Ml
34 km al O de OllagÃ¼e,-21.239 ,-68.579,2022-07-06,23:41:42,2022-07-07,03:41:42,111,km,2.9,Ml
7 km al SO de Tongoy,-30.285 ,-71.560,2022-07-06,22:21:08,2022-07-07,02:21:08,27,km,3.1,Ml
49 km al SE de Sierra Gorda.,-23.121 ,-68.902,2022-07-06,21:59:00,2022-07-07,01:59:00,101,km,3.5,Ml
70 km al SO de OllagÃ¼e,-21.707 ,-68.690,2022-07-06,20:55:10,2022-07-07,00:55:10,106,km,2.7,Ml
