evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
535 km al O de Melinka,-44.759 ,-80.363,2022-07-15,17:40:55,2022-07-15,21:40:55,10,km,5.1,Mb
517 km al O de Melinka,-44.520 ,-80.170,2022-07-15,15:37:19,2022-07-15,19:37:19,10,km,6.4,Mww
32 km al SO de Termas del Flaco,-35.179 ,-70.668,2022-07-15,14:53:20,2022-07-15,18:53:20,108,km,3.0,Ml
41 km al NO de Cuya,-18.857 ,-70.400,2022-07-15,14:44:48,2022-07-15,18:44:48,51,km,3.6,Ml
30 km al NO de Talca,-35.176 ,-71.783,2022-07-15,13:28:50,2022-07-15,17:28:50,43,km,2.6,Ml
44 km al SO de Mina Collahuasi,-21.091 ,-68.968,2022-07-15,09:50:32,2022-07-15,13:50:32,110,km,2.6,Ml
43 km al O de Mina Collahuasi,-20.805 ,-69.069,2022-07-15,09:15:36,2022-07-15,13:15:36,115,km,3.0,Ml
68 km al S de Mina La Escondida.,-24.884 ,-69.065,2022-07-15,08:52:36,2022-07-15,12:52:36,118,km,3.2,Ml
12 km al NE de CamiÃ±a,-19.231 ,-69.346,2022-07-15,07:23:12,2022-07-15,11:23:12,103,km,2.7,Ml
63 km al NE de Socaire,-23.303 ,-67.362,2022-07-15,06:35:22,2022-07-15,10:35:22,263,km,3.2,Ml
46 km al SO de Huasco,-28.814 ,-71.474,2022-07-15,05:45:13,2022-07-15,09:45:13,32,km,3.0,Ml
42 km al SE de Calama,-22.772 ,-68.690,2022-07-15,05:31:52,2022-07-15,09:31:52,103,km,3.5,Ml
79 km al NE de Socaire,-23.127 ,-67.300,2022-07-15,04:30:58,2022-07-15,08:30:58,266,km,3.4,Ml
32 km al S de Mina Collahuasi,-21.106 ,-68.742,2022-07-15,04:22:55,2022-07-15,08:22:55,114,km,3.6,Ml
27 km al O de OllagÃ¼e,-21.194 ,-68.515,2022-07-15,03:04:58,2022-07-15,07:04:58,140,km,4.3,Ml
276 km al SO de Melinka,-45.548 ,-76.346,2022-07-15,02:44:06,2022-07-15,06:44:06,3,km,2.9,Ml
95 km al E de San Pedro de Atacama,-22.865 ,-67.276,2022-07-15,00:25:53,2022-07-15,04:25:53,237,km,3.0,Ml
23 km al SO de Punitaqui,-30.988 ,-71.415,2022-07-14,23:50:50,2022-07-15,03:50:50,67,km,2.7,Ml
18 km al S de Punitaqui,-30.986 ,-71.291,2022-07-14,23:01:08,2022-07-15,03:01:08,60,km,4.1,Ml
31 km al SE de Pica,-20.679 ,-69.113,2022-07-14,20:32:55,2022-07-15,00:32:55,94,km,3.0,Ml
68 km al SO de OllagÃ¼e,-21.778 ,-68.543,2022-07-14,20:25:06,2022-07-15,00:25:06,123,km,3.5,Ml
