evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al O de Pisagua,-19.693 ,-70.519,2022-05-24,18:02:34,2022-05-24,22:02:34,37,km,3.0,Ml
45 km al S de OllagÃ¼e,-21.603 ,-68.397,2022-05-24,17:11:00,2022-05-24,21:11:00,130,km,3.5,Ml
23 km al NE de VichuquÃ©n,-34.772 ,-71.784,2022-05-24,13:35:00,2022-05-24,17:35:00,44,km,3.6,Ml
22 km al NO de Iquique,-20.046 ,-70.268,2022-05-24,10:10:00,2022-05-24,14:10:00,47,km,3.2,Ml
15 km al O de Visviri,-17.636 ,-69.619,2022-05-24,08:58:00,2022-05-24,12:58:00,152,km,5.2,Mw
40 km al S de Mina Collahuasi,-21.184 ,-68.660,2022-05-24,06:50:30,2022-05-24,10:50:30,113,km,3.3,Ml
85 km al NO de Quillagua,-21.263 ,-70.240,2022-05-24,06:07:18,2022-05-24,10:07:18,63,km,2.8,Ml
26 km al N de Rancagua,-33.932 ,-70.751,2022-05-24,05:28:47,2022-05-24,09:28:47,86,km,3.2,Ml
45 km al SE de CuricÃ³,-35.320 ,-70.963,2022-05-24,04:11:47,2022-05-24,08:11:47,103,km,3.0,Ml
68 km al E de Tierra Amarilla,-27.242 ,-69.629,2022-05-24,03:14:17,2022-05-24,07:14:17,93,km,3.1,Ml
47 km al N de Vallenar,-28.151 ,-70.749,2022-05-23,23:47:38,2022-05-24,03:47:38,50,km,4.9,Mw
53 km al SO de Mina Collahuasi,-21.152 ,-69.033,2022-05-23,23:11:56,2022-05-24,03:11:56,110,km,3.3,Ml
29 km al S de Santiago,-33.701 ,-70.665,2022-05-23,20:02:28,2022-05-24,00:02:28,31,km,2.7,Ml
