evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
10 km al NE de Caldera,-27.024 ,-70.732,2022-05-20,19:47:49,2022-05-20,23:47:49,49,km,4.5,Mw
163 km al NO de BahÃ­a Mansa,-39.475 ,-74.974,2022-05-20,19:32:48,2022-05-20,23:32:48,21,km,3.5,Ml
36 km al O de Canela Baja,-31.508 ,-71.810,2022-05-20,19:26:55,2022-05-20,23:26:55,18,km,2.7,Ml
31 km al S de Pica,-20.756 ,-69.228,2022-05-20,17:15:44,2022-05-20,21:15:44,103,km,3.7,Ml
108 km al SE de Socaire,-24.110 ,-66.988,2022-05-20,16:55:30,2022-05-20,20:55:30,187,km,3.1,Ml
18 km al S de Baquedano,-23.494 ,-69.818,2022-05-20,16:33:54,2022-05-20,20:33:54,54,km,3.4,Ml
11 km al SO de CamiÃ±a,-19.357 ,-69.516,2022-05-20,16:20:41,2022-05-20,20:20:41,86,km,2.8,Ml
12 km al S de Sierra Gorda.,-22.999 ,-69.277,2022-05-20,15:26:00,2022-05-20,19:26:00,106,km,3.5,Ml
37 km al E de Pica,-20.493 ,-68.974,2022-05-20,14:58:57,2022-05-20,18:58:57,111,km,3.0,Ml
54 km al N de Calama,-22.016 ,-68.750,2022-05-20,14:03:49,2022-05-20,18:03:49,111,km,2.9,Ml
77 km al N de Calama,-21.816 ,-68.699,2022-05-20,12:46:58,2022-05-20,16:46:58,111,km,2.7,Ml
36 km al NO de Los Vilos,-31.635 ,-71.707,2022-05-20,12:37:49,2022-05-20,16:37:49,22,km,2.7,Ml
38 km al SE de CuricÃ³,-35.300 ,-71.067,2022-05-20,10:20:02,2022-05-20,14:20:02,111,km,3.1,Ml
74 km al O de La Higuera,-29.521 ,-71.963,2022-05-20,09:49:45,2022-05-20,13:49:45,32,km,3.0,Ml
6 km al SO de Tongoy,-30.302 ,-71.535,2022-05-20,05:43:49,2022-05-20,09:43:49,45,km,3.4,Ml
51 km al SE de Socaire,-24.012 ,-67.689,2022-05-20,05:21:16,2022-05-20,09:21:16,234,km,2.9,Ml
65 km al O de La Higuera,-29.553 ,-71.876,2022-05-20,05:07:48,2022-05-20,09:07:48,49,km,5.7,Mww
77 km al SE de Socaire,-24.019 ,-67.290,2022-05-20,04:56:13,2022-05-20,08:56:13,246,km,2.8,Ml
"12 km al E de Base Frei, AntÃ¡rtica",-62.148 ,-58.755,2022-05-20,04:49:17,2022-05-20,08:49:17,5,km,3.1,Ml
16 km al SE de CuricÃ³,-35.082 ,-71.114,2022-05-19,23:46:04,2022-05-20,03:46:04,103,km,2.7,Ml
52 km al N de Mina Collahuasi,-20.367 ,-68.771,2022-05-19,22:22:54,2022-05-20,02:22:54,113,km,2.8,Ml
77 km al SE de Socaire,-24.127 ,-67.410,2022-05-19,21:57:32,2022-05-20,01:57:32,240,km,3.0,Ml
23 km al SO de Tongoy,-30.443 ,-71.597,2022-05-19,20:03:45,2022-05-20,00:03:45,30,km,2.7,Ml
