evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
130 km al NE de El Salvador,-25.440 ,-68.674,2022-08-26,17:20:00,2022-08-26,21:20:00,125,km,3.1,Ml
28 km al SO de La Ligua,-32.586 ,-71.476,2022-08-26,15:15:13,2022-08-26,19:15:13,32,km,2.9,Ml
71 km al SE de Socaire,-24.130 ,-67.510,2022-08-26,14:00:53,2022-08-26,18:00:53,242,km,4.2,Ml
72 km al SO de OllagÃ¼e,-21.815 ,-68.530,2022-08-26,10:22:30,2022-08-26,14:22:30,130,km,3.4,Ml
34 km al NE de Mejillones,-22.900 ,-70.200,2022-08-26,09:19:18,2022-08-26,13:19:18,34,km,2.5,Ml
132 km al NO de ConstituciÃ³n,-34.723 ,-73.663,2022-08-26,08:12:34,2022-08-26,12:12:34,26,km,3.7,Ml
22 km al E de Linares,-35.924 ,-71.379,2022-08-26,06:35:38,2022-08-26,10:35:38,109,km,2.7,Ml
21 km al N de VichuquÃ©n,-34.696 ,-72.032,2022-08-26,06:21:11,2022-08-26,10:21:11,14,km,2.6,Ml
79 km al E de Socaire,-23.568 ,-67.111,2022-08-26,05:19:37,2022-08-26,09:19:37,235,km,3.5,Ml
33 km al NO de Mina Collahuasi,-20.655 ,-68.912,2022-08-26,04:52:43,2022-08-26,08:52:43,101,km,2.8,Ml
76 km al NE de Calama,-21.870 ,-68.586,2022-08-26,04:32:24,2022-08-26,08:32:24,127,km,2.7,Ml
8 km al SE de Los Ãngeles,-37.525 ,-72.286,2022-08-26,04:07:32,2022-08-26,08:07:32,68,km,3.1,Ml
23 km al NO de Huasco,-28.283 ,-71.323,2022-08-26,03:35:21,2022-08-26,07:35:21,35,km,2.7,Ml
81 km al SE de Socaire,-23.942 ,-67.188,2022-08-26,03:07:07,2022-08-26,07:07:07,246,km,4.4,Mw
42 km al SO de Mina Collahuasi,-21.162 ,-68.854,2022-08-26,03:04:16,2022-08-26,07:04:16,111,km,3.2,Ml
65 km al E de Socaire,-23.558 ,-67.255,2022-08-26,01:11:26,2022-08-26,05:11:26,245,km,2.6,Ml
10 km al NO de Mejillones,-23.035 ,-70.519,2022-08-26,00:15:57,2022-08-26,04:15:57,29,km,2.7,Ml
75 km al SE de Socaire,-24.162 ,-67.492,2022-08-25,23:46:30,2022-08-26,03:46:30,248,km,2.9,Ml
4 km al SO de La Ligua,-32.470 ,-71.270,2022-08-25,23:29:31,2022-08-26,03:29:31,57,km,3.0,Ml
50 km al NE de Cuya,-18.776 ,-69.931,2022-08-25,22:44:51,2022-08-26,02:44:51,75,km,3.4,Ml
56 km al E de La Higuera,-29.499 ,-70.621,2022-08-25,22:15:41,2022-08-26,02:15:41,106,km,2.7,Ml
