evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al SO de Socaire,-23.870 ,-68.020,2022-08-24,16:48:07,2022-08-24,20:48:07,151,km,3.9,Ml
92 km al NO de Punta Arenas,-52.592 ,-71.901,2022-08-24,16:27:27,2022-08-24,20:27:27,36,km,3.0,Ml
61 km al NO de ValparaÃ­so,-32.663 ,-72.074,2022-08-24,15:36:44,2022-08-24,19:36:44,43,km,3.2,Ml
37 km al NE de Vallenar,-28.425 ,-70.423,2022-08-24,14:21:34,2022-08-24,18:21:34,98,km,2.5,Ml
48 km al SO de Mina Collahuasi,-21.195 ,-68.906,2022-08-24,11:03:20,2022-08-24,15:03:20,118,km,4.0,Ml
54 km al E de Socaire,-23.616 ,-67.364,2022-08-24,09:49:40,2022-08-24,13:49:40,245,km,2.9,Ml
54 km al N de Calama,-22.014 ,-68.746,2022-08-24,08:09:46,2022-08-24,12:09:46,134,km,5.5,Mww
51 km al NE de CopiapÃ³,-27.055 ,-69.957,2022-08-24,06:49:45,2022-08-24,10:49:45,105,km,3.1,Ml
33 km al S de Sierra Gorda.,-23.181 ,-69.217,2022-08-24,05:42:14,2022-08-24,09:42:14,80,km,2.5,Ml
37 km al E de Sierra Gorda.,-22.990 ,-68.970,2022-08-24,05:37:29,2022-08-24,09:37:29,110,km,2.5,Ml
105 km al E de Socaire,-23.439 ,-66.875,2022-08-24,05:23:21,2022-08-24,09:23:21,198,km,3.0,Ml
72 km al SE de Socaire,-24.017 ,-67.353,2022-08-24,04:52:45,2022-08-24,08:52:45,236,km,3.1,Ml
28 km al NE de Los Andes.,-32.606 ,-70.465,2022-08-24,04:32:49,2022-08-24,08:32:49,17,km,3.9,Ml
75 km al S de Socaire,-24.251 ,-68.022,2022-08-24,02:29:57,2022-08-24,06:29:57,270,km,3.6,Ml
39 km al S de Mina Collahuasi,-21.174 ,-68.659,2022-08-24,00:50:57,2022-08-24,04:50:57,114,km,3.2,Ml
32 km al NE de Los Andes.,-32.564 ,-70.472,2022-08-23,22:55:09,2022-08-24,02:55:09,15,km,2.7,Ml
94 km al SE de Socaire,-24.237 ,-67.292,2022-08-23,22:38:03,2022-08-24,02:38:03,222,km,3.3,Ml
41 km al SO de Los Vilos,-32.142 ,-71.844,2022-08-23,21:56:00,2022-08-24,01:56:00,24,km,2.5,Ml
15 km al SO de Calama,-22.546 ,-69.053,2022-08-23,21:55:25,2022-08-24,01:55:25,101,km,2.8,Ml
87 km al SE de Socaire,-24.057 ,-67.209,2022-08-23,21:51:54,2022-08-24,01:51:54,222,km,2.7,Ml
26 km al N de Canela Baja,-31.165 ,-71.511,2022-08-23,20:38:57,2022-08-24,00:38:57,50,km,2.6,Ml
41 km al NO de Cobquecura,-35.878 ,-73.127,2022-08-23,20:24:39,2022-08-24,00:24:39,19,km,2.7,Ml
96 km al NE de Socaire,-23.218 ,-67.038,2022-08-23,20:18:50,2022-08-24,00:18:50,253,km,3.3,Ml
