evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
80 km al NE de San Pedro de Atacama,-22.297 ,-67.802,2022-08-13,18:32:26,2022-08-13,22:32:26,220,km,3.6,Ml
15 km al NO de Illapel,-31.509 ,-71.244,2022-08-13,17:41:26,2022-08-13,21:41:26,56,km,3.1,Ml
69 km al SO de Tongoy,-30.641 ,-72.065,2022-08-13,17:38:38,2022-08-13,21:38:38,23,km,3.1,Ml
30 km al N de Taltal,-25.146 ,-70.431,2022-08-13,16:58:46,2022-08-13,20:58:46,61,km,2.8,Ml
34 km al SO de Mina Collahuasi,-21.110 ,-68.783,2022-08-13,13:48:31,2022-08-13,17:48:31,118,km,3.2,Ml
38 km al S de Tocopilla,-22.428 ,-70.280,2022-08-13,13:46:43,2022-08-13,17:46:43,30,km,2.8,Ml
33 km al NE de Calama,-22.217 ,-68.768,2022-08-13,13:30:34,2022-08-13,17:30:34,119,km,3.3,Ml
37 km al NE de Calama,-22.248 ,-68.661,2022-08-13,11:43:38,2022-08-13,15:43:38,114,km,4.0,Ml
65 km al SE de Socaire,-24.120 ,-67.625,2022-08-13,09:28:06,2022-08-13,13:28:06,237,km,3.4,Ml
19 km al O de ConcepciÃ³n,-36.802 ,-73.259,2022-08-13,07:57:40,2022-08-13,11:57:40,24,km,3.0,Ml
23 km al O de Canela Baja,-31.444 ,-71.689,2022-08-13,07:46:40,2022-08-13,11:46:40,38,km,2.9,Ml
53 km al SO de Pica,-20.832 ,-69.683,2022-08-13,06:30:25,2022-08-13,10:30:25,38,km,3.5,Ml
34 km al SE de Pica,-20.760 ,-69.176,2022-08-13,05:34:28,2022-08-13,09:34:28,95,km,3.3,Ml
26 km al NO de Tocopilla,-21.922 ,-70.378,2022-08-13,04:39:25,2022-08-13,08:39:25,54,km,2.7,Ml
36 km al S de Mina Collahuasi,-21.137 ,-68.755,2022-08-13,02:29:36,2022-08-13,06:29:36,121,km,3.5,Ml
42 km al S de Mina Collahuasi,-21.204 ,-68.672,2022-08-13,02:09:15,2022-08-13,06:09:15,117,km,3.2,Ml
31 km al SO de Mina Collahuasi,-21.049 ,-68.830,2022-08-13,00:25:27,2022-08-13,04:25:27,105,km,2.9,Ml
166 km al O de Iquique,-20.619 ,-71.682,2022-08-13,00:14:30,2022-08-13,04:14:30,24,km,3.0,Ml
101 km al O de Pisagua,-19.936 ,-71.110,2022-08-12,23:48:59,2022-08-13,03:48:59,35,km,2.9,Ml
28 km al NE de Quillota,-32.679 ,-71.066,2022-08-12,23:10:19,2022-08-13,03:10:19,58,km,2.8,Ml
28 km al O de Canela Baja,-31.299 ,-71.727,2022-08-12,21:45:04,2022-08-13,01:45:04,31,km,2.9,Ml
