evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
129 km al E de Socaire,-23.261 ,-66.680,2022-08-08,19:36:10,2022-08-08,23:36:10,220,km,3.3,Ml
62 km al NO de Tongoy,-29.944 ,-72.035,2022-08-08,17:29:52,2022-08-08,21:29:52,37,km,2.5,Ml
21 km al N de Pica,-20.309 ,-69.293,2022-08-08,16:11:54,2022-08-08,20:11:54,108,km,3.8,Ml
44 km al SO de Mina Collahuasi,-21.149 ,-68.905,2022-08-08,14:07:30,2022-08-08,18:07:30,114,km,3.0,Ml
34 km al E de Quillagua,-21.742 ,-69.214,2022-08-08,14:02:56,2022-08-08,18:02:56,79,km,3.6,Ml
15 km al O de OllagÃ¼e,-21.226 ,-68.398,2022-08-08,12:53:15,2022-08-08,16:53:15,142,km,2.6,Ml
21 km al NE de Tongoy,-30.143 ,-71.323,2022-08-08,10:59:19,2022-08-08,14:59:19,64,km,3.2,Ml
25 km al NE de VichuquÃ©n,-34.721 ,-71.800,2022-08-08,10:31:15,2022-08-08,14:31:15,38,km,2.7,Ml
85 km al S de Mina La Escondida.,-25.018 ,-69.216,2022-08-08,08:38:06,2022-08-08,12:38:06,118,km,3.0,Ml
62 km al S de Putre,-18.750 ,-69.459,2022-08-08,05:19:16,2022-08-08,09:19:16,111,km,4.3,Mw
15 km al NE de Pica,-20.388 ,-69.232,2022-08-08,04:53:49,2022-08-08,08:53:49,89,km,2.7,Ml
13 km al O de Punitaqui,-30.781 ,-71.379,2022-08-08,04:51:57,2022-08-08,08:51:57,43,km,2.5,Ml
14 km al SO de Illapel,-31.723 ,-71.266,2022-08-08,03:01:34,2022-08-08,07:01:34,57,km,2.5,Ml
18 km al S de CamiÃ±a,-19.476 ,-69.395,2022-08-08,01:55:04,2022-08-08,05:55:04,93,km,2.9,Ml
38 km al E de Baquedano,-23.302 ,-69.468,2022-08-08,01:22:19,2022-08-08,05:22:19,80,km,2.6,Ml
154 km al O de Valdivia,-39.389 ,-74.956,2022-08-08,01:00:17,2022-08-08,05:00:17,20,km,2.8,Ml
77 km al N de Mina La Escondida.,-23.605 ,-68.852,2022-08-08,00:46:56,2022-08-08,04:46:56,112,km,3.4,Ml
48 km al NO de ValparaÃ­so,-32.684 ,-71.884,2022-08-07,23:44:56,2022-08-08,03:44:56,32,km,5.0,Mw
123 km al NO de Cobquecura,-35.567 ,-73.963,2022-08-07,22:30:06,2022-08-08,02:30:06,15,km,2.6,Ml
40 km al O de San Pedro de Atacama,-22.965 ,-68.590,2022-08-07,22:02:32,2022-08-08,02:02:32,163,km,2.6,Ml
45 km al O de ValparaÃ­so,-33.012 ,-72.097,2022-08-07,21:49:56,2022-08-08,01:49:56,24,km,2.5,Ml
15 km al SO de Putre,-18.313 ,-69.632,2022-08-07,21:30:53,2022-08-08,01:30:53,95,km,2.5,Ml
43 km al NO de Quillagua,-21.374 ,-69.817,2022-08-07,20:45:53,2022-08-08,00:45:53,47,km,2.5,Ml
