,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
247,PRIMERA,2020-02-27,AEGNEM,PRADO,MU,GÓMEZ,
259,PRIMERA,2020-02-28,AEGNEM,A,BIEL,GÓMEZ,
270,PRIMERA,2020-02-07,ARANGUIZ,PRADO,BIEL,MERA,AETCHEBERRY
283,PRIMERA,2020-02-06,ARANGUIZ,PRADO,BIEL,LAGOS,GOMEZ
296,PRIMERA,2020-02-05,ARANGUIZ,PRADO,BIEL,MERA,AETCHEBERRY
312,PRIMERA,2020-02-04,ARANGUIZ,PRADO,BIEL,MERA,AETCHEBERRY
325,PRIMERA,2020-02-03,ARANGUIZ,BIEL,MERA,AETCHEBERRY,GOMEZ
329,PRIMERA,2020-03-10,AEGNEM,, FUENTES,PRADO,PEÑAILILLO
333,PRIMERA,2020-03-11,AEGNEM,, FUENTES,PRADO,MUNITA
336,PRIMERA,2020-03-12,AEGNEM,, FUENTES,PRADO,MUNITA
339,PRIMERA,2020-03-13,AEGNEM,, FUENTES,PRADO,MUNITA
343,PRIMERA,2020-03-16,AEGNEM,, FUENTES,AMU,PRADO
348,PRIMERA,2020-03-17,AEGNEM,, FUENTES,PRADO,MU
356,PRIMERA,2020-03-18,FUENTES,PRADO,MU,MUNITA.,BARRA
368,PRIMERA,2020-03-23,AMAGGI,AEGNEM,FUENTES,PRADO,MU
375,PRIMERA,2020-03-24,AMAGGI,AEGNEM,FUENTES,PRADO,MU
385,PRIMERA,2020-03-25,AMAGGI,AEGNEM,FUENTES,PRADO,MU
395,PRIMERA,2020-03-26,AMAGGI,AEGNEM,FUENTES,PRADO,MU
404,PRIMERA,2020-03-27,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
413,PRIMERA,2020-03-30,AMAGGI,AEGNEM,FUENTES,PRADO,MU
421,PRIMERA,2020-03-19,AMAGGI,FUENTES,PRADO,MU,MUNITA.
427,PRIMERA,2020-03-09,AEGNEM,, FUENTES,PRADO,PEÑAILILLO
441,PRIMERA,2020-03-06,AMAGGI,A,, FUENTES,ARANGUIZ
452,PRIMERA,2020-03-05,AMAGGI,A,, FUENTES,ARANGUIZ
469,PRIMERA,2020-03-04,AMAGGI,A,, FUENTES,ARANGUIZ
496,PRIMERA,2020-03-02,AMAGGI,A,, FUENTES,AR
498,PRIMERA,2020-04-13,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
501,PRIMERA,2020-04-14,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
504,PRIMERA,2020-04-15,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
506,PRIMERA,2020-04-16,AMAGGI,AEGNEM,ARANGUIZ,PRADO,MUNITA
510,PRIMERA,2020-04-17,AMAGGI,AEGNEM,ARANGUIZ,PRADO,MUNITA
516,PRIMERA,2020-04-20,AMAGGI,AEGNEM,ARANGUIZ,PRADO,GOMEZ
521,PRIMERA,2020-04-21,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
527,PRIMERA,2020-04-22,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
534,PRIMERA,2020-04-23,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
542,PRIMERA,2020-04-24,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
551,PRIMERA,2020-04-27,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
564,PRIMERA,2020-04-28,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
573,PRIMERA,2020-04-29,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
592,PRIMERA,2020-04-09,AMAGGI,AEGNEM,FUENTES,PRADO,MU
602,PRIMERA,2020-04-08,AMAGGI,AEGNEM,FUENTES,PRADO,MU
603,PRIMERA,2020-04-07,AMAGGI,AEGNEM,FUENTES,PRADO,MU
628,PRIMERA,2020-04-02,AMAGGI,AEGNEM,FUENTES,PRADO,MU
647,PRIMERA,2020-05-11,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,GOMEZ
649,PRIMERA,2020-05-12,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
652,PRIMERA,2020-05-13,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
656,PRIMERA,2020-05-14,AEGNEM,FUENTES,ARANGUIZ,PRADO,MUNITA
660,PRIMERA,2020-05-15,AEGNEM,FUENTES,ARANGUIZ,PRADO,GOMEZ
667,PRIMERA,2020-05-18,AMAGGI,FUENTES,ARANGUIZ,PRADO,GOMEZ
673,PRIMERA,2020-05-19,AMAGGI,FUENTES,ARANGUIZ,PRADO,GOMEZ
677,PRIMERA,2020-05-20,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
684,PRIMERA,2020-05-22,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
701,PRIMERA,2020-05-25,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
702,PRIMERA,2020-05-26,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
712,PRIMERA,2020-05-27,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
723,PRIMERA,2020-05-28,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
734,PRIMERA,2020-05-29,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
746,PRIMERA,2020-05-08,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,MUNITA
765,PRIMERA,2020-05-07,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
767,PRIMERA,2020-05-06,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
779,PRIMERA,2020-05-05,AMAGGI,AEGNEM,FUENTES,AR,PRADO
791,PRIMERA,2020-05-04,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
793,PRIMERA,2020-06-10,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
795,PRIMERA,2020-06-11,AMAGGI,AEGNEM,PRADO,ZEPEDA,MUNITA
797,PRIMERA,2020-06-12,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
801,PRIMERA,2020-06-15,AMAGGI,FUENTES,PRADO,ZEPEDA,GOMEZ
806,PRIMERA,2020-06-16,AMAGGI,FUENTES,PRADO,ZEPEDA,AGAJARDO
813,PRIMERA,2020-06-17,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
818,PRIMERA,2020-06-18,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
826,PRIMERA,2020-06-19,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
840,PRIMERA,2020-06-23,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
850,PRIMERA,2020-06-24,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
857,PRIMERA,2020-06-25,AEGNEM,FUENTES,PRADO,ZEPEDA,MUNITA
867,PRIMERA,2020-06-26,AEGNEM,FUENTES,PRADO,ZEPEDA,GOMEZ
875,PRIMERA,2020-06-30,AMAGGI,AEGNEM,PRADO,LAGOS,MUNITA
893,PRIMERA,2020-06-09,AMAGGI,FUENTES,PRADO,LAGOS,MUNITA
895,PRIMERA,2020-06-08,AMAGGI,AEGNEM,PRADO,MUNITA,GOMEZ
905,PRIMERA,2020-06-05,AMAGGI,AEGNEM,FUENTES,PRADO,GOMEZ
919,PRIMERA,2020-06-04,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
943,PRIMERA,2020-06-02,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
957,PRIMERA,2020-06-01,AMAGGI,AEGNEM,FUENTES,ARANGUIZ,PRADO
959,PRIMERA,2020-07-10,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
960,PRIMERA,2020-07-13,AMAGGI,AEGNEM,FUENTES,PRADO,AETCHEBERRY
965,PRIMERA,2020-07-14,AEGNEM,FUENTES,PRADO,ZEPEDA,GOMEZ
966,PRIMERA,2020-07-15,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
970,PRIMERA,2020-07-17,AEGNEM,FUENTES,PRADO,MUNITA,GOMEZ
975,PRIMERA,2020-07-20,AMAGGI,FUENTES,PRADO,ZEPEDA,MUNITA
981,PRIMERA,2020-07-21,AMAGGI,FUENTES,PRADO,ZEPEDA,GOMEZ
989,PRIMERA,2020-07-22,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
997,PRIMERA,2020-07-23,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
1004,PRIMERA,2020-07-24,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1012,PRIMERA,2020-07-27,AMAGGI,AEGNEM,FUENTES,PRADO,GOMEZ
1024,PRIMERA,2020-07-28,AMAGGI,AEGNEM,FUENTES,PRADO,ABUAUAD
1032,PRIMERA,2020-07-29,AMAGGI,AEGNEM,PRADO,ZEPEDA,MUNITA
1045,PRIMERA,2020-07-30,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1059,PRIMERA,2020-07-31,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
1070,PRIMERA,2020-07-09,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1084,PRIMERA,2020-07-08,BRITO,AEGNEM,FUENTES,PRADO,ZEPEDA
1110,PRIMERA,2020-07-07,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1128,PRIMERA,2020-07-06,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1144,PRIMERA,2020-07-03,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1145,PRIMERA,2020-07-02,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
1165,PRIMERA,2020-07-01,AMAGGI,AEGNEM,FUENTES,ZEPEDA,GOMEZ
1167,PRIMERA,2020-08-10,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1169,PRIMERA,2020-08-11,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1172,PRIMERA,2020-08-12,AMAGGI,AEGNEM,FUENTES,PRADO,ZEPEDA
1176,PRIMERA,2020-08-13,AMAGGI,AEGNEM,FUENTES,ZEPEDA,GOMEZ
