,Fecha,Sala,Presidente,Ministros,Integrantes,Causa
0,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
1,[' a quince de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y MATUS.'], []]","['permiso', 'feriado']"
2,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
3,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
4,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
5,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
6,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
7,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
8,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
9,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
10,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
11,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
12,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
13,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
14,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
15,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
16,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
17,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
18,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
19,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
20,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
21,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
22,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
23,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
24,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
25,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
26,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
27,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
28,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
29,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
30,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
31,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
32,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
33,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
34,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
35,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
36,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
37,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
38,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
39,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
40,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
41,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
42,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
43,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
44,[' a veintinueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y ETCHEBERRY.'], []]",['feriado']
45,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
46,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
47,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
48,[' a quince de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y MATUS.'], []]","['permiso', 'feriado']"
49,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
50,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
51,[' a veintinueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y ETCHEBERRY.'], []]",['feriado']
52,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
53,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
54,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
55,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
56,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
57,[' a treinta y uno de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, sEÑora MAGGÍ y LOS ABOGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]",['feriado']
58,[' a treinta y uno de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, sEÑora MAGGÍ y LOS ABOGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]",['feriado']
59,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
60,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
61,[' a quince de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y MATUS.'], []]","['permiso', 'feriado']"
62,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
63,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
64,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
65,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
66,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
67,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
68,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
69,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
70,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
71,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
72,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
73,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
74,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
75,[' a treinta y uno de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, sEÑora MAGGÍ y LOS ABOGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]",['feriado']
76,[' a treinta y uno de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, sEÑora MAGGÍ y LOS ABOGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]",['feriado']
77,[' a ocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y FIGUEROA.'], []]",['comisión']
78,[' a quince de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y MATUS.'], []]","['permiso', 'feriado']"
79,[' a ocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y FIGUEROA.'], []]",['comisión']
80,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
81,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
82,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
83,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
84,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
85,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
86,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
87,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
88,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
89,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
90,[' a dieciocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGI, seÑñor FUENTES'], ['']]","[[], [' SEÑOR PEÑAILILLO.']]",['feriado']
91,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
92,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
93,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
94,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
95,[' a ocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y FIGUEROA.'], []]",['comisión']
96,[' a ocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y FIGUEROA.'], []]",['comisión']
97,[' a cuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y FIGUEROA.'], []]","['comisión', 'feriado']"
98,[' a cuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y FIGUEROA.'], []]","['comisión', 'feriado']"
99,[' a diez de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'permiso']"
100,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
101,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
102,[' a veintitrés de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y GOMEZ.'], []]","['comisión', 'feriado']"
103,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
104,[' a veintinueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y ETCHEBERRY.'], []]",['feriado']
105,[' a treinta y uno de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, sEÑora MAGGÍ y LOS ABOGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]",['feriado']
106,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
107,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
108,[' a cuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y FIGUEROA.'], []]","['comisión', 'feriado']"
109,[' a tres de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRras SANDOVAL y Los'], []]","[[' SEÑORES PEÑAILILLO y'], []]","['comisión', 'feriado']"
110,[' a tres de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRras SANDOVAL y Los'], []]","[[' SEÑORES PEÑAILILLO y'], []]","['comisión', 'feriado']"
111,[' a once de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA CHEVESICH, señor VALDERRAMA y'], []]","[[' SEÑORES QUINTANILLA y'], []]","['permiso', 'feriado']"
112,[' a diecisiete de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, sEÑoRr'], []]","[[], [' ASEÑORA']]",['feriado']
113,[' a veintidós de enmero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRA MAGGHI, seññor FUENTES'], ['']]","[[], [' SEÑOR PIZARRO.']]",['feriado']
114,[' a veinticuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, SEÑORa MAGGI y LOos ABOGADOS'], []]","[[' SEÑORES PIZARRO y CORREA.'], []]",['feriado']
