,Fecha,Sala,Presidente,Ministros,Integrantes,Causa
8901,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8902,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8903,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8904,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8905,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8906,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8907,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8908,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8909,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8910,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8911,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8912,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8913,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8914,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8915,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8916,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8917,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8918,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8919,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8920,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8921,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8922,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8923,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8924,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8925,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8926,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8927,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8928,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8929,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8930,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8931,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8932,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8933,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8934,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8935,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8936,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8937,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8938,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8939,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8940,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8941,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8942,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8943,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8944,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8945,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8946,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8947,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8948,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8949,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8950,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8951,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8952,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8953,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8954,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8955,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8956,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8957,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8958,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8959,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8960,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8961,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8962,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8963,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8964,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8965,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8966,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8967,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8968,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8969,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8970,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8971,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8972,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8973,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
8974,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
8975,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
8976,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8977,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8978,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8979,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8980,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8981,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8982,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8983,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8984,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8985,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8986,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
8987,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
8988,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
8989,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
8990,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
8991,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
8992,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
8993,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
8994,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
8995,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
8996,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
8997,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
8998,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
8999,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
9000,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
9001,[' a seis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑores ARÁNGUIZ,'], []]","[[], []]",['comisión']
9002,[' a seis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑores ARÁNGUIZ,'], []]","[[], []]",['comisión']
9003,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
9004,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
9005,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
9006,[' a trece de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁNGUIZ,'], ['PRADO', '']]","[[], [' SEÑOR BARRA.']]",['subroga']
9007,[' a diecisiete de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR PRADO y seÑora VIVANCO y Los'], []]","[[' SEÑORES MA TUS y PALLAVICINI.'], []]","['licencia', 'subroga']"
9008,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
9009,[' a dieciocho de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUNOZ.'],"[[' SEÑOR PRADO, seÑorA VIVANCO y Los ABOGADOS'], []]","[[' SEÑORES PIERR Y y PALLAVICINI.'], []]","['licencia', 'comisión']"
9010,[' a diecinueve de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES QUINTANILLA y PALLAVICINI.'], []]","['licencia', 'permiso']"
9011,[' a veinte de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[], []]","[[' SEÑORES MA TUS y BARRA.'], []]","['licencia', 'subroga']"
9012,[' a veinticuatro de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑoRA'], ['VIVANCO', '']]","[[], [' SEÑOR PALLAVICINI.']]",['permiso']
9013,[' a veintiséis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, SsEÑORA'], ['VIVANCO', '']]","[[], []]",['licencia']
9014,[' a veintisiete de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑor PRADO, sEÑOoRA'], ['VIVANCO', '']]","[[], [' SEÑOR MUNITA.']]",['licencia']
9015,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
9016,[' a treinta y uno de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑORA CHEVESICH, seÑor PRADO y Los'], []]","[[' SEÑORES QUINTANILLA y BARRA.'], []]","['licencia', 'permiso', 'feriado']"
9017,[' a seis de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, seÑores ARÁNGUIZ,'], []]","[[], []]",['comisión']
9018,[' a cinco de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁN GUIZ,'], ['PRADO', '']]","[[], [' SEÑOR PIERRY.']]",['comisión']
9019,[' a cinco de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁN GUIZ,'], ['PRADO', '']]","[[], [' SEÑOR PIERRY.']]",['comisión']
9020,[' a cinco de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, sEÑOoRES ARÁN GUIZ,'], ['PRADO', '']]","[[], [' SEÑOR PIERRY.']]",['comisión']
9021,[' a diez de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORES ARÁNGUIZ, PRADO, sEÑorA'], ['VIVANCO', '']]","[[], [' 2SEÑOR']]",['comisión']
9022,[' a once de diciembre de dos mil dieciocho'],TERCERA,[' SEÑOR MUÑOZ.'],"[[' SEÑORA SANDOVAL, señores ARÁNGUIZ,'], []]","[[], []]",[]
9023,[' a doce de diciembre de dos mil dieciocho'],TERCERA,[],"[[' SEÑOR ARÁNGUIZ, señora VIVANCO y Los'], []]","[[' SEÑORES QUINTANILLA y'], []]",['permiso']
