
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2022-01-16;59.788,97;5240389848960;62.454,55;6359490967847;63.659,00;7779762443222;61.340,91;1496915329857;58.100,45;683947874346;62.671,16;4429889721000;63.481,40;181906341488
2022-01-17;59.092,06;5182752574807;61.702,50;6282865695751;62.899,21;7694075222798;60.612,45;1478897399391;57.444,43;682617068299;61.938,66;4379286795142;62.717,96;178606688612
2022-01-18;59.504,06;5214163707559;62.147,25;6326423531396;63.356,36;7748111221193;61.050,51;1489642799768;57.844,60;687956027946;62.380,44;4410680948197;63.187,33;179844045027
2022-01-19;58.930,51;5165591824405;61.546,62;6265910634493;62.749,40;7673679607747;60.389,99;1473896050738;57.273,54;681330953060;61.738,32;4362615038870;62.530,27;177982309873
2022-01-20;58.441,71;5118498059031;61.062,04;6213500511366;62.259,32;7611587202895;59.918,76;1462438921606;56.808,02;675873975790;61.259,92;4328219997611;62.058,02;176388882364
2022-01-21;58.042,58;5084100879951;60.620,40;6168083292498;61.802,83;7558613242104;59.464,87;1451923484426;56.385,72;671055536484;60.841,57;4297660619782;61.648,20;175283928875
2022-01-22;58.042,58;5084100879951;60.620,40;6168083292498;61.802,83;7558613242104;59.464,87;1451923484426;56.385,72;671055536484;60.841,57;4297660619782;61.648,20;175283928875
2022-01-23;58.042,58;5084100879951;60.620,40;6168083292498;61.802,83;7558613242104;59.464,87;1451923484426;56.385,72;671055536484;60.841,57;4297660619782;61.648,20;175283928875
2022-01-24;57.360,47;5005099260978;59.897,36;6088775346431;61.059,84;7458856100204;58.748,00;1433633835017;55.721,74;663137304902;60.151,55;4245385623619;60.919,28;173041393412
2022-01-25;56.849,13;4949707379699;59.319,83;6025868400460;60.483,59;7375474637419;58.198,13;1418790946925;55.221,61;656768511095;59.600,22;4205005422810;60.340,50;171147867253
2022-01-26;56.816,41;4927507749039;59.284,25;6011409224707;60.445,95;7356734263622;58.139,39;1414231759248;55.205,96;655563224507;59.580,73;4199834540791;60.280,52;168813920507
2022-01-27;56.675,27;4880643949801;59.148,01;5979308081252;60.285,04;7308696847266;57.970,30;1406357319396;55.032,67;652347547902;59.411,85;4180532890638;60.093,79;166441371725
2022-01-28;56.010,61;4771720607917;58.488,69;5875898563958;59.626,67;7188911428728;57.286,85;1383560624648;54.420,82;643035363068;58.726,35;4117266361650;59.414,19;162178576659
2022-01-29;56.010,61;4771720607917;58.488,69;5875898563958;59.626,67;7188911428728;57.286,85;1383560624648;54.420,82;643035363068;58.726,35;4117266361650;59.414,19;162178576659
2022-01-30;56.010,61;4771720607917;58.488,69;5875898563958;59.626,67;7188911428728;57.286,85;1383560624648;54.420,82;643035363068;58.726,35;4117266361650;59.414,19;162178576659
2022-01-31;56.620,54;4784084959149;59.082,89;5900355956286;60.264,53;7224372147187;57.912,84;1394689559497;55.017,95;647864415330;59.399,92;4143506877961;60.043,95;162179812360
2022-02-01;56.854,12;4784864501294;59.310,16;5924182165347;60.498,37;7232643087160;58.171,90;1397519390803;55.239,29;650809546039;59.683,31;4176031129708;60.343,03;160876898387
2022-02-02;57.121,78;4817585479379;59.662,20;5954450817215;60.819,67;7254331084515;58.495,86;1405352911279;55.526,73;653421232295;59.980,31;4193903881526;60.618,57;161059984759
2022-02-03;57.583,69;4841574742101;60.163,31;5994224155739;61.329,52;7305580281031;58.990,61;1413697675283;55.987,72;658073050881;60.485,80;4229145778631;61.119,85;161879051282
2022-02-04;57.672,69;4835390240458;60.276,13;5993763655382;61.455,00;7308130982922;59.059,20;1412212621330;56.090,19;658733298229;60.555,17;4228439865046;61.180,75;161411048010
2022-02-05;57.672,69;4835390240458;60.276,13;5993763655382;61.455,00;7308130982922;59.059,20;1412212621330;56.090,19;658733298229;60.555,17;4228439865046;61.180,75;161411048010
2022-02-06;57.672,69;4835390240458;60.276,13;5993763655382;61.455,00;7308130982922;59.059,20;1412212621330;56.090,19;658733298229;60.555,17;4228439865046;61.180,75;161411048010
2022-02-07;58.119,40;4856508306731;60.747,57;6042438204103;61.925,78;7359453312090;59.508,37;1422308876733;56.512,12;663636615476;61.024,07;4257706824601;61.637,18;162648467964
2022-02-08;58.266,83;4871542340629;60.877,43;6061422549466;62.060,06;7382146005759;59.633,90;1425936434959;56.608,84;664484884730;61.150,55;4270343512581;61.784,99;162734642799
2022-02-09;58.272,74;4863355403243;60.848,09;6056667553847;62.063,90;7383174032489;59.651,55;1426005284133;56.645,14;664861199802;61.079,46;4264983015075;61.765,27;162418784943
2022-02-10;58.731,38;4915769545593;61.326,02;6109175855909;62.565,32;7444475220485;60.162,35;1438795334222;57.083,78;670394060610;61.572,90;4300511186564;62.262,61;164060369711
2022-02-11;57.679,07;4832901245627;60.229,62;6004424780009;61.443,34;7321812214024;59.039,83;1414310823764;56.056,91;660275069570;60.397,79;4221542925043;61.125,66;161745328052
2022-02-12;57.679,07;4832901245627;60.229,62;6004424780009;61.443,34;7321812214024;59.039,83;1414310823764;56.056,91;660275069570;60.397,79;4221542925043;61.125,66;161745328052
2022-02-13;57.679,07;4832901245627;60.229,62;6004424780009;61.443,34;7321812214024;59.039,83;1414310823764;56.056,91;660275069570;60.397,79;4221542925043;61.125,66;161745328052
2022-02-14;57.404,23;4828692908024;59.914,66;5986900060857;61.139,37;7314624486494;58.714,90;1411740094661;55.760,55;658719636219;60.047,87;4198396228028;60.833,52;161966962592
2022-02-15;57.100,55;4824551119813;59.578,28;5971976629315;60.795,48;7296987446325;58.379,90;1407119598264;55.467,57;660703673061;59.729,53;4171466823789;60.506,08;161017627643
2022-02-16;57.319,95;4850309644579;59.813,10;5997911302445;61.033,08;7330514595189;58.629,33;1414104647026;55.703,21;664421768461;59.962,36;4189358322455;60.730,47;161794171804
2022-02-17;57.348,78;4850161027217;59.851,85;5993741008845;61.081,50;7333410608221;58.637,49;1412711996597;55.724,52;664766450574;60.009,38;4189995768293;60.750,97;161616939246
2022-02-18;56.924,16;4788371255455;59.419,44;5933919086222;60.630,87;7255156543115;58.185,60;1398631276644;55.304,83;658876413213;59.534,51;4149062147879;60.284,66;159395748492
2022-02-19;56.924,16;4788371255455;59.419,44;5933919086222;60.630,87;7255156543115;58.185,60;1398631276644;55.304,83;658876413213;59.534,51;4149062147879;60.284,66;159395748492
2022-02-20;56.924,16;4788371255455;59.419,44;5933919086222;60.630,87;7255156543115;58.185,60;1398631276644;55.304,83;658876413213;59.534,51;4149062147879;60.284,66;159395748492
2022-02-21;56.360,35;4729467864989;58.828,18;5870303676018;60.011,72;7175978002383;57.569,72;1383585929228;54.742,56;652341267471;58.908,87;4106296219345;59.651,83;158111154845
2022-02-22;56.340,33;4723210561943;58.820,22;5868193265033;60.008,76;7173019972695;57.561,82;1383192110461;54.766,79;652644551568;58.884,30;4104223567970;59.670,35;157982546336
2022-02-23;55.751,13;4652387514705;58.220,12;5804758458689;59.408,88;7094022772532;56.940,18;1367010252645;54.173,06;645108814642;58.279,85;4059734160134;59.026,43;155937185232
2022-02-24;55.135,71;4593221129243;57.582,03;5738078655246;58.738,05;7008427337486;56.267,64;1350031720909;53.554,96;637591001859;57.627,62;4011457936505;58.399,63;153666622150
2022-02-25;55.101,54;4577721624701;57.525,61;5724217494546;58.731,76;6993459995887;56.277,51;1348343301676;53.563,60;637138916955;57.628,95;4007606854471;58.418,46;153383702647
2022-02-26;55.101,54;4577721624701;57.525,61;5724217494546;58.731,76;6993459995887;56.277,51;1348343301676;53.563,60;637138916955;57.628,95;4007606854471;58.418,46;153383702647
2022-02-27;55.101,54;4577721624701;57.525,61;5724217494546;58.731,76;6993459995887;56.277,51;1348343301676;53.563,60;637138916955;57.628,95;4007606854471;58.418,46;153383702647
2022-02-28;56.028,42;4634567930133;58.470,28;5796832067499;59.651,20;7067696752906;57.211,38;1368307710517;54.414,85;645502313778;58.586,22;4060815012284;59.360,05;154807939944
2022-03-01;55.713,15;4576176381065;58.142,20;5753968763157;59.284,29;7000820963276;56.898,08;1357085201690;54.139,10;642606876994;58.235,07;4035649662825;59.080,68;152697650065
2022-03-02;55.643,88;4435672468514;58.096,52;5625504258285;59.219,20;6837738083728;56.807,63;1314360894356;54.040,38;622795473971;58.130,56;3938676872563;58.997,64;147531807155
2022-03-03;55.973,16;4356235620344;58.448,68;5567974568176;59.600,63;6770396963140;57.159,28;1312603021939;54.385,15;621789388743;58.502,09;3938752504278;59.315,00;143273616420
2022-03-04;55.380,19;4223558713209;57.778,61;5422500975810;59.004,81;6623884377390;56.511,41;1290805719198;53.789,14;611640286478;57.815,56;3873112494551;58.513,74;139100697552
2022-03-05;55.380,19;4223558713209;57.778,61;5422500975810;59.004,81;6623884377390;56.511,41;1290805719198;53.789,14;611640286478;57.815,56;3873112494551;58.513,74;139100697552
2022-03-06;55.380,19;4223558713209;57.778,61;5422500975810;59.004,81;6623884377390;56.511,41;1290805719198;53.789,14;611640286478;57.815,56;3873112494551;58.513,74;139100697552
2022-03-07;55.033,99;4145231145656;57.359,28;5360750640804;58.588,65;6542437025867;56.064,76;1275007939277;53.402,45;604611326495;57.339,07;3823405498725;58.159,87;136978090936
2022-03-08;54.017,62;4051565403381;56.253,14;5241328980204;57.462,36;6398393567389;54.934,24;1244562733787;52.334,97;590292513550;56.122,94;3734883442517;56.999,73;133086957981
2022-03-09;53.892,61;4026725648480;56.082,04;5214325604476;57.332,97;6367456777299;54.799,08;1238758266410;52.202,76;587334389321;55.982,21;3716445953663;56.795,85;131590912797
2022-03-10;54.123,37;4034000250189;56.363,79;5234299222063;57.604,72;6386091275328;55.124,16;1243893691820;52.458,14;589815684007;56.313,95;3736547209066;57.087,43;131615205221
2022-03-11;54.393,91;4045713397197;56.645,14;5256412419791;57.880,19;6394477649884;55.390,06;1248186317186;52.726,28;591414361062;56.575,55;3758793881459;57.406,53;131603614358
2022-03-12;54.393,91;4045713397197;56.645,14;5256412419791;57.880,19;6394477649884;55.390,06;1248186317186;52.726,28;591414361062;56.575,55;3758793881459;57.406,53;131603614358
2022-03-13;54.393,91;4045713397197;56.645,14;5256412419791;57.880,19;6394477649884;55.390,06;1248186317186;52.726,28;591414361062;56.575,55;3758793881459;57.406,53;131603614358
2022-03-14;54.001,09;4012871432963;56.232,66;5216871126725;57.429,88;6338975841318;54.938,63;1239565530425;52.305,47;587184196311;56.127,02;3729599727532;56.832,80;130385200216
2022-03-15;53.634,14;3993624949582;55.830,67;5172329199157;56.997,32;6305353227827;54.516,54;1230368688437;51.934,79;584689751073;55.683,61;3696807627145;56.441,40;129863910434
2022-03-16;53.537,78;3970726323202;55.720,61;5157492992100;56.872,55;6285681850214;54.417,11;1227286642725;51.856,24;583804109801;55.614,78;3689634718720;56.288,82;129252050167
2022-03-17;54.386,08;4027241998335;56.622,30;5236536439955;57.808,34;6379544819133;55.387,23;1247045636726;52.838,39;594330789184;56.638,60;3755817217986;57.276,00;131228254030
2022-03-18;54.799,33;4059382817231;57.032,60;5270311752410;58.259,78;6419674358695;55.842,31;1254226011215;53.204,13;597762369715;57.059,80;3790945149333;57.815,74;131609992268
2022-03-19;54.799,33;4059382817231;57.032,60;5270311752410;58.259,78;6419674358695;55.842,31;1254226011215;53.204,13;597762369715;57.059,80;3790945149333;57.815,74;131609992268
2022-03-20;54.799,33;4059382817231;57.032,60;5270311752410;58.259,78;6419674358695;55.842,31;1254226011215;53.204,13;597762369715;57.059,80;3790945149333;57.815,74;131609992268
2022-03-21;55.410,02;4103639774764;57.662,23;5325435906214;58.932,75;6493550123668;56.502,58;1268083250760;53.794,14;604189503307;57.697,91;3830222238022;58.453,17;132927063672
2022-03-22;55.439,04;4137664360665;57.729,37;5339017095690;58.973,91;6523169297250;56.525,36;1272936972716;53.805,32;605333981077;57.702,59;3838410466250;58.467,46;133056027604
2022-03-23;55.413,98;4140270839363;57.695,12;5342187315668;58.951,26;6534354890144;56.503,81;1275697400268;53.793,90;605782156983;57.700,24;3841292229673;58.497,83;133442148599
2022-03-24;55.341,97;4136043208959;57.612,37;5337988794910;58.839,05;6529995666210;56.379,06;1273091439182;53.684,78;604462429420;57.603,16;3821832652826;58.357,85;133453040174
2022-03-25;55.253,72;4128123879091;57.514,44;5329145372005;58.746,45;6533353789509;56.306,87;1272469805319;53.593,02;603520224591;57.505,12;3814291045939;58.274,84;133123176018
2022-03-26;55.253,72;4128123879091;57.514,44;5329145372005;58.746,45;6533353789509;56.306,87;1272469805319;53.593,02;603520224591;57.505,12;3814291045939;58.274,84;133123176018
2022-03-27;55.253,72;4128123879091;57.514,44;5329145372005;58.746,45;6533353789509;56.306,87;1272469805319;53.593,02;603520224591;57.505,12;3814291045939;58.274,84;133123176018
2022-03-28;55.088,77;4129462996153;57.331,24;5318268379517;58.583,83;6534855826156;56.124,09;1269185479333;53.443,22;602177053603;57.341,75;3808833359513;58.080,21;133241577135
2022-03-29;54.601,05;4134539268634;56.798,30;5301051669005;58.054,81;6532917810649;55.573,80;1261173570883;52.987,29;599585806005;56.860,51;3792508770324;57.557,08;133018835924
2022-03-30;54.898,35;4173842174338;57.124,36;5351099120538;58.368,89;6589931506102;55.936,50;1270702918029;53.311,07;603989703401;57.205,31;3822421142306;57.925,29;134241139873
2022-03-31;55.711,51;4268584287154;57.965,45;5447194302913;59.202,40;6675626618641;56.726,65;1289761266530;54.071,19;611981999829;58.106,76;3895672400242;58.725,40;136600096431
2022-04-01;55.501,71;4275770051229;57.733,08;5452229217168;58.978,67;6664793862274;56.483,08;1285915460346;53.843,44;611409837447;57.897,00;3876837332065;58.451,85;136656887742
2022-04-02;55.501,71;4275770051229;57.733,08;5452229217168;58.978,67;6664793862274;56.483,08;1285915460346;53.843,44;611409837447;57.897,00;3876837332065;58.451,85;136656887742
2022-04-03;55.501,71;4275770051229;57.733,08;5452229217168;58.978,67;6664793862274;56.483,08;1285915460346;53.843,44;611409837447;57.897,00;3876837332065;58.451,85;136656887742
2022-04-04;55.479,26;4281556040143;57.751,71;5456178722034;59.003,50;6679319114455;56.494,52;1286033375154;53.904,15;613217225120;57.884,04;3878492023005;58.458,01;137216914028
2022-04-05;55.482,11;4263323027077;57.753,62;5451508643262;59.003,63;6670597422092;56.484,78;1285636190279;53.912,87;613084996302;57.886,63;3875185583820;58.515,86;137127877591
2022-04-06;55.250,77;4205384630970;57.508,97;5416496409515;58.766,93;6613672871178;56.208,43;1274918754535;53.675,50;609300918261;57.637,91;3831808472972;58.202,71;135820863990
2022-04-07;55.336,04;4206669909382;57.584,24;5420931109883;58.844,79;6611980050239;56.266,77;1274838274722;53.724,61;609708048202;57.704,11;3832982842676;58.251,90;135900035029
2022-04-08;56.037,74;4265344408595;58.286,12;5488283431061;59.549,34;6690980593698;56.940,26;1289633399857;54.328,08;616700798818;58.369,64;3877409336830;58.928,54;137613455633
2022-04-09;56.037,74;4265344408595;58.286,12;5488283431061;59.549,34;6690980593698;56.940,26;1289633399857;54.328,08;616700798818;58.369,64;3877409336830;58.928,54;137613455633
2022-04-10;56.037,74;4265344408595;58.286,12;5488283431061;59.549,34;6690980593698;56.940,26;1289633399857;54.328,08;616700798818;58.369,64;3877409336830;58.928,54;137613455633
2022-04-11;56.245,22;4297865283025;58.516,43;5515028246508;59.774,97;6714229284486;57.149,51;1295080822171;54.520,61;619153863932;58.534,92;3896163348294;59.102,56;137723101463
2022-04-12;56.079,62;4290168918150;58.313,57;5501571177143;59.538,45;6691340715865;56.931,28;1291539523665;54.303,45;617620467551;58.293,12;3886826635607;58.876,71;137604165187
2022-04-13;55.388,09;4251203618109;57.639,68;5447646367084;58.875,70;6640565971041;56.278,56;1281128859335;53.669,50;611645900419;57.654,20;3853873663569;58.176,97;136713361839
2022-04-14;55.551,91;4267461417044;57.806,32;5474495445115;59.026,16;6666502613318;56.442,56;1288130251866;53.805,53;614495695128;57.828,87;3867964214256;58.344,51;137869832886
2022-04-15;55.551,91;4267461417044;57.806,32;5474495445115;59.026,16;6666502613318;56.442,56;1288130251866;53.805,53;614495695128;57.828,87;3867964214256;58.344,51;137869832886
2022-04-16;55.551,91;4267461417044;57.806,32;5474495445115;59.026,16;6666502613318;56.442,56;1288130251866;53.805,53;614495695128;57.828,87;3867964214256;58.344,51;137869832886
2022-04-17;55.551,91;4267461417044;57.806,32;5474495445115;59.026,16;6666502613318;56.442,56;1288130251866;53.805,53;614495695128;57.828,87;3867964214256;58.344,51;137869832886
2022-04-18;56.004,35;4304617954513;58.266,75;5526782534890;59.494,86;6727822186676;56.895,01;1298633346720;54.227,31;621263697308;58.268,72;3901637918766;58.783,05;139180513500
2022-04-19;56.045,28;4310521410473;58.290,54;5533814941388;59.533,05;6738011245858;56.901,21;1299175799441;54.260,83;621919247174;58.321,20;3905750330721;58.817,16;139475055904
2022-04-20;55.989,75;4308581602803;58.245,72;5533659790724;59.495,92;6735303850101;56.876,57;1298640958220;54.215,06;621279611933;58.277,37;3903172392200;58.754,05;139445990907
2022-04-21;55.971,01;4311547305401;58.232,71;5533946844348;59.494,86;6734419811190;56.889,70;1298312719369;54.203,19;621150332760;58.255,60;3901702074129;58.751,46;139437455594
2022-04-22;55.617,71;4285025056983;57.847,61;5497457391524;59.141,08;6689590431637;56.487,94;1288795286115;53.856,52;617021170536;57.894,09;3874281634732;58.317,10;138231411925
2022-04-23;55.617,71;4285025056983;57.847,61;5497457391524;59.141,08;6689590431637;56.487,94;1288795286115;53.856,52;617021170536;57.894,09;3874281634732;58.317,10;138231411925
2022-04-24;55.617,71;4285025056983;57.847,61;5497457391524;59.141,08;6689590431637;56.487,94;1288795286115;53.856,52;617021170536;57.894,09;3874281634732;58.317,10;138231411925
2022-04-25;55.453,03;4264481338515;57.664,25;5480105134004;58.935,88;6665698537175;56.260,19;1283012789957;53.738,94;615505704713;57.714,21;3854888289093;58.060,63;137511789974
2022-04-26;55.693,65;4278717711632;57.854,05;5498493008499;59.147,86;6690180738246;56.462,26;1287443864498;53.912,53;617664381516;57.915,38;3866180604023;58.310,23;137681006476
2022-04-27;55.023,78;4227891845305;57.163,35;5433476254693;58.425,77;6609083322579;55.742,46;1271323310052;53.252,47;609560977569;57.219,07;3819012434224;57.572,37;136108502309
2022-04-28;55.074,37;4223328399067;57.230,26;5438107759804;58.492,27;6611788679541;55.788,76;1271734563382;53.354,94;610670439184;57.299,63;3823501628483;57.672,00;136290037805
2022-04-29;56.044,49;4283779749229;58.218,52;5509813658506;59.480,13;6696843850567;56.729,60;1291686129858;54.278,94;620062124681;58.287,04;3875030145074;58.661,92;137817401656
2022-04-30;56.044,49;4283779749229;58.218,52;5509813658506;59.480,13;6696843850567;56.729,60;1291686129858;54.278,94;620062124681;58.287,04;3875030145074;58.661,92;137817401656
2022-05-01;56.044,49;4283779749229;58.218,52;5509813658506;59.480,13;6696843850567;56.729,60;1291686129858;54.278,94;620062124681;58.287,04;3875030145074;58.661,92;137817401656
2022-05-02;55.660,50;4263183673115;57.867,46;5491480430847;59.111,50;6643502052521;56.361,62;1279864268169;53.970,74;617379262530;57.918,32;3867915576228;58.272,65;136521419618
2022-05-03;55.895,89;4268534846395;58.088,64;5503251729891;59.338,64;6659299983855;56.608,00;1286849772140;54.228,84;619818009702;58.143,22;3879654075970;58.550,66;136618834997
2022-05-04;55.836,94;4257860873178;58.011,74;5478461031270;59.286,58;6642852333631;56.533,21;1281923797343;54.170,73;618259361658;58.105,52;3874807266926;58.448,03;135865427343
2022-05-05;56.477,61;4297566078697;58.612,73;5525616850759;59.915,22;6702425041851;57.137,75;1294475391799;54.755,34;624708120098;58.751,96;3915373960516;59.029,11;136864366766
2022-05-06;56.000,59;4248204972763;58.133,91;5475098332709;59.429,69;6642022160802;56.635,88;1281941974932;54.287,50;618623579318;58.263,17;3878533767290;58.479,65;135201150540
2022-05-07;56.000,59;4248204972763;58.133,91;5475098332709;59.429,69;6642022160802;56.635,88;1281941974932;54.287,50;618623579318;58.263,17;3878533767290;58.479,65;135201150540
2022-05-08;56.000,59;4248204972763;58.133,91;5475098332709;59.429,69;6642022160802;56.635,88;1281941974932;54.287,50;618623579318;58.263,17;3878533767290;58.479,65;135201150540
2022-05-09;55.175,21;4182979507871;57.295,53;5394865674055;58.605,14;6549860964630;55.811,10;1262365055700;53.479,02;609656796998;57.369,62;3817186210127;57.672,57;133288278203
2022-05-10;54.805,39;4165956193632;56.943,27;5363658324002;58.188,63;6505633871797;55.431,22;1254557346589;53.140,64;606003888023;56.947,11;3769112214799;57.221,63;132289018715
2022-05-11;54.682,76;4163398061393;56.753,18;5348279239172;58.007,77;6487721922177;55.236,90;1251578057192;52.981,11;604522264149;56.796,57;3759960078710;57.026,38;132157138829
2022-05-12;54.215,18;4131812239658;56.281,83;5307492254132;57.520,45;6435576885347;54.742,82;1242185660253;52.534,72;600066972504;56.353,49;3733282783684;56.543,62;131162966786
2022-05-13;54.367,83;4138725320406;56.421,73;5316022456120;57.689,54;6448922784629;54.906,13;1245796213971;52.674,89;602257997641;56.522,81;3743197014301;56.697,58;131672144653
2022-05-14;54.367,83;4138725320406;56.421,73;5316022456120;57.689,54;6448922784629;54.906,13;1245796213971;52.674,89;602257997641;56.522,81;3743197014301;56.697,58;131672144653
2022-05-15;54.367,83;4138725320406;56.421,73;5316022456120;57.689,54;6448922784629;54.906,13;1245796213971;52.674,89;602257997641;56.522,81;3743197014301;56.697,58;131672144653
2022-05-16;54.874,33;4164011072632;56.951,88;5364501090568;58.229,45;6507225343100;55.422,54;1257584470575;53.167,40;612194981857;57.027,54;3776078667511;57.279,67;132429166882
2022-05-17;55.042,93;4182841445862;57.144,72;5393633519580;58.419,15;6530115481045;55.610,84;1263412245038;53.328,18;615244567469;57.175,68;3812706812724;57.453,38;132902669768
2022-05-18;55.475,78;4210447275869;57.610,09;5432778827544;58.898,68;6577370698844;56.080,80;1273437522087;53.761,40;620285305979;57.624,17;3841366727583;57.914,33;133820279923
2022-05-19;54.758,04;4153898555666;56.903,63;5356867547348;58.154,84;6493610313050;55.323,33;1255185993538;53.108,29;611597565855;56.899,18;3793936591186;57.096,54;131830428228
2022-05-20;54.542,60;4121961962457;56.662,14;5328949958600;57.914,73;6460804539683;55.107,34;1249569417274;52.859,73;608633846360;56.696,48;3779321100451;56.925,94;131303611348
2022-05-21;54.542,60;4121961962457;56.662,14;5328949958600;57.914,73;6460804539683;55.107,34;1249569417274;52.859,73;608633846360;56.696,48;3779321100451;56.925,94;131303611348
2022-05-22;54.542,60;4121961962457;56.662,14;5328949958600;57.914,73;6460804539683;55.107,34;1249569417274;52.859,73;608633846360;56.696,48;3779321100451;56.925,94;131303611348
2022-05-23;54.381,73;4092824780208;56.480,19;5286561242292;57.713,69;6407974313553;54.927,85;1242579903733;52.712,13;604456825490;56.550,52;3735530531785;56.698,38;130460697332
2022-05-24;54.584,63;4086115689291;56.722,64;5296985428686;57.995,08;6425291248107;55.189,40;1246957263714;52.920,69;605970216639;56.794,06;3745326331310;56.959,30;130546917801
2022-05-25;54.530,54;4072657409623;56.665,96;5287080308451;57.950,88;6412839422451;55.118,89;1244954506566;52.858,14;604906324599;56.757,74;3742820437184;56.865,21;130156134831
2022-05-26;54.757,61;4081029800715;56.886,39;5304485468375;58.158,64;6429372674543;55.346,14;1249486291700;53.078,79;607083905996;56.948,19;3753293195220;57.123,29;130648430544
2022-05-27;55.013,34;4092895001039;57.113,23;5320554896293;58.417,50;6450538152283;55.590,26;1253743405988;53.308,81;609724088156;57.152,99;3763950129061;57.454,07;131064521116
2022-05-28;55.013,34;4092895001039;57.113,23;5320554896293;58.417,50;6450538152283;55.590,26;1253743405988;53.308,81;609724088156;57.152,99;3763950129061;57.454,07;131064521116
2022-05-29;55.013,34;4092895001039;57.113,23;5320554896293;58.417,50;6450538152283;55.590,26;1253743405988;53.308,81;609724088156;57.152,99;3763950129061;57.454,07;131064521116
2022-05-30;55.638,30;4131170001481;57.771,62;5378774970971;59.073,04;6514442032681;56.244,18;1267597818667;53.898,31;615888829396;57.769,75;3802694902100;58.094,84;132386952489
2022-05-31;56.189,75;4163207478158;58.365,54;5422754014255;59.656,02;6553966359305;56.810,72;1277358787246;54.437,46;620618192643;58.329,33;3835012332051;58.699,33;133389493989
2022-06-01;55.853,66;4130374595514;58.023,73;5398902835257;59.313,95;6513686208614;56.490,04;1267650266333;54.125,84;618795514326;58.006,75;3818550151765;58.337,77;131499425956
