evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
51 km al NE de Mina La Escondida.,-23.859,-68.841,2022-04-14,19:23:03,2022-04-14,23:23:03,96,km,2.6,Ml
45 km al NO de Los Vilos,-31.708,-71.927,2022-04-14,18:30:18,2022-04-14,22:30:18,17,km,2.8,Ml
29 km al S de Los Vilos,-32.159,-71.431,2022-04-14,18:17:55,2022-04-14,22:17:55,50,km,4.9,Mw
57 km al NO de Los Vilos,-31.681,-72.052,2022-04-14,18:16:17,2022-04-14,22:16:17,28,km,3.6,Ml
63 km al NO de Los Vilos,-31.658,-72.109,2022-04-14,13:24:48,2022-04-14,17:24:48,15,km,3.0,Ml
37 km al NO de Punitaqui,-30.681,-71.608,2022-04-14,13:03:19,2022-04-14,17:03:19,34,km,3.3,Ml
66 km al SE de CamiÃ±a,-19.762,-69.017,2022-04-14,12:32:59,2022-04-14,16:32:59,103,km,2.9,Ml
21 km al NE de Calama,-22.392,-68.743,2022-04-14,11:26:33,2022-04-14,15:26:33,122,km,3.3,Ml
45 km al NO de Calama,-22.2,-69.26,2022-04-14,10:39:37,2022-04-14,14:39:37,85,km,3.4,Ml
61 km al NO de Los Vilos,-31.667,-72.092,2022-04-14,09:28:41,2022-04-14,13:28:41,18,km,3.9,Ml
59 km al NO de Los Vilos,-31.644,-72.05,2022-04-14,09:01:29,2022-04-14,13:01:29,10,km,4.5,Mw
63 km al NO de Los Vilos,-31.663,-72.106,2022-04-14,08:53:13,2022-04-14,12:53:13,31,km,4.9,Mw
26 km al O de Ovalle,-30.63,-71.473,2022-04-14,07:20:02,2022-04-14,11:20:02,13,km,3.7,Ml
17 km al SO de Sierra Gorda.,-22.996,-69.447,2022-04-14,05:01:52,2022-04-14,09:01:52,84,km,3.9,Ml
43 km al O de ConcepciÃ³n,-36.672,-73.494,2022-04-14,02:04:19,2022-04-14,06:04:19,22,km,2.7,Ml
19 km al SO de ChaÃ±aral.,-26.425,-70.796,2022-04-13,21:29:12,2022-04-14,01:29:12,32,km,3.8,Ml
62 km al NE de Calama,-22.051,-68.532,2022-04-13,21:21:25,2022-04-14,01:21:25,127,km,2.9,Ml
36 km al SE de Pica,-20.657,-69.039,2022-04-13,20:51:47,2022-04-14,00:51:47,104,km,3.0,Ml
