evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
"26 km al E de Base Frei, AntÃ¡rtica",-62.167,-58.484,2022-04-18,19:42:48,2022-04-18,23:42:48,9,km,2.5,Ml
19 km al S de La Serena,-30.074,-71.278,2022-04-18,19:04:29,2022-04-18,23:04:29,64,km,2.6,Ml
41 km al S de Mina Collahuasi,-21.197,-68.675,2022-04-18,18:47:06,2022-04-18,22:47:06,118,km,2.8,Ml
25 km al SO de OllagÃ¼e,-21.379,-68.423,2022-04-18,15:22:09,2022-04-18,19:22:09,127,km,2.5,Ml
23 km al E de Vallenar,-28.494,-70.545,2022-04-18,11:45:48,2022-04-18,15:45:48,98,km,2.8,Ml
79 km al SE de Socaire,-24.007,-67.266,2022-04-18,09:50:25,2022-04-18,13:50:25,194,km,2.6,Ml
93 km al SE de Socaire,-24.01,-67.099,2022-04-18,09:07:56,2022-04-18,13:07:56,190,km,3.3,Ml
34 km al NO de ValparaÃ­so,-32.772,-71.779,2022-04-18,06:09:37,2022-04-18,10:09:37,33,km,2.7,Ml
64 km al SE de Socaire,-24.123,-67.664,2022-04-18,05:17:03,2022-04-18,09:17:03,234,km,2.9,Ml
106 km al S de Termas del Flaco,-35.903,-70.317,2022-04-18,02:55:00,2022-04-18,06:55:00,17,km,2.9,Ml
53 km al N de Calama,-22.021,-68.756,2022-04-18,01:39:39,2022-04-18,05:39:39,110,km,2.7,Ml
43 km al SO de Mina Collahuasi,-21.074,-68.976,2022-04-18,01:10:07,2022-04-18,05:10:07,112,km,2.9,Ml
45 km al SO de Caldera,-27.442,-71.0,2022-04-18,00:45:51,2022-04-18,04:45:51,47,km,2.9,Ml
129 km al SE de Tierra Amarilla,-28.287,-69.321,2022-04-18,00:17:40,2022-04-18,04:17:40,126,km,2.9,Ml
81 km al SE de Socaire,-24.069,-67.291,2022-04-17,22:44:37,2022-04-18,02:44:37,219,km,2.8,Ml
54 km al NO de Valdivia,-39.561,-73.782,2022-04-17,22:42:30,2022-04-18,02:42:30,9,km,2.8,Ml
46 km al NE de Quillagua,-21.416,-69.173,2022-04-17,21:17:10,2022-04-18,01:17:10,85,km,3.5,Ml
