evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
66 km al NE de Calama,-21.925,-68.668,2022-04-02,20:58:29,2022-04-02,23:58:29,117,km,2.9,Ml
26 km al S de Visviri,-17.816,-69.414,2022-04-02,19:50:27,2022-04-02,22:50:27,156,km,2.6,Ml
57 km al SO de OllagÃ¼e,-21.671,-68.518,2022-04-02,18:57:35,2022-04-02,21:57:35,132,km,3.1,Ml
68 km al S de OllagÃ¼e,-21.804,-68.456,2022-04-02,18:34:35,2022-04-02,21:34:35,125,km,3.2,Ml
37 km al NO de Mina Collahuasi,-20.611,-68.931,2022-04-02,17:34:44,2022-04-02,20:34:44,98,km,2.6,Ml
78 km al SE de Socaire,-24.0,-67.273,2022-04-02,16:45:02,2022-04-02,19:45:02,245,km,2.7,Ml
38 km al NO de Caldera,-26.77,-71.02,2022-04-02,15:37:49,2022-04-02,18:37:49,60,km,3.7,Ml
20 km al NO de Punitaqui,-30.7,-71.409,2022-04-02,15:04:39,2022-04-02,18:04:39,39,km,2.9,Ml
9 km al S de Mina Collahuasi,-20.903,-68.643,2022-04-02,14:39:19,2022-04-02,17:39:19,130,km,3.4,Ml
24 km al O de Mina Collahuasi,-20.76,-68.879,2022-04-02,14:37:26,2022-04-02,17:37:26,99,km,2.5,Ml
56 km al SO de Tongoy,-30.692,-71.795,2022-04-02,14:02:04,2022-04-02,17:02:04,32,km,4.3,Ml
12 km al E de Yungay,-37.091,-71.888,2022-04-02,13:31:34,2022-04-02,16:31:34,109,km,3.4,Ml
57 km al NE de Pica,-20.024,-69.113,2022-04-02,11:51:53,2022-04-02,14:51:53,106,km,3.2,Ml
129 km al NE de Socaire,-23.066,-66.763,2022-04-02,11:32:37,2022-04-02,14:32:37,230,km,3.0,Ml
61 km al S de Mina Collahuasi,-21.345,-68.851,2022-04-02,10:07:36,2022-04-02,13:07:36,102,km,3.3,Ml
98 km al E de Socaire,-23.921,-66.998,2022-04-02,09:58:06,2022-04-02,12:58:06,198,km,2.9,Ml
39 km al O de Pisagua,-19.575,-70.59,2022-04-02,09:37:05,2022-04-02,12:37:05,35,km,2.5,Ml
62 km al NO de ValparaÃ­so,-32.599,-72.01,2022-04-02,07:44:23,2022-04-02,10:44:23,24,km,2.6,Ml
36 km al SO de Huasco,-28.715,-71.456,2022-04-02,06:39:18,2022-04-02,09:39:18,25,km,2.7,Ml
29 km al S de CuricÃ³,-35.248,-71.213,2022-04-02,06:37:57,2022-04-02,09:37:57,94,km,2.6,Ml
46 km al SO de OllagÃ¼e,-21.477,-68.611,2022-04-02,05:42:52,2022-04-02,08:42:52,124,km,2.6,Ml
75 km al SE de Socaire,-24.089,-67.396,2022-04-02,05:28:19,2022-04-02,08:28:19,252,km,3.3,Ml
58 km al SE de Socaire,-24.053,-67.63,2022-04-02,05:02:14,2022-04-02,08:02:14,232,km,2.6,Ml
37 km al SO de Putre,-18.382,-69.846,2022-04-02,03:24:09,2022-04-02,06:24:09,119,km,3.1,Ml
55 km al O de ValparaÃ­so,-32.91,-72.177,2022-04-02,03:11:26,2022-04-02,06:11:26,34,km,3.1,Ml
43 km al SE de CamiÃ±a,-19.654,-69.238,2022-04-02,03:03:30,2022-04-02,06:03:30,100,km,2.5,Ml
18 km al N de Calama,-22.313,-68.983,2022-04-02,02:23:50,2022-04-02,05:23:50,108,km,2.5,Ml
56 km al E de Socaire,-23.545,-67.34,2022-04-02,01:30:49,2022-04-02,04:30:49,244,km,3.3,Ml
56 km al SO de OllagÃ¼e,-21.652,-68.545,2022-04-02,01:26:34,2022-04-02,04:26:34,126,km,2.5,Ml
48 km al SE de Pica,-20.886,-69.143,2022-04-02,01:17:10,2022-04-02,04:17:10,106,km,2.5,Ml
30 km al O de OllagÃ¼e,-21.276,-68.537,2022-04-02,00:03:04,2022-04-02,03:03:04,116,km,2.6,Ml
59 km al S de Putre,-18.706,-69.394,2022-04-01,23:40:44,2022-04-02,02:40:44,106,km,2.8,Ml
